,3FGL,CLASS1-3FGL,3FGL-BSL,3FGL-1FGL,3FGL-2FGL
975,J0842.0-6055,bcu,,,
976,J0843.1-4546,spp,,,
977,J0843.4+6713,,,J0843.4+6718,J0843.6+6715
978,J0843.9+5311,bll,,J0844.0+5314,J0843.9+5312
979,J0844.3-4741,,,,
980,J0845.1-5458,bcu,,J0845.0-5459,J0844.8-5459
981,J0846.7-0651,bll,,,J0848.1-0703
982,J0846.8-2638,,,,
983,J0846.9-2336,bll,,J0846.9-2334,J0847.0-2334
984,J0847.1+1134,bll,,J0847.2+1134,J0847.2+1134
985,J0847.2-6936,,,,
986,J0847.4-4327,,,,
987,J0848.2-4524,,,,
988,J0848.5+7018,,,,
989,J0849.1+6607,bll,,J0849.3+6607,J0849.2+6606
990,J0849.3+0458,bll,,,J0849.0+0455
991,J0849.5-2912,bcu,,J0849.4-2912,
992,J0849.9-3540,bcu,,J0849.6-3540,J0849.9-3540
993,J0849.9+5108,NLSY1,,,
994,J0850.0+4855,bll,,J0849.9+4852,J0849.8+4852
995,J0850.2-1214,fsrq,,J0850.0-1213,J0850.2-1212
996,J0850.2+3500,bll,,J0850.2+3457,
997,J0851.4-4244,,,,
998,J0851.8+5531,bll,,,
999,J0852.6-5756,bcu,,,J0852.4-5756
1000,J0852.7-4631e,SNR,,J0854.0-4632,J0851.7-4635
1001,J0853.0-3654,bcu,,,J0853.1-3659
1002,J0854.2+4408,bll,,,
1003,J0854.4-4404,,,,
1004,J0854.8+2006,BLL,J0855.4+2009,J0854.8+2006,J0854.8+2005
1005,J0854.8-4503,,,J0854.6-4504,J0854.7-4501
1006,J0855.2-0718,bcu,,,J0855.1-0712
1007,J0855.4-4818,,,,
1008,J0855.4+7142,,,,J0856.0+7136
1009,J0856.4+6429,,,,
1010,J0856.5+2057,bll,,J0856.6+2103,J0856.3+2058
1011,J0856.7-1105,bll,,J0856.6-1105,J0856.6-1105
1012,J0857.6-4258,,,,
1013,J0858.0-4834,,,,
1014,J0858.1-1951,bcu,,,J0858.1-1952
1015,J0858.1-3130,bcu,,,J0858.2-3129
1016,J0858.6-4357,,,,
1017,J0859.1+6219,bll,,,
1018,J0859.3-4732,,,,
1019,J0900.0+6754,,,,J0900.9+6736
1020,J0901.0-6725,,,,
1021,J0901.6-4700,,,,J0901.7-4655
1022,J0902.4+2050,bll,,J0902.4+2050,J0902.4+2050
1023,J0903.0-4826,,,,J0904.0-4823c
1024,J0903.1+4649,fsrq,,,J0903.4+4651
1025,J0903.2-4744,,,,J0902.8-4741c
1026,J0904.3+4240,bcu,,,J0903.6+4238
1027,J0904.8-5734,bcu,,J0905.1-5736,J0904.9-5735
1028,J0904.8-3516,bcu,,J0904.7-3514,J0904.8-3513
1029,J0904.9+2739,fsrq,,,
1030,J0905.5+1358,bll,,J0905.5+1356,J0905.6+1357
1031,J0905.6-4917,,,,J0908.5-4913
1032,J0905.8-2127,,,,
1033,J0906.0-4705,,,,
1034,J0906.3-0906,bll,,J0906.4-0903,J0906.2-0906
1035,J0907.0-4802,,,,
1036,J0908.4-4916,PSR,,,J0908.5-4913
1037,J0909.0+2310,bll,,J0909.2+2310,J0909.2+2308
1038,J0909.1+0121,fsrq,,J0909.0+0126,J0909.1+0121
1039,J0909.6+0157,bll,J0909.7+0145,,J0909.6+0158
1040,J0909.8-0229,fsrq,,J0909.6-0229,J0909.7-0229
1041,J0910.5+3329,bll,,J0910.7+3332,J0910.6+3329
1042,J0910.7+3858,bll,,,
1043,J0910.9+2248,fsrq,,J0911.0+2247,J0910.9+2246
1044,J0911.8+3351,bll,,,
1045,J0912.2+4126,fsrq,,J0912.3+4127,J0912.1+4126
1046,J0912.2-6452,glc,,,
1047,J0912.4+2800,bll,,J0912.6+2756,J0912.5+2758
1048,J0912.6-2757,bcu,,,
1049,J0912.7+1556,bll,,,J0913.0+1553
1050,J0912.9-2104,bll,,,J0912.9-2102
1051,J0914.5-4736,,,,
1052,J0915.0+5844,bcu,,,
1053,J0915.8-5110,,,,
1054,J0915.8+2933,bll,,J0915.7+2931,J0915.8+2932
1055,J0916.3+3857,fsrq,,,J0917.0+3900
1056,J0917.3-0344,bcu,,,
1057,J0918.2-4859,,,,
1058,J0919.4+6604,,,,
1059,J0919.5-2200,,,,J0919.3-2203
1060,J0920.9+4442,fsrq,J0921.2+4437,J0920.9+4441,J0920.9+4441
1061,J0921.0-2258,bcu,,,
1062,J0921.6+2339,,,J0922.0+2337,J0921.9+2335
1063,J0921.8+6215,fsrq,,J0919.6+6216,J0921.9+6216
1064,J0922.4-0529,fsrq,,,
1065,J0922.8-3959,bcu,,,
1066,J0923.1+3853,bcu,,,
1067,J0923.3+4127,fsrq,,J0923.2+4121,J0923.2+4125
1068,J0923.8-5154,,,,
1069,J0924.0+2816,fsrq,,J0924.2+2812,J0924.0+2819
1070,J0924.2+0534,bll,,,
1071,J0925.6+5959,bll,,,
1072,J0925.7+3129,bll,,,
1073,J0926.3+5409,bll,,,
1074,J0927.9-2037,fsrq,,,J0927.9-2041
1075,J0928.3-5255,,,,
1076,J0928.5+4048,bll,,,
1077,J0928.7+7300,bcu,,,
1078,J0928.9-3530,bcu,,J0929.0-3531,J0928.8-3530
1079,J0929.4+5013,bll,,,J0929.5+5009
1080,J0930.0+4951,bll,,J0929.4+5000,
1081,J0930.2+8612,bll,,,J0930.4+8611
1082,J0930.7+5133,,,,
1083,J0930.9-1904,PSR,,,
1084,J0931.8+6739,,,,
1085,J0933.9-6232,,,J0933.9-6228,J0934.0-6231
1086,J0934.1+3933,bll,,J0934.5+3929,J0934.7+3932
1087,J0935.1-1736,,,,
1088,J0935.2+0903,,,,
1089,J0936.3-2114,,,,
1090,J0937.1-4544c,,,,
1091,J0937.7+5008,fsrq,,J0937.7+5005,J0937.6+5009
1092,J0937.8-6407,,,,
1093,J0937.9-1435,,,,J0937.9-1434
1094,J0939.2-1732,bcu,,,J0939.1-1734
1095,J0939.9-2831,bcu,,,J0940.3-2827
1096,J0940.6-7609,,,J0940.2-7605,J0942.8-7558
1097,J0940.7-6102,bcu,,,J0940.8-6105
1098,J0940.9-1337,fsrq,,,
1099,J0941.0+6151,,,J0941.2+6149,J0941.4+6148
1100,J0941.6+2727,fsrq,,J0941.2+2722,J0941.4+2724
1101,J0942.1-0756,bll,,,J0941.9-0755
1102,J0945.9+5756,bll,,J0945.6+5754,J0945.9+5751
1103,J0946.2+0103,bll,,,J0946.2+0104
1104,J0946.2+5209,,,,
1105,J0946.5+1017,fsrq,,J0946.6+1012,J0946.5+1015
1106,J0947.1-2542,bcu,,,J0946.9-2541
1107,J0948.1-3641,,,,
1108,J0948.6+4041,fsrq,,,J0948.8+4040
1109,J0948.8-4243,,,,
1110,J0948.8+0021,NLSY1,J0948.3+0019,J0949.0+0021,J0948.8+0020
1111,J0950.1+4554,bll,,,J0950.1+4554
1112,J0950.4+7550,,,,
1113,J0952.8+0711,,,,
1114,J0953.0-0839,bll,,J0953.0-0838,J0953.1-0839
1115,J0953.1-7657c,bcu,,,J0953.9-7659
1116,J0953.7-1510,,,J0953.6-1505,J0953.6-1504
1117,J0954.2+4913,bll,,,
1118,J0954.8-3948,,,J0955.2-3949,J0955.0-3949
1119,J0955.4+6940,sbg,,J0956.5+6938,J0955.9+6936
1120,J0955.6-6148,psr,,,
1121,J0956.6+2515,fsrq,,J0956.9+2513,J0956.9+2516
1122,J0956.7-6441,bcu,,,
1123,J0957.4+4728,fsrq,,,J0957.7+4735
1124,J0957.5-1351,fsrq,,,J0957.6-1350
1125,J0957.6+5523,fsrq,J0957.6+5522,J0957.7+5523,J0957.7+5522
1126,J0958.3-0318,bll,,,
1127,J0958.4-6752,bcu,,,
1128,J0958.6+6534,bll,,J1000.1+6539,J0958.6+6533
1129,J0958.6-2447,bcu,,,J0958.6-2446
1130,J0959.7+2124,bll,,,
1131,J1001.0+2913,bll,,J1000.9+2915,J1001.0+2913
1132,J1002.0-2837,,,,
1133,J1002.3+2220,bll,,,J1003.0+2219
1134,J1002.5-5709,,,,
1135,J1003.6+2608,bcu,,,
1136,J1003.7-5215,,,,
1137,J1005.0-4959,bcu,,,
1138,J1006.7+3453,bll,,J1007.0+3454,
1139,J1006.7-2159,fsrq,,J1007.1-2157,J1007.1-2157
1140,J1007.4-3334,fsrq,,,
1141,J1007.8+0026,bcu,,,J1008.6+0028
1142,J1007.9+0621,bll,,J1007.9+0619,J1007.7+0621
1143,J1008.6-5706,,,,
1144,J1008.9-2910,bcu,,,
1145,J1009.0-3137,bcu,,,
1146,J1010.2-3120,bll,,,J1009.7-3123
1147,J1010.8-7645c,,,,
1148,J1010.8-0158,fsrq,,J1011.0-0156,J1010.8-0158
1149,J1012.0-4235,psr,,,J1012.1-4236
1150,J1012.2+0631,bll,,J1012.2+0634,J1012.1+0631
1151,J1012.6+2439,fsrq,J1012.9+2435,J1012.7+2440,J1012.6+2440
1152,J1012.7+4229,bll,,,J1012.5+4227
1153,J1013.4-4008,,,,
1154,J1013.5+3440,fsrq,,,J1013.6+3434
1155,J1013.6-5734,,,,
1156,J1014.2+4115,bcu,,,
1157,J1015.0+4925,bll,J1015.2+4927,J1015.1+4927,J1015.1+4925
1158,J1015.2-4512,bcu,,,
1159,J1016.0+0513,fsrq,J1015.9+0515,J1016.1+0514,J1016.0+0513
1160,J1016.0-0635,bcu,,,J1016.2-0638
1161,J1016.1+5555,bcu,,,J1016.1+5600
1162,J1016.3-5858,PSR,,,J1016.5-5858
1163,J1016.5-6034,,,,
1164,J1016.6-4244,,,,J1016.4-4244
1165,J1016.9-2653,,,,
1166,J1018.1+1904,bll,,,
1167,J1018.2-6254,,,,
1168,J1018.3+3542,fsrq,,,J1017.0+3531
1169,J1018.4-3119,fsrq,,,J1018.3-3119
1170,J1018.5+0530,fsrq,,,J1018.6+0531
1171,J1018.8+5913,bll,,,J1019.0+5915
1172,J1018.9-5856,HMB,J1018.2-5858,J1018.6-5856,J1019.0-5856
1173,J1020.0-5749,PSR,,,
1174,J1020.0+6323,bll,,,J1019.8+6322
1175,J1021.8+8023,bcu,,,J1021.6+8021
1176,J1021.9-5815c,,,,
1177,J1022.3-4234,bcu,,,
1178,J1022.8-0113,bll,,J1022.8-0115,J1023.1-0115
1179,J1023.1+3952,fsrq,,J1023.6+3937,J1023.6+3947
1180,J1023.1-5745,PSR,,J1023.0-5746,J1022.7-5741
1181,J1023.7+3000,bll,,,J1023.6+2959
1182,J1023.9-4335,bll,,J1024.0-4332,J1023.8-4335
1183,J1024.1-3232,fsrq,,,J1023.8-3248
1184,J1024.3-5757,,J1024.0-5754,,
1185,J1024.4-4545,,,,
1186,J1024.6-0718,PSR,,J1024.6-0718,J1024.6-0719
1187,J1024.8+0105,bcu,,,
1188,J1025.1+2333,bll,,,
1189,J1025.1-6507,,,,
1190,J1025.7-5659c,,,,
1191,J1025.9-5930,,,,
1192,J1026.2-5730,,,,
1193,J1026.4-8542,bll,,J1028.7-8543,J1026.3-8546
1194,J1026.5+7423,bcu,,,
1195,J1026.9-1750,bll,,J1027.1-1747,J1026.7-1749
1196,J1027.0+0609,bll,,,
1197,J1027.7+6316,bll,,,
1198,J1027.8+8253,,,,
1199,J1028.0+1829,bcu,,,
1200,J1028.3-7419,,,,
1201,J1028.4-5819,PSR,J1028.6-5817,J1028.4-5819,J1028.5-5819
1202,J1028.5-0235,fsrq,,,
1203,J1030.0-5809,,,,
1204,J1030.4-2030,bcu,,,
1205,J1031.0+7440,bcu,,,J1029.9+7437
1206,J1031.2+5053,bll,,J1031.0+5051,J1031.0+5053
1207,J1031.4-5855,,,,
1208,J1031.6+6021,fsrq,,,
1209,J1032.5+6623,bll,,,
1210,J1032.7+3735,bll,,J1032.7+3737,J1032.6+3733
1211,J1033.0-5945,,,,
1212,J1033.2+4116,fsrq,,J1033.2+4116,J1033.2+4117
1213,J1033.4-5035,,,J1033.5-5033,J1033.5-5032
1214,J1033.8+6051,FSRQ,J1034.0+6051,J1033.8+6048,J1033.9+6050
1215,J1034.0-5731c,,,,
1216,J1035.2+5545,bcu,,,
1217,J1035.7-6720,,,J1036.2-6719,J1036.1-6722
1218,J1036.0-8317,psr,,,
1219,J1036.4-4348,,,,
1220,J1037.0-2934,fsrq,,,
1221,J1037.2-6052,,,,
1222,J1037.4-3742,fsrq,,,
1223,J1037.5-2821,fsrq,,J1037.7-2820,J1037.5-2820
1224,J1037.5+5711,bll,,J1037.7+5711,J1037.6+5712
1225,J1037.9-5843,,,,
1226,J1038.0-2425,,,,J1038.2-2423
1227,J1038.9-5311,bcu,,,
1228,J1039.1-5809,,,,
1229,J1039.5+7324,,,,
1230,J1040.4+0615,bcu,,J1040.5+0616,J1040.7+0614
1231,J1040.5-5926c,,,,
1232,J1040.8+1342,bcu,,,
1233,J1040.9-1205,bcu,,J1040.9-1205,
1234,J1041.8+3901,bll,,,
1235,J1042.0-0557,bcu,,,
1236,J1042.1-4126,bcu,,,
1237,J1043.1+2407,fsrq,,J1043.1+2404,J1043.1+2404
1238,J1043.6-5930,,,,
1239,J1043.8-5851,,,,
1240,J1044.4+8058,fsrq,,J1048.7+8054,J1042.6+8053
1241,J1044.5-5737,PSR,,J1044.5-5737,J1044.5-5737
1242,J1045.1-5941,BIN,J1045.6-5937,J1045.2-5942,J1045.0-5941
1243,J1045.3-6414,,,,
1244,J1045.5-2335,,,,
1245,J1045.7-2926,fsrq,,,J1045.5-2931
1246,J1046.9-2531,bll,,,
1247,J1047.3-6005,,,,J1046.8-6005c
1248,J1047.6+7240,bll,,J1048.5+7239,J1049.7+7240
1249,J1047.8-6216,bcu,,,J1047.7-6216
1250,J1047.8-3737,,,,
1251,J1048.2-5928,,,,
1252,J1048.2-5832,PSR,J1047.6-5834,J1048.2-5832,J1048.2-5831
1253,J1048.4+7144,FSRQ,,J1048.8+7145,J1048.3+7144
1254,J1048.6+2338,bll,,J1048.7+2335,J1048.6+2336
1255,J1048.8-5006,,,,
1256,J1049.7+1548,,,,J1049.4+1551
1257,J1049.8+1425,bcu,,,
1258,J1050.4+0435,,,,
1259,J1050.6-6112,,,,
1260,J1051.0+5332,,,,
1261,J1051.4+3941,bll,,,J1051.3+3938
1262,J1051.5-6517,bcu,,,
1263,J1051.8+0105,bll,,J1051.9+0106,J1051.8+0107
1264,J1052.0+0816,,,,
1265,J1052.8-3741,bcu,,,
1266,J1053.7+4929,bll,J1053.7+4926,J1053.6+4927,J1053.6+4928
1267,J1054.2-3123,,,,
1268,J1054.5+2210,bll,J1054.5+2212,J1054.5+2212,J1054.5+2212
1269,J1054.7-6006,,,,
1270,J1055.8-6025,PSR,,,J1056.2-6021
1271,J1056.7-5853,,,,J1056.0-5853
1272,J1057.3-2341,fsrq,,,
1273,J1057.6-4051,,,,
1274,J1057.6-2754,bll,,,
1275,J1057.7-6624,,,,J1058.7-6621
1276,J1057.9-5227,PSR,J1058.1-5225,J1057.9-5226,J1057.9-5226
1277,J1058.1+7010,fsrq,,,J1057.1+7001
1278,J1058.4+8112,fsrq,,,J1059.4+8113
1279,J1058.5+0133,BLL,J1057.8+0138,J1058.4+0134,J1058.4+0133
1280,J1058.5-8003,bll,J1100.2-8000,J1058.1-8006,J1057.0-8004
1281,J1058.5-6106c,,,,J1059.3-6118c
1282,J1058.6+5627,BLL,J1058.9+5629,J1058.6+5628,J1058.6+5628
1283,J1059.2-1133,bll,,J1059.3-1132,J1059.3-1132
1284,J1059.3+0224,,,,J1059.0+0222
1285,J1059.9+2056,fsrq,,,
1286,J1100.2-2044,,,,J1059.9-2051
1287,J1100.5+4020,bll,,,J1100.9+4014
1288,J1101.3-6032,,,,
1289,J1101.5+4106,bll,,,
1290,J1101.9-6053,spp,,,
1291,J1103.1+1155,fsrq,,,
1292,J1103.3+5239,,,,
1293,J1103.5-2329,bll,,J1103.7-2329,J1103.4-2330
1294,J1103.9-5357,bll,,J1103.9-5355,J1103.9-5356
1295,J1104.3+0730,bll,,J1104.4+0734,J1104.3+0729
1296,J1104.3-7736c,,,,
1297,J1104.4+3812,BLL,J1104.5+3811,J1104.4+3812,J1104.4+3812
1298,J1104.9-6036,,,,J1104.7-6036
1299,J1105.2-6113,PSR,,,J1105.6-6114
1300,J1105.7+4427,,,,
1301,J1105.9+2814,fsrq,,J1106.5+2809,J1106.1+2814
1302,J1106.4-3643,bcu,,,J1106.3-3643
1303,J1106.6-1744,,,J1106.2-1752,
1304,J1107.4-4447,fsrq,,,J1107.2-4448
1305,J1107.5+0223,bll,,,J1107.5+0223
1306,J1107.8+1502,bll,,J1107.8+1502,J1107.8+1505
1307,J1109.4+2411,bll,,,J1109.3+2414
1308,J1109.4-4815,bcu,,,
1309,J1109.6+3734,bll,,,
1310,J1110.0+7134,bll,,J1109.9+7134,J1110.2+7134
1311,J1110.4-1835,bll,,J1110.2-1839,J1110.1-1835
1312,J1111.9-6058,PSR,,,J1112.5-6105
1313,J1111.9-6038,spp,,,J1112.1-6040
1314,J1112.0-6135,,,,
1315,J1112.1+0500,,,J1112.3+0458,
1316,J1112.1+1034,,,,
1317,J1112.4+3449,fsrq,,J1112.8+3444,J1112.4+3450
1318,J1112.6+1749,bll,,,
1319,J1113.1-4515,,,,
1320,J1115.0-0701,,,,J1115.0-0701
1321,J1116.7-4854,,,,J1117.2-4844
1322,J1117.0+2014,bll,,J1117.1+2013,J1117.2+2013
1323,J1117.2-5338,,,J1117.0-5339,J1117.2-5341
1324,J1117.3+2546,bll,,,
1325,J1117.7+0217,,,,
1326,J1117.7-4632,fsrq,,,J1118.1-4629
1327,J1117.9+5355,bll,,J1118.0+5354,J1118.0+5354
1328,J1118.2-0411,agn,,,
1329,J1119.1-6127,PSR,,J1119.4-6127c,J1118.8-6128
1330,J1119.7-3046,bll,,J1119.5-3044,
1331,J1119.8-2647,,,,
1332,J1119.9-2204,,,J1119.9-2205,J1120.0-2204
1333,J1120.6+0713,,,J1120.4+0710,J1120.4+0710
1334,J1120.8+4212,bll,,J1121.0+4209,J1121.0+4211
1335,J1121.4-0554,fsrq,,J1121.5-0554,J1121.5-0554
1336,J1123.2-6415,bcu,J1123.0-6416,J1122.9-6415,
1337,J1123.3-2529,,,J1123.6-2528,J1123.3-2527
1338,J1123.6+7231,bll,,,
1339,J1123.6-4558,,,J1123.6-4555,
1340,J1123.9-3653,PSR,,J1124.4-3654,J1124.2-3654
1341,J1124.1+2337,fsrq,,J1123.9+2339,J1124.2+2338
1342,J1124.5-5915,PSR,,J1124.6-5916,J1124.6-5913
1343,J1124.9+4932,bll,,,J1125.2+4933
1344,J1125.0-2101,bcu,,,
1345,J1125.1-5803,,,,
1346,J1125.3-5824,PSR,,,J1125.0-5821
1347,J1125.5-3558,bll,,J1125.5-3559,J1125.6-3559
1348,J1125.6-6012,psr,,,
1349,J1125.8-0745,bll,,J1126.0-0741,J1126.0-0743
1350,J1125.9+2007,fsrq,,,
1351,J1126.7-3834,bcu,,,
1352,J1126.8-5001,,,,
1353,J1127.0-1857,fsrq,,J1126.8-1854,J1126.6-1856
1354,J1127.8+3618,fsrq,,,J1127.6+3622
1355,J1128.0+5921,fsrq,,,
1356,J1128.6-5434,,,,
1357,J1128.7-6232,,,J1127.7-6244c,
1358,J1129.0+3758,,,J1129.3+3757,J1129.5+3758
1359,J1129.0+3705,bll,,,
1360,J1129.4-4215,bcu,,,
1361,J1129.9-1446,fsrq,J1129.8-1443,J1130.2-1447,J1130.3-1448
1362,J1130.7-7800,,,,
1363,J1131.1+5810,bll,,,J1130.9+5809
1364,J1131.4+3819,fsrq,,,
1365,J1131.9-0503,bcu,,,
1366,J1132.0-4736,,,,
1367,J1132.7+0034,bll,,J1133.1+0033,J1132.9+0033
1368,J1132.8+1015,fsrq,,,
1369,J1135.2-6054,PSR,,J1134.8-6055,J1135.3-6054
1370,J1136.1-7411,bcu,,,J1134.4-7415
1371,J1136.1+7523,PSR,,,
1372,J1136.4+3405,fsrq,,,
1373,J1136.6+7009,bll,,J1136.6+7009,J1136.7+7009
1374,J1136.6+6736,bll,,J1136.2+6739,J1136.3+6736
1375,J1136.6-6826,bcu,,,J1135.2-6829
1376,J1136.9+2551,bll,,J1136.9+2551,J1137.0+2553
1377,J1138.2+4905,bcu,,,
1378,J1139.0-6244,,,,J1138.8-6233c
1379,J1140.4+1529,bll,,,
1380,J1141.2+6805,bcu,,,J1141.0+6803
1381,J1141.6-1406,bcu,,J1141.8-1403,J1141.7-1404
1382,J1142.0+1546,bll,,J1141.8+1549,J1141.9+1550
1383,J1142.1-6941,,,,
1384,J1142.9+0120,PSR,,J1142.7+0127,J1142.9+0121
1385,J1143.0+6123,bll,,,J1143.1+6119
1386,J1145.1+1935,rdg,,,
1387,J1145.8+4425,fsrq,,,
1388,J1146.1-0640,,,,
1389,J1146.8+3958,fsrq,,J1146.8+4004,J1146.9+4000
1390,J1147.0-3811,fsrq,J1146.7-3808,J1146.9-3812,J1146.8-3812
1391,J1147.8-0725,fsrq,,J1147.7-0722,J1147.7-0724
1392,J1149.1+2815,,,,
1393,J1149.5+2443,bll,,,
1394,J1150.3+2417,bll,,J1150.2+2419,J1150.1+2419
1395,J1150.5+4155,bll,,J1150.5+4152,J1150.5+4154
1396,J1150.7-4816,,,,
1397,J1151.4-1346,bll,,J1151.4-1345,J1151.5-1347
1398,J1151.4+5858,bll,,J1151.6+5857,J1151.5+5857
1399,J1151.5+0957,,,,
1400,J1151.8-6108,,,,
1401,J1152.3-0841,fsrq,,J1152.2-0836,J1152.4-0840
1402,J1153.4+4932,FSRQ,,,J1153.2+4935
1403,J1153.4+4033,fsrq,,,
1404,J1153.7-2555,bcu,,,
1405,J1154.0-3243,bcu,,J1154.2-3242,J1154.1-3242
1406,J1154.2-0010,bll,,J1154.0-0008,J1154.0-0010
1407,J1154.3+6023,fsrq,,J1152.1+6027,J1154.4+6019
1408,J1155.3-1112,,,,
1409,J1155.4-3417,bcu,,,
1410,J1155.9+6136,bll,,,
1411,J1156.7-2250,bcu,,,
1412,J1158.8+0941,bll,,,J1158.8+0939
1413,J1158.9+0818,bcu,,,
1414,J1159.2-2141,fsrq,,,J1159.3-2142
1415,J1159.3-2226,bcu,,,J1159.0-2226
1416,J1159.5+2914,fsrq,J1159.2+2912,J1159.4+2914,J1159.5+2914
1417,J1159.6-0723,bcu,,,
1418,J1200.4+0202,,,J1159.8+0200,J1200.0+0159
1419,J1200.8+1228,bcu,,,
1420,J1200.9-1432,,,,
1421,J1200.9+2010,bcu,,,
1422,J1203.1+6029,bll,,J1202.9+6032,J1203.2+6030
1423,J1203.2+3847,bll,,,
1424,J1203.5-3925,bcu,,,
1425,J1203.9-1745,,,,
1426,J1203.9-6243,psr,,,J1203.6-6243c
1427,J1204.0+1144,bll,,J1204.4+1139,J1204.2+1144
1428,J1204.3-0708,bll,,J1204.3-0714,J1204.3-0711
1429,J1205.4+0412,fsrq,,,
1430,J1205.8-2636,fsrq,,J1205.9-2637,J1206.0-2638
1431,J1205.9+3315,,,,
1432,J1206.4-7123,,,,
1433,J1207.2-5052,psr,,J1207.0-5055,J1207.3-5055
1434,J1207.6-4537,bcu,,,
1435,J1207.6-2232,bcu,,,
1436,J1208.0-6901,,,,
1437,J1208.2-7810c,bcu,,,
1438,J1208.4-6239,,,,J1208.5-6240
1439,J1208.7+5442,fsrq,,J1209.3+5444,J1208.8+5441
1440,J1209.1-5224,spp,,,
1441,J1209.4+4119,bll,,J1209.4+4119,J1209.6+4121
1442,J1209.8+1810,fsrq,,J1209.7+1806,J1209.7+1807
1443,J1209.9+7607,,,,
1444,J1210.1-2742,,,,
1445,J1211.8+6413,,,,
1446,J1212.2-6251,spp,,,
1447,J1212.6+5135,bll,,,
1448,J1213.1-2619,bll,,,J1213.2-2616
1449,J1213.7+1306,fsrq,,,J1214.6+1309
1450,J1213.9-4412,,,J1213.6-4424,J1214.1-4410
1451,J1214.0-6236,spp,,J1213.7-6240c,J1214.0-6237
1452,J1214.4-2315,,,J1214.4-2305,
1453,J1215.0+5002,bll,,J1214.9+5004,J1214.9+5004
1454,J1215.1+1658,fsrq,,,J1214.8+1653
1455,J1215.9-1926,,,,
1456,J1216.6-0557,,,,
1457,J1217.8+3007,bll,J1218.0+3006,J1217.7+3007,J1217.8+3006
1458,J1218.0-0029,bll,,,
1459,J1218.4-0121,bll,,J1218.4-0128,J1218.5-0122
1460,J1218.5+6912,bcu,,,
1461,J1218.8-4827,bcu,,,J1218.8-4827
1462,J1219.7-0314,bll,,J1219.8-0309,J1219.8-0310
1463,J1220.0-2502,,,,
1464,J1220.1-3715,,,,
1465,J1220.2+3434,bll,,J1220.2+3432,
1466,J1220.2+7105,fsrq,,J1221.5+7106,J1219.2+7107
1467,J1220.3+6055,,,,
1468,J1221.3+3010,bll,,J1221.3+3008,J1221.3+3010
1469,J1221.4+2814,bll,J1221.7+2814,J1221.5+2814,J1221.4+2814
1470,J1221.5-0632,,,J1221.4-0635,J1221.4-0633
1471,J1222.4+0414,fsrq,,J1222.5+0415,J1222.4+0413
1472,J1222.7+7952,,,,J1223.3+7954
1473,J1222.7+8041,bll,,J1224.8+8044,J1223.9+8043
1474,J1223.0-5622,,,,
1475,J1223.2+1215,,,,
1476,J1223.3+0818,,,,
1477,J1223.3-3028,bcu,,J1223.4-3034,
1478,J1224.5+4957,fsrq,,,
1479,J1224.5+2436,bll,,,J1224.4+2436
1480,J1224.6+4332,bll,,J1225.8+4336,J1225.0+4335
1481,J1224.6-8312,bcu,,,J1228.7-8310
1482,J1224.9+2122,FSRQ,,J1224.7+2121,J1224.9+2122
1483,J1225.4-3448,,,,
1484,J1225.7-7314,bcu,,,
1485,J1225.9+2953,,,J1226.0+2954,J1226.0+2953
1486,J1226.8+0638,bll,,J1226.8+0638,
1487,J1226.9-1329,bll,,J1226.7-1332,J1226.7-1331
1488,J1227.9-4854,psr,,J1227.9-4852,J1227.7-4853
1489,J1228.4-0317,,,,
1490,J1228.7+4857,fsrq,,J1228.2+4855,J1228.6+4857
1491,J1229.1+0202,FSRQ,J1229.1+0202,J1229.1+0203,J1229.1+0202
1492,J1229.8-5305,bcu,,,J1230.2-5258
1493,J1230.3+2519,bll,,J1230.4+2520,J1230.2+2517
1494,J1230.9+1224,rdg,,J1230.8+1223,J1230.8+1224
1495,J1231.2-1411,PSR,J1231.5-1410,J1231.1-1410,J1231.2-1411
1496,J1231.5+6414,bll,,,
1497,J1231.6-5113,,,J1232.2-5118,J1231.3-5112
1498,J1231.6+4825,,,,
1499,J1231.7-6513,,,,J1231.1-6512
1500,J1231.7+2847,bll,,J1231.6+2850,J1231.7+2848
1501,J1231.8+1421,bll,,,J1231.6+1417
1502,J1232.3+1701,,,,
1503,J1232.5-3720,,,,
1504,J1232.8+1332,,,,
1505,J1233.7-0145,bll,,J1233.6-0146,J1233.7-0145
1506,J1233.9-5736,bcu,,J1234.0-5736,J1234.0-5733
1507,J1234.7-0437,,,,
1508,J1236.5-6154,,,,J1236.1-6155
1509,J1236.6-7050,,,,
1510,J1236.6+3901,bll,,,
1511,J1237.9+6258,bll,,,
1512,J1238.2-1958,bcu,,,J1238.1-1953
1513,J1238.3-4543,bcu,,,
1514,J1239.1-1158,,,,
1515,J1239.4+0727,bcu,,,J1239.5+0728
1516,J1239.5+0443,fsrq,,J1239.5+0443,J1239.5+0443
1517,J1240.3-7149,,,J1240.3-7154,J1240.6-7151
1518,J1241.6-1456,bll,,,J1241.6-1457
1519,J1241.9+0639,bll,,,
1520,J1243.1+3627,bll,,J1243.1+3627,J1243.1+3627
1521,J1243.9-0217,bcu,,,
1522,J1244.1+1615,bll,,,
1523,J1244.2-6227,,,,J1243.9-6232
1524,J1244.3-5515,,,,
1525,J1244.3-4955,bcu,,,
1526,J1244.8+5707,bll,,,J1245.1+5708
