,3FGL,4FGLDR1,4FGLDR2,4FGLDR3,4FGLDR4,status
1687,J1339.0+1153,J1338.9+1153,J1338.9+1153,J1338.9+1153,J1338.9+1153,2
1688,J1339.8-0133,J1339.9-0138,J1339.9-0138,J1339.9-0138,J1339.9-0138,2
1689,J1340.6+4412,J1340.5+4409,J1340.5+4409,J1340.5+4409,J1340.5+4409,2
1690,J1340.6-0408,J1340.8-0409,J1340.8-0409,J1340.8-0409,J1340.8-0409,3
1691,J1341.0+3955,J1341.2+3958,J1341.2+3958,J1341.2+3958,J1341.2+3958,2
1692,J1341.5+5517,J1341.6+5515,J1341.6+5515,J1341.6+5515,J1341.6+5515,2
1693,J1341.9-2053,J1341.8-2053,J1341.8-2053,J1341.8-2053,J1341.8-2053,2
1695,J1342.7+0945,J1342.6+0944,J1342.6+0944,J1342.6+0944,J1342.6+0944,3
1696,J1343.6+5753,J1343.6+5755,J1343.6+5755,J1343.6+5755,J1343.6+5755,2
1697,J1344.2-1724,J1344.2-1723,J1344.2-1723,J1344.2-1723,J1344.2-1723,2
1698,J1344.5-3655,J1344.4-3656,J1344.4-3656,J1344.4-3656,J1344.4-3656,2
1699,J1345.1-6224,J1344.9-6228,J1344.9-6228,J1344.9-6228,J1344.9-6228,2
1701,J1345.6+4453,J1345.5+4453,J1345.5+4453,J1345.5+4453,J1345.5+4453,2
1702,J1345.8+0704,J1345.8+0706,J1345.8+0706,J1345.8+0706,J1345.8+0706,2
1703,J1345.9-3357,J1345.6-3356,J1345.6-3356,J1345.6-3356,J1345.6-3356,3
1705,J1346.6-6027,J1346.3-6026,J1346.3-6026,J1346.3-6026,J1346.3-6026,2
1706,J1346.9-2958,J1347.1-2959,J1347.1-2959,J1347.1-2959,J1347.1-2959,3
1707,J1347.6-3754,J1347.6-3751,J1347.6-3751,J1347.6-3751,J1347.6-3751,2
1710,J1349.6-1133,J1349.5-1131,J1349.5-1131,J1349.5-1131,J1349.5-1131,2
1712,J1350.8+3035,J1350.8+3033,J1350.8+3033,J1350.8+3033,J1350.8+3033,2
1714,J1351.1+0030,J1351.0+0029,J1351.0+0029,J1351.0+0029,J1351.0+0029,2
1715,J1351.4+1115,J1351.3+1115,J1351.3+1115,J1351.3+1115,J1351.3+1115,2
1716,J1351.7-2913,J1351.7-2912,J1351.7-2912,J1351.7-2912,J1351.7-2912,2
1718,J1353.1-4414,J1353.0-4413,J1353.0-4413,J1353.0-4413,J1353.0-4413,2
1719,J1353.2+1435,J1353.3+1434,J1353.3+1434,J1353.3+1434,J1353.3+1434,2
1720,J1353.5-6640,J1353.6-6640,J1353.6-6640,J1353.6-6640,J1353.6-6640,2
1721,J1354.5+3705,J1354.4+3707,J1354.4+3707,J1354.4+3707,J1354.4+3707,2
1722,J1355.0-1044,J1354.8-1041,J1354.8-1041,J1354.8-1041,J1354.8-1041,2
1724,J1356.6-6428,J1355.2-6420e,J1355.2-6420e,J1355.2-6420e,J1356.9-6432,3
1725,J1356.6-6428,J1355.2-6420e,J1355.2-6420e,J1356.9-6432,J1356.9-6432,3
1726,J1356.6-6428,J1355.2-6420e,J1356.9-6432,J1355.2-6420e,J1356.9-6432,3
1727,J1356.6-6428,J1355.2-6420e,J1356.9-6432,J1356.9-6432,J1356.9-6432,3
1728,J1356.6-6428,J1356.9-6432,J1355.2-6420e,J1355.2-6420e,J1356.9-6432,3
1729,J1356.6-6428,J1356.9-6432,J1355.2-6420e,J1356.9-6432,J1356.9-6432,3
1730,J1356.6-6428,J1356.9-6432,J1356.9-6432,J1355.2-6420e,J1356.9-6432,3
1731,J1356.6-6428,J1356.9-6432,J1356.9-6432,J1356.9-6432,J1356.9-6432,2
1732,J1357.5+0125,J1357.5+0127,J1357.5+0127,J1357.5+0127,J1357.5+0127,2
1733,J1357.6+7643,J1358.1+7642,J1358.1+7642,J1358.1+7642,J1358.1+7642,2
1735,J1359.0+5544,J1359.1+5544,J1359.1+5544,J1359.1+5544,J1359.1+5544,2
1736,J1359.2+0204,J1359.4+0202,J1359.4+0202,J1359.4+0202,J1359.4+0202,2
1737,J1359.9-3746,J1359.8-3746,J1359.8-3746,J1359.8-3746,J1359.8-3746,2
1740,J1400.7-5605,J1400.6-5605,J1400.6-5605,J1400.6-5605,J1400.6-5605,2
1745,J1404.8+6554,J1404.8+6554,J1404.8+6554,J1404.8+6554,J1404.8+6554,2
1746,J1404.8+0401,J1404.8+0402,J1404.8+0402,J1404.8+0402,J1404.8+0402,2
1755,J1406.0-2508,J1406.1-2508,J1406.1-2508,J1406.1-2508,J1406.1-2508,3
1756,J1406.6+1644,J1406.9+1643,J1406.9+1643,J1406.9+1643,J1406.9+1643,2
1757,J1407.7-4256,J1407.6-4301,J1407.6-4301,J1407.6-4301,J1407.6-4301,3
1759,J1408.8-0751,J1408.9-0751,J1408.9-0751,J1408.9-0751,J1408.9-0751,2
1762,J1410.4+2821,J1410.4+2820,J1410.4+2820,J1410.4+2820,J1410.4+2820,2
1767,J1412.0+5249,J1411.8+5249,J1411.8+5249,J1411.8+5249,J1411.8+5249,3
1769,J1413.2-6518,J1413.1-6519,J1413.1-6519,J1413.1-6519,J1413.1-6519,2
1770,J1413.4-6205,J1413.5-6205,J1413.5-6205,J1413.5-6205,J1413.5-6205,2
1772,J1415.2+4832,J1415.5+4830,J1415.5+4830,J1415.5+4830,J1415.5+4830,2
1774,J1416.1-2417,J1416.1-2417,J1416.1-2417,J1416.1-2417,J1416.1-2417,2
1777,J1417.8+2540,J1417.9+2543,J1417.9+2543,J1417.9+2543,J1417.9+2543,2
1778,J1418.4-0233,J1418.4-0233,J1418.4-0233,J1418.4-0233,J1418.4-0233,2
1779,J1418.5+3543,J1418.4+3543,J1418.4+3543,J1418.4+3543,J1418.4+3543,3
1780,J1418.6-6058,J1418.7-6057,J1418.7-6057,J1418.7-6057,J1418.7-6057,2
1781,J1418.9+7731,J1418.9+7731,J1418.9+7731,J1418.9+7731,J1418.9+7731,3
1782,J1419.1-5156,J1419.6-5153,J1419.6-5153,J1419.6-5153,J1419.6-5153,2
1784,J1419.5-0836,J1419.4-0838,J1419.4-0838,J1419.4-0838,J1419.4-0838,3
1785,J1419.5+0449,J1419.3+0444,J1419.3+0444,J1419.3+0444,J1419.3+0444,2
1786,J1419.8+3819,J1419.5+3821,J1419.5+3821,J1419.5+3821,J1419.5+3821,2
1787,J1419.9+5425,J1419.8+5423,J1419.8+5423,J1419.8+5423,J1419.8+5423,2
1788,J1420.0-6048,J1420.0-6048,J1420.0-6048,J1420.0-6048,J1420.0-6048,2
1789,J1420.0-6048,J1420.0-6048,J1420.0-6048,J1420.3-6046e,J1420.0-6048,3
1790,J1420.0-6048,J1420.0-6048,J1420.3-6046e,J1420.0-6048,J1420.0-6048,3
1791,J1420.0-6048,J1420.0-6048,J1420.3-6046e,J1420.3-6046e,J1420.0-6048,3
1792,J1420.0-6048,J1420.3-6046e,J1420.0-6048,J1420.0-6048,J1420.0-6048,3
1793,J1420.0-6048,J1420.3-6046e,J1420.0-6048,J1420.3-6046e,J1420.0-6048,3
1794,J1420.0-6048,J1420.3-6046e,J1420.3-6046e,J1420.0-6048,J1420.0-6048,3
1795,J1420.0-6048,J1420.3-6046e,J1420.3-6046e,J1420.3-6046e,J1420.0-6048,3
1798,J1421.0-1122,J1421.1-1120,J1421.1-1120,J1421.1-1120,J1421.1-1120,2
1800,J1422.4+3227,J1422.3+3223,J1422.3+3223,J1422.5+3223,J1422.5+3223,2
1801,J1422.4-6137,J1422.5-6137,J1422.5-6137,J1422.5-6137,J1422.5-6137,2
1802,J1422.8-7828,J1423.5-7829,J1423.5-7829,J1423.5-7829,J1423.6-7829,2
1803,J1422.8+5801,J1422.6+5801,J1422.6+5801,J1422.6+5801,J1422.6+5801,2
1804,J1424.3+0434,J1424.2+0433,J1424.2+0433,J1424.2+0433,J1424.2+0433,2
1806,J1424.6-6807,J1424.8-6808,J1424.8-6808,J1424.8-6808,J1424.8-6808,2
1807,J1424.9+3615,J1425.0+3615,J1425.0+3615,J1425.0+3615,J1425.0+3615,2
1808,J1426.2+3402,J1426.1+3403,J1426.1+3403,J1426.1+3403,J1426.1+3403,2
1809,J1427.0+2347,J1427.0+2348,J1427.0+2348,J1427.0+2348,J1427.0+2348,2
1811,J1427.6-3305,J1427.6-3305,J1427.6-3305,J1427.6-3305,J1427.6-3305,2
1812,J1427.8-3215,J1427.7-3215,J1427.7-3215,J1427.7-3215,J1427.7-3215,3
1813,J1427.9-4206,J1427.9-4206,J1427.9-4206,J1427.9-4206,J1427.9-4206,2
1814,J1428.5+4240,J1428.5+4240,J1428.5+4240,J1428.5+4240,J1428.5+4240,2
1815,J1429.8-5910,J1429.9-5911,J1429.9-5911,J1429.9-5911,J1429.9-5911,2
1818,J1434.1+4203,J1434.2+4204,J1434.2+4204,J1434.2+4204,J1434.2+4204,2
1819,J1434.6+6640,J1434.8+6640,J1434.8+6640,J1434.8+6640,J1434.8+6640,3
1820,J1434.6+1951,J1434.7+1950,J1434.7+1950,J1434.7+1950,J1434.7+1950,2
1821,J1435.2+2023,J1435.5+2021,J1435.5+2021,J1435.5+2021,J1435.5+2021,3
1822,J1436.8+5639,J1436.9+5638,J1436.9+5638,J1436.9+5638,J1436.9+5638,2
1823,J1436.8+2322,J1436.9+2321,J1436.9+2321,J1436.9+2321,J1436.9+2321,2
1825,J1438.7+3710,J1438.9+3710,J1438.9+3710,J1438.9+3710,J1438.9+3710,2
1826,J1439.2+3931,J1439.3+3932,J1439.3+3932,J1439.3+3932,J1439.3+3932,2
1827,J1440.0-3955,J1439.9-3953,J1439.9-3953,J1439.9-3953,J1439.9-3953,3
1828,J1440.1+4955,J1439.7+4958,J1439.7+4958,J1439.7+4958,J1439.7+4958,2
1830,J1440.4-3845,J1440.6-3846,J1440.6-3846,J1440.6-3846,J1440.6-3846,2
1831,J1440.9+0610,J1440.9+0609,J1440.9+0609,J1440.9+0609,J1440.9+0609,2
1832,J1441.5-5955c,J1441.6-5951c,J1441.6-5951c,J1441.6-5951c,J1441.6-5951c,2
1833,J1442.0+4348,J1442.0+4348,J1442.0+4348,J1442.0+4348,J1442.0+4348,2
1834,J1442.6+5156,J1443.1+5201,J1443.1+5201,J1443.1+5201,J1443.1+5201,2
1835,J1442.8+1200,J1442.7+1200,J1442.7+1200,J1442.7+1200,J1442.7+1200,2
1836,J1443.9+2502,J1443.9+2501,J1443.9+2501,J1443.9+2501,J1443.9+2501,2
1839,J1445.0-0328,J1445.0-0326,J1445.0-0326,J1445.0-0326,J1445.0-0326,2
1841,J1446.1-1628,J1445.9-1626,J1445.9-1626,J1445.9-1626,J1445.9-1626,2
1842,J1446.6-4701,J1446.6-4701,J1446.6-4701,J1446.6-4701,J1446.6-4701,3
1843,J1446.8-1831,J1446.8-1830,J1446.8-1830,J1446.8-1830,J1446.8-1830,2
1845,J1448.0+3608,J1448.0+3608,J1448.0+3608,J1448.0+3608,J1448.0+3608,2
1846,J1450.4+0911,J1450.4+0910,J1450.4+0910,J1450.4+0910,J1450.4+0910,2
1847,J1450.9+5200,J1450.8+5201,J1450.8+5201,J1450.8+5201,J1450.8+5201,2
1848,J1451.2+6355,J1451.4+6355,J1451.4+6355,J1451.4+6355,J1451.4+6355,2
1849,J1454.0+1622,J1454.1+1622,J1454.1+1622,J1454.1+1622,J1454.1+1622,2
1850,J1454.2-3751,J1454.4-3744,J1454.4-3744,J1454.4-3744,J1454.4-3744,2
1851,J1454.5+5124,J1454.4+5124,J1454.4+5124,J1454.4+5124,J1454.4+5124,2
1853,J1457.4-3539,J1457.4-3539,J1457.4-3539,J1457.4-3539,J1457.4-3539,2
1856,J1458.7+3719,J1458.6+3722,J1458.6+3722,J1458.6+3722,J1458.6+3722,2
1858,J1459.4-6053,J1459.5-6053,J1459.5-6053,J1459.5-6053,J1459.5-6053,2
1859,J1500.6+4750,J1500.7+4752,J1500.7+4752,J1500.7+4752,J1500.7+4752,2
1860,J1500.9+2238,J1501.0+2238,J1501.0+2238,J1501.0+2238,J1501.0+2238,2
1863,J1503.7+4759,J1503.5+4759,J1503.5+4759,J1503.5+4759,J1503.5+4759,2
1864,J1503.7-6426,J1503.6-6427,J1503.6-6427,J1503.6-6427,J1503.6-6427,2
1865,J1503.7-1540,J1503.7-1540,J1503.7-1540,J1503.7-1540,J1503.7-1540,2
1866,J1504.4+1029,J1504.4+1029,J1504.4+1029,J1504.4+1029,J1504.4+1029,2
1867,J1504.5-8242,J1505.5-8241,J1505.5-8241,J1505.5-8241,J1505.5-8241,2
1868,J1505.0-3432,J1505.0-3433,J1505.0-3433,J1505.0-3433,J1505.0-3433,2
1869,J1505.1+0326,J1505.0+0326,J1505.0+0326,J1505.0+0326,J1505.0+0326,3
1870,J1506.1+3728,J1506.1+3731,J1506.1+3731,J1506.1+3731,J1506.1+3731,2
1871,J1506.3+4332,J1506.4+4331,J1506.4+4331,J1506.4+4331,J1506.4+4331,2
1874,J1506.6+0811,J1506.6+0813,J1506.6+0813,J1506.6+0813,J1506.6+0813,2
1875,J1507.4+1725,J1507.2+1721,J1507.2+1721,J1507.2+1721,J1507.2+1721,2
1876,J1507.6-3710,J1507.3-3710,J1507.3-3710,J1507.3-3710,J1507.3-3710,2
1877,J1508.6+2709,J1508.8+2708,J1508.8+2708,J1508.8+2708,J1508.8+2708,2
1878,J1508.7-4956,J1508.5-4951,J1508.5-4951,J1508.5-4951,J1508.5-4951,2
1879,J1509.4-5850,J1509.4-5850,J1509.4-5850,J1509.4-5850,J1509.4-5850,2
1880,J1509.7+5556,J1509.7+5556,J1509.7+5556,J1509.7+5556,J1509.7+5556,2
1883,J1510.9-0542,J1510.8-0542,J1510.8-0542,J1510.8-0542,J1510.8-0542,2
1884,J1511.8-0513,J1511.8-0513,J1511.8-0513,J1511.8-0513,J1511.8-0513,3
1885,J1512.2+0202,J1512.2+0202,J1512.2+0202,J1512.2+0202,J1512.2+0202,2
1886,J1512.2-2255,J1512.1-2255,J1512.1-2255,J1512.1-2255,J1512.1-2255,3
1888,J1512.3+8005,J1510.8+7959,J1510.8+7959,J1510.8+7959,J1510.8+7959,2
1890,J1512.8-0906,J1512.8-0906,J1512.8-0906,J1512.8-0906,J1512.8-0906,2
1893,J1513.4-2549,J1513.4-2549,J1513.4-2549,J1513.4-2549,J1513.4-2549,3
1894,J1513.5-3233,J1513.4-3231,J1513.4-3231,J1513.4-3231,J1513.4-3231,2
1899,J1514.2-4947,J1514.3-4946,J1514.3-4946,J1514.3-4946,J1514.3-4946,3
1900,J1514.5-4750,J1514.8-4748,J1514.8-4748,J1514.8-4748,J1514.8-4748,2
1902,J1514.8-3623,J1514.7-3617,J1514.7-3617,J1514.7-3617,J1514.7-3617,2
1903,J1516.7+3648,J1516.8+3651,J1516.8+3651,J1516.8+3651,J1516.8+3651,2
1904,J1516.9+1926,J1516.9+1934,J1516.9+1934,J1516.9+1934,J1516.9+1934,2
1907,J1517.6+6524,J1517.7+6525,J1517.7+6525,J1517.7+6525,J1517.7+6525,2
1908,J1517.6-2422,J1517.7-2422,J1517.7-2422,J1517.7-2422,J1517.7-2422,2
1909,J1518.0-2732,J1518.0-2731,J1518.0-2731,J1518.0-2731,J1518.0-2731,3
1911,J1520.3+4209,J1520.5+4209,J1520.5+4209,J1520.5+4209,J1520.5+4209,2
1912,J1520.8-0348,J1520.8-0348,J1520.8-0348,J1520.8-0348,J1520.8-0348,2
1913,J1521.1+5543,J1520.4+5546,J1520.4+5546,J1520.4+5546,J1520.4+5546,2
1914,J1521.8+4340,J1521.8+4338,J1521.8+4338,J1521.8+4338,J1521.8+4338,2
1915,J1521.9-5736,J1521.9-5735,J1521.9-5735,J1521.9-5735,J1521.9-5735,2
1916,J1522.1+3144,J1522.1+3144,J1522.1+3144,J1522.1+3144,J1522.1+3144,2
1917,J1522.6-2730,J1522.6-2730,J1522.6-2730,J1522.6-2730,J1522.6-2730,2
1918,J1525.2-5905,J1524.8-5904,J1524.8-5904,J1524.8-5904,J1524.8-5904,2
1926,J1531.0+5737,J1530.9+5736,J1530.9+5736,J1530.9+5736,J1530.9+5736,2
1927,J1531.8+4704,J1531.7+4710,J1531.7+4710,J1531.7+4710,J1531.7+4710,2
1929,J1532.0+3018,J1532.0+3016,J1532.0+3016,J1532.0+3016,J1532.0+3016,2
1930,J1532.7-1319,J1532.7-1319,J1532.7-1319,J1532.7-1319,J1532.7-1319,3
1931,J1533.2+1852,J1533.2+1855,J1533.2+1855,J1533.2+1855,J1533.2+1855,2
1932,J1533.5+3416,J1533.2+3416,J1533.2+3416,J1533.2+3416,J1533.2+3416,2
1934,J1534.4+5323,J1535.0+5320,J1535.0+5320,J1535.0+5320,J1535.0+5320,2
1935,J1534.5+0128,J1534.8+0131,J1534.8+0131,J1534.8+0131,J1534.8+0131,2
1936,J1535.0+3721,J1534.8+3716,J1534.8+3716,J1534.8+3716,J1534.8+3716,2
1937,J1535.7+3920,J1535.4+3919,J1535.4+3919,J1535.4+3919,J1535.4+3919,2
1938,J1536.3-4949,J1536.4-4948,J1536.4-4948,J1536.4-4948,J1536.4-4948,3
1940,J1537.8-8000,J1537.7-7957,J1537.7-7957,J1537.7-7957,J1537.7-7957,2
1943,J1539.5+2746,J1539.6+2743,J1539.6+2743,J1539.6+2743,J1539.6+2743,2
1944,J1539.8-1128,J1539.7-1127,J1539.7-1127,J1539.7-1127,J1539.7-1127,3
1945,J1540.1+8155,J1540.1+8155,J1540.1+8155,J1540.1+8155,J1540.1+8155,2
1946,J1540.8+1449,J1540.7+1449,J1540.7+1449,J1540.7+1449,J1540.7+1449,2
1950,J1542.9+6129,J1543.0+6130,J1543.0+6130,J1543.0+6130,J1543.0+6130,2
1951,J1542.9-5141,J1543.6-5148,J1543.6-5148,J1543.6-5148,J1543.6-5148,3
1952,J1543.5+0451,J1543.6+0452,J1543.6+0452,J1543.6+0452,J1543.6+0452,3
1954,J1544.0+4938,J1544.0+4939,J1544.0+4939,J1544.0+4939,J1544.0+4939,3
1958,J1546.0+0818,J1546.0+0819,J1546.0+0819,J1546.0+0819,J1546.0+0819,2
1959,J1546.6+1812,J1546.5+1816,J1546.5+1816,J1546.5+1816,J1546.5+1816,2
1960,J1547.1-2801,J1547.3-2802,J1547.3-2802,J1547.3-2802,J1547.3-2802,3
1962,J1548.8-2250,J1548.8-2250,J1548.8-2250,J1548.8-2250,J1548.8-2250,2
1963,J1549.0+6309,J1549.3+6310,J1549.3+6310,J1549.3+6310,J1549.3+6310,3
1965,J1549.4+0237,J1549.5+0236,J1549.5+0236,J1549.5+0236,J1549.5+0236,2
1967,J1549.5+1709,J1549.6+1710,J1549.6+1710,J1549.6+1710,J1549.6+1710,3
1968,J1549.7-0658,J1549.8-0659,J1549.8-0659,J1549.8-0659,J1549.8-0659,3
1970,J1550.3+7409,J1549.4+7409,J1549.4+7409,J1549.4+7409,J1549.4+7409,2
1972,J1550.5+0526,J1550.7+0528,J1550.7+0528,J1550.7+0528,J1550.7+0528,2
1974,J1552.1+0852,J1552.0+0850,J1552.0+0850,J1552.0+0850,J1552.0+0850,2
1979,J1553.3-2421,J1553.6-2422,J1553.6-2422,J1553.6-2422,J1553.6-2422,2
1980,J1553.5-3118,J1553.5-3118,J1553.5-3118,J1553.5-3118,J1553.5-3118,2
1981,J1553.5+1256,J1553.6+1257,J1553.6+1257,J1553.6+1257,J1553.6+1257,2
1984,J1555.7+1111,J1555.7+1111,J1555.7+1111,J1555.7+1111,J1555.7+1111,2
1986,J1557.4-7040,J1557.5-7040,J1557.5-7040,J1557.5-7040,J1557.5-7040,3
1987,J1558.9-6432,J1558.9-6432,J1558.9-6432,J1558.9-6432,J1558.9-6432,2
1988,J1558.9+5625,J1558.8+5625,J1558.8+5625,J1558.8+5625,J1558.8+5625,2
1989,J1559.7+8512,J1600.0+8510,J1600.0+8510,J1600.0+8510,J1600.0+8510,2
1990,J1559.8-2525,J1559.8-2525,J1559.8-2525,J1559.8-2525,J1559.8-2525,2
1991,J1559.9+2319,J1559.9+2319,J1559.9+2319,J1559.9+2319,J1559.9+2319,2
1992,J1600.3-5810,J1600.3-5811,J1600.3-5811,J1600.3-5811,J1600.3-5811,3
1993,J1600.8-3053,J1600.9-3054,J1600.9-3054,J1600.9-3054,J1600.9-3054,3
1997,J1603.7+1106,J1603.8+1104,J1603.8+1104,J1603.8+1104,J1603.8+1104,2
1998,J1603.9-4903,J1603.8-4903,J1603.8-4903,J1603.8-4903,J1603.8-4903,2
1999,J1604.4-4442,J1604.5-4441,J1604.5-4441,J1604.5-4441,J1604.5-4441,3
2000,J1604.6+5714,J1604.6+5714,J1604.6+5714,J1604.6+5714,J1604.6+5714,2
2001,J1606.1+5630,J1606.3+5629,J1606.3+5629,J1606.3+5629,J1606.3+5629,2
2002,J1607.0+1551,J1607.0+1550,J1607.0+1550,J1607.0+1550,J1607.0+1550,3
2003,J1607.9-2040,J1608.0-2038,J1608.0-2038,J1608.0-2038,J1608.0-2038,3
2004,J1608.6+1029,J1608.7+1029,J1608.7+1029,J1608.7+1029,J1608.7+1029,2
2005,J1610.6-3956,J1610.3-3958,J1610.3-3958,J1610.3-3958,J1610.3-3958,2
2006,J1610.8-6649,J1610.7-6648,J1610.7-6648,J1610.7-6648,J1610.7-6648,2
2008,J1612.4-3100,J1612.4-3100,J1612.4-3100,J1612.4-3100,J1612.4-3100,3
2010,J1613.8+3410,J1613.6+3411,J1613.6+3411,J1613.6+3411,J1613.6+3411,2
2011,J1614.5-2231,J1614.5-2230,J1614.5-2230,J1614.5-2230,J1614.5-2230,3
2012,J1615.3-5146e,J1615.3-5146e,J1615.3-5146e,J1615.3-5146e,J1615.3-5146e,3
2014,J1615.8+4712,J1615.6+4712,J1615.6+4712,J1615.6+4712,J1615.6+4712,2
2015,J1616.2-5054e,J1616.2-5054e,J1616.2-5054e,J1616.2-5054e,J1616.2-5054e,2
2016,J1616.4+4631,J1616.6+4630,J1616.6+4630,J1616.6+4630,J1616.6+4630,2
2018,J1616.8+4111,J1616.7+4107,J1616.7+4107,J1616.7+4107,J1616.7+4107,2
2020,J1616.8-2300,J1616.9-2257,J1616.9-2257,J1616.9-2257,J1616.9-2257,2
2021,J1617.3-2519,J1617.2-2535,J1617.2-2535,J1617.2-2535,J1617.2-2535,2
2022,J1617.4-5846,J1617.3-5849,J1617.3-5849,J1617.3-5849,J1617.3-5849,2
2023,J1617.7-7717,J1617.9-7718,J1617.9-7718,J1617.9-7718,J1617.9-7718,2
2024,J1617.8+5137,J1618.0+5139,J1618.0+5139,J1618.0+5139,J1618.0+5139,2
2030,J1620.8-4928,J1620.7-4927,J1620.7-4927,J1620.7-4927,J1620.7-4927,2
2033,J1622.9-0312,J1623.0-0315,J1623.0-0315,J1623.0-0315,J1623.0-0315,3
2038,J1625.0+5651,J1624.6+5651,J1624.6+5651,J1624.6+5651,J1624.6+5651,2
2042,J1625.7-2527,J1625.7-2527,J1625.7-2527,J1625.7-2527,J1625.7-2527,2
2043,J1625.9+4125,J1625.7+4134,J1625.7+4134,J1625.7+4134,J1625.7+4134,2
2044,J1626.0-2951,J1626.0-2950,J1626.0-2950,J1626.0-2950,J1626.0-2950,2
2045,J1626.1+3512,J1626.3+3514,J1626.3+3514,J1626.3+3514,J1626.3+3514,2
2049,J1626.4-7640,J1626.6-7639,J1626.6-7639,J1626.6-7639,J1626.6-7639,3
2051,J1628.0-3203,J1628.1-3204,J1628.1-3204,J1628.1-3204,J1628.1-3204,3
2056,J1628.2+7703,J1628.6+7706,J1628.6+7706,J1628.6+7706,J1628.6+7706,3
2059,J1628.9-4852,J1628.2-4848c,J1628.2-4848c,J1628.2-4848c,J1628.2-4848c,2
2064,J1630.6+8232,J1630.6+8234,J1630.6+8234,J1630.6+8234,J1630.6+8234,2
2065,J1630.7+5222,J1630.7+5221,J1630.7+5221,J1630.7+5221,J1630.7+5221,2
2066,J1630.8+1047,J1631.2+1046,J1631.2+1046,J1631.2+1046,J1631.2+1046,2
2077,J1635.2+3809,J1635.2+3808,J1635.2+3808,J1635.2+3808,J1635.2+3808,2
2081,J1636.7+2624,J1636.7+2627,J1636.7+2627,J1636.7+2627,J1636.7+2627,3
2082,J1637.1+1314,J1637.1+1316,J1637.1+1316,J1637.1+1316,J1637.1+1316,2
2083,J1637.6-3449,J1637.8-3449,J1637.8-3449,J1637.8-3449,J1637.8-3449,3
2084,J1637.7+4715,J1637.7+4717,J1637.7+4717,J1637.7+4717,J1637.7+4717,2
2085,J1637.8+7325,J1637.7+7326,J1637.7+7326,J1637.7+7326,J1637.7+7326,2
2086,J1637.9+5719,J1638.1+5721,J1638.1+5721,J1638.1+5721,J1638.1+5721,2
2087,J1638.6-4654,J1638.5-4657,J1638.5-4657c,J1638.5-4657c,J1638.5-4657c,2
2089,J1639.8+4125,J1639.2+4129,J1639.2+4129,J1639.2+4129,J1639.2+4129,2
2092,J1640.6+3945,J1640.4+3945,J1640.4+3945,J1640.4+3945,J1640.4+3945,2
2093,J1640.9+1142,J1640.9+1143,J1640.9+1143,J1640.9+1143,J1640.9+1143,3
2094,J1641.1-4619c,J1641.0-4619,J1641.0-4619,J1641.0-4619,J1641.0-4619,2
2097,J1641.8-0619,J1641.9-0621,J1641.9-0621,J1641.9-0621,J1641.9-0621,2
2099,J1642.9+3950,J1642.9+3948,J1642.9+3948,J1642.9+3948,J1642.9+3948,2
2108,J1645.9+6336,J1645.6+6329,J1645.6+6329,J1645.6+6329,J1645.6+6329,2
2110,J1647.1-6438,J1647.4-6438,J1647.4-6438,J1647.4-6438,J1647.4-6438,3
2111,J1647.4+4950,J1647.5+4950,J1647.5+4950,J1647.5+4950,J1647.5+4950,3
2113,J1648.3-4611,J1648.4-4611,J1648.4-4611,J1648.4-4611,J1648.4-4611,2
2116,J1649.4+5238,J1649.4+5235,J1649.4+5235,J1649.4+5235,J1649.4+5235,2
2120,J1650.2-5044,J1650.3-5045,J1650.3-5045,J1650.3-5045,J1650.3-5045,3
2129,J1650.8+0830,J1650.7+0831,J1650.7+0831,J1650.7+0831,J1650.7+0831,2
2131,J1651.6+7219,J1651.6+7219,J1651.6+7219,J1651.6+7219,J1651.6+7219,2
2135,J1653.9+3945,J1653.8+3945,J1653.8+3945,J1653.8+3945,J1653.8+3945,2
2142,J1656.0+2044,J1656.0+2047,J1656.0+2047,J1656.0+2047,J1656.0+2047,2
2143,J1656.2-3303,J1656.3-3301,J1656.3-3301,J1656.3-3301,J1656.3-3301,2
2144,J1656.8-2010,J1656.9-2010,J1656.9-2010,J1656.9-2010,J1656.9-2010,3
2146,J1656.9+6008,J1657.0+6010,J1657.0+6010,J1657.0+6010,J1657.0+6010,2
2148,J1657.7+4807,J1657.7+4808,J1657.7+4808,J1657.7+4808,J1657.7+4808,2
2149,J1658.3+6149,J1658.4+6150,J1658.4+6150,J1658.4+6150,J1658.4+6150,2
2150,J1658.4-5323,J1658.6-5323,J1658.6-5323,J1658.6-5323,J1658.6-5323,3
2152,J1659.4+2631,J1659.0+2627,J1659.0+2627,J1659.0+2627,J1659.0+2627,2
2153,J1659.7-3132,J1659.7-3131,J1659.7-3131,J1659.7-3131,J1659.7-3131,2
2154,J1700.1+6829,J1700.0+6830,J1700.0+6830,J1700.0+6830,J1700.0+6830,2
2157,J1701.2-3006,J1701.2-3006,J1701.2-3006,J1701.2-3006,J1701.2-3006,2
2163,J1702.6+3116,J1702.6+3114,J1702.6+3114,J1702.6+3114,J1702.6+3114,2
2165,J1703.6-6211,J1703.6-6213,J1703.6-6213,J1703.6-6213,J1703.6-6213,2
2168,J1704.0+7646,J1704.1+7647,J1704.1+7647,J1704.1+7647,J1704.1+7647,2
2172,J1705.5+7134,J1705.0+7134,J1705.0+7134,J1705.0+7134,J1705.0+7134,2
