,4fgldr2,4fgldr2_features,4fgldr2_labels,3fgl,3fgl-cls1,4fgldr1,4fgldr1-cls1,4fgldr2-cls1,4fgldr3,4fgldr3-cls1,4fgldr4,4fgldr4-cls1
759,J1008.0+0028,"[2.2517049312591553, 2.1437435150146484, 1.8516144752502441, 12.188498497009277, -31.559332898310455, -31.28274810759045, -28.430369823917875, -31.318985262352797, -23.951746841926425, 0.10794947296380997, 0.2618372142314911, 1.4470531940460205, 11.151455879211426, 0.9999984153349957, -0.5161208101437289, -0.5672231046577808, -0.506451994434636, -0.842876444367003, -0.9999528836206789]",[1],J1007.8+0026,bcu,J1008.0+0028,bcu,bcu,J1008.0+0028,bll,J1008.0+0028,bll
760,J1008.7-2909,"[2.4828126430511475, 2.426459550857544, 1.7499761581420898, 26.915390014648438, -30.558103992975283, -30.226289582790947, -28.352851200630532, -30.2254285038441, -24.044290156289343, 0.22382399439811707, 0.9236071109771729, 2.437755584716797, 6.967218399047852, 0.9999713542481629, -0.6597296948973762, -0.7034027908655949, -0.6415253977504116, -0.9996558736609286, -0.9544644319640249]",[1],J1008.9-2910,bcu,J1008.7-2909,bcu,bcu,J1008.7-2909,bcu,J1008.7-2909,bcu
761,J1008.8-3139,"[2.3100006580352783, 2.2963192462921143, 2.195288896560669, 12.69844913482666, -31.284838501943103, -31.089323888185074, -28.119467703836108, -31.135917178514205, -23.719069500915477, 0.04333269223570824, 0.23471349477767944, 0.9148732423782349, 10.123720169067383, -0.5887413176878883, -0.6325709291081986, -0.599534565318497, -0.6867888361216594, -0.513234953562206, -0.8352888046634622]",[1],J1009.0-3137,bcu,J1008.8-3139,bcu,bll,J1008.8-3139,bll,J1008.8-3139,bll
762,J1010.2-3119,"[1.7635767459869385, 1.7429534196853638, 1.7279736995697021, 38.144996643066406, -33.869188873213886, -33.67421098375636, -27.978171300676365, -33.78227308532401, -23.562162629486572, 0.018382834270596504, 0.525989294052124, 0.5688410401344299, 22.153507232666016, 0.1332533613907847, 0.07225493590015795, -0.6732004852430946, -0.060353413920042176, -0.6453080755780214, -0.12812948070575603]",[1],J1010.2-3120,bll,J1010.2-3119,bll,bll,J1010.2-3119,bll,J1010.2-3119,bll
763,J1010.8-0158,"[2.535404920578003, 2.5036158561706543, 2.375457763671875, 24.49755096435547, -29.91543873896858, -29.70003847707827, -28.332487414226037, -29.758690131397724, -23.94975801702312, 0.045516036450862885, 0.42251887917518616, 0.7712509632110596, 10.523261070251465, 0.9686178161017939, -0.7021842656271632, -0.6922647451951648, -0.607586778316563, -0.9997448974254891, -0.9751542522268811]",[1],J1010.8-0158,fsrq,J1010.8-0158,fsrq,fsrq,J1010.8-0158,fsrq,J1010.8-0158,fsrq
764,J1012.1-4235,"[2.2198095321655273, 2.164289951324463, 1.2893164157867432, 15.016304969787598, -31.795944938091516, -31.40373685458617, -28.459568868759057, -31.40309766348845, -23.51856660134628, 0.3033062815666199, 0.19728045165538788, 5.183014869689941, 17.513511657714844, -0.34981439049129426, -0.561379171043283, -0.5443282763531913, -0.541468627406162, -0.9602037993094851, -0.9998740940870549]",[0],J1012.0-4235,psr,J1012.1-4235,PSR,PSR,J1012.1-4235,MSP,J1012.1-4235,MSP
765,J1012.3+0629,"[2.092815399169922, 1.9735091924667358, 1.8490583896636963, 21.11680030822754, -31.07308697049655, -30.866513532498765, -27.84855924288931, -30.945800542184106, -23.433787866210928, 0.09335283935070038, 0.24344098567962646, 2.865199327468872, 26.422605514526367, -0.5020756545684096, -0.6078532767752064, -0.48283947185179826, -0.5353439751369078, -0.56083570118436, -0.8095220805851674]",[1],J1012.2+0631,bll,J1012.3+0629,bll,bll,J1012.3+0629,bll,J1012.3+0629,bll
766,J1012.7+4228,"[1.8004951477050781, 1.7544969320297241, 1.680751085281372, 17.531904220581055, -33.71898097702383, -33.424289995631376, -28.46383604638995, -33.59498502182578, -24.12964961147137, 0.031288839876651764, 0.3674343228340149, 0.5370557308197021, 14.572748184204102, 0.996626806865635, -0.714437512355981, -0.5300588779658897, -0.22389856789714535, -0.556294099280659, -0.37506025183279207]",[1],J1012.7+4229,bll,J1012.7+4228,agn,agn,J1012.7+4228,bll,J1012.7+4228,bll
767,J1013.7+3444,"[2.591487407684326, 2.516598701477051, 2.151829242706299, 44.262657165527344, -29.880102888662908, -29.614586806564574, -28.436186160157984, -29.634119883089507, -24.113801869314752, 0.1283891648054123, 0.5473295450210571, 2.043468475341797, 13.171283721923828, -0.30003775509017694, -0.7021253658494585, -0.6828300289100363, -0.83600513162893, -0.9989317050304078, 0.14820061363744175]",[1],J1013.5+3440,fsrq,J1013.7+3444,fsrq,fsrq,J1013.7+3444,fsrq,J1013.7+3444,fsrq
768,J1014.3+4112,"[2.56843638420105, 2.629795789718628, 2.5955379009246826, 20.447265625, -30.27474462587645, -30.22852875182358, -28.61555471637582, -30.265972532838433, -24.251721422743703, -0.07058561593294144, 0.42267030477523804, 1.4019973278045654, 9.635682106018066, -0.6984949174803708, -0.6108501426721618, -0.7119573764709615, -0.5380625604871808, -0.6269019041650724, -0.9993506800111146]",[1],J1014.2+4115,bcu,J1014.3+4112,bcu,bcu,J1014.3+4112,bcu,J1014.3+4112,bcu
769,J1014.9-4508,"[2.3163936138153076, 2.2979846000671387, 2.263960123062134, 10.972830772399902, -31.28610349973493, -31.04430047619283, -28.207627954099955, -31.06421649954639, -23.802942629906372, 0.056129977107048035, 0.22063247859477997, 1.1482170820236206, 10.267850875854492, 0.3714193555245389, 0.871198834301255, -0.6355157028203677, -0.771532287170918, -0.3514297497715095, -0.6480134409965658]",[1],J1015.2-4512,bcu,J1014.9-4508,bcu,bcu,J1014.9-4508,bcu,J1014.9-4508,bcu
770,J1015.0+4926,"[1.8372793197631836, 1.7495567798614502, 1.7309974431991577, 267.0340576171875, -29.982872922935577, -29.840787731178494, -26.974493567804288, -29.930744372516294, -22.701513622933042, 0.04278304800391197, 0.22656987607479095, 4.835784912109375, 158.52377319335938, -0.08644824067991178, -0.3272656676715152, -0.4267237521212297, -0.40834968758307616, -0.5271708509209414, -0.38973590443953576]",[1],J1015.0+4925,bll,J1015.0+4926,bll,bll,J1015.0+4926,bll,J1015.0+4926,bll
771,J1015.6+5553,"[2.5471208095550537, 2.4780502319335938, 2.1700687408447266, 54.21847915649414, -30.290407265265927, -30.02647240514443, -28.682314333721624, -30.077651579866284, -24.322691982742153, 0.11953915655612946, 0.6720441579818726, 1.9294400215148926, 12.387950897216797, 0.9987051766559868, -0.3333499263068429, -0.7561096620957781, -0.6647487001552446, -0.9999344498278726, -0.23549287649961467]",[1],J1016.1+5555,bcu,J1015.6+5553,fsrq,fsrq,J1015.6+5553,fsrq,J1015.6+5553,fsrq
772,J1016.0+0512,"[2.2234790325164795, 2.2187414169311523, 2.1872284412384033, 490.35748291015625, -31.06674928893593, -30.930301880553333, -27.955011156344376, -30.99874297285901, -23.445287420481307, 0.013987667858600616, 1.6423206329345703, 0.610602080821991, 30.86459732055664, 0.9727076448120333, -0.6084373394754158, -0.7012724711187932, -0.5148378325038154, -0.5705378304977173, -0.8304393886322806]",[1],J1016.0+0513,fsrq,J1016.0+0512,fsrq,fsrq,J1016.0+0512,fsrq,J1016.0+0512,fsrq
773,J1016.3-5857,"[2.466395854949951, 2.5486409664154053, 1.594407320022583, 14.076416015625, -30.963651256467482, -30.544509477657666, -26.23247431506431, -30.651114039505654, -21.834909729942048, 0.323295533657074, 0.07680743932723999, 10.312185287475586, 39.95857620239258, 0.5902318019830352, 0.7244735171969283, -0.5576148530332196, -0.6695379599822013, -0.8813266969896386, -0.9999842934958626]",[0],J1016.3-5858,PSR,J1016.3-5857,PSR,PSR,J1016.3-5857,PSR,J1016.3-5857,PSR
774,J1018.1+1905,"[2.0618820190429688, 2.099419116973877, 2.028177499771118, 24.067758560180664, -32.735616469885095, -32.62618232288793, -28.517170135553652, -32.67198850261867, -24.01726228828157, -0.032018087804317474, 0.5297921299934387, 0.689078688621521, 11.41552734375, -0.40179681852859034, -0.6844915221994055, -0.5587898937451002, -0.6660876618357519, -0.2161550829738672, -0.5504553051128349]",[1],J1018.1+1904,bll,J1018.1+1905,bll,bll,J1018.1+1905,bll,J1018.1+1905,bll
775,J1018.3-3124,"[2.5441038608551025, 2.461031436920166, 2.2052762508392334, 211.1992950439453, -28.988078639726464, -28.698631649560607, -27.94538187129581, -28.76977708867575, -23.532557480617022, 0.14595067501068115, 0.6325084567070007, 4.508798122406006, 30.84433937072754, -0.1027592672423101, -0.5515849125833577, -0.7725580218029844, -0.721049907219523, -0.8780762309569116, -0.9999934627055423]",[1],J1018.4-3119,fsrq,J1018.3-3124,fsrq,fsrq,J1018.3-3124,fsrq,J1018.3-3124,fsrq
776,J1018.4+3540,"[2.590066432952881, 2.53501033782959, 2.245015859603882, 137.46018981933594, -29.692943336997477, -29.441056884134177, -28.412798972302035, -29.471137574217796, -24.0380147830266, 0.10633356124162674, 0.8482264280319214, 1.9404466152191162, 17.91785430908203, -0.2157685001043021, -0.5582968574095373, -0.7709505952566854, -0.6953149401405591, -0.9793743816623524, -0.9869445858921656]",[1],J1018.3+3542,fsrq,J1018.4+3540,fsrq,fsrq,J1018.4+3540,fsrq,J1018.4+3540,fsrq
777,J1018.4+0528,"[2.283555746078491, 2.3075878620147705, 2.042039394378662, 35.37168502807617, -31.91480165081266, -31.714033958278605, -28.062361855128614, -31.65112312454586, -23.72694520442413, 0.09632200747728348, 0.8354017734527588, 1.422387719154358, 9.428428649902344, -0.9572306399273979, 0.998840476644675, -0.626471354309169, -0.6820617795172224, -0.5483443582748514, -0.9898373791561828]",[1],J1018.5+0530,fsrq,J1018.4+0528,fsrq,fsrq,J1018.4+0528,fsrq,J1018.4+0528,fsrq
778,J1018.8+5913,"[2.071261405944824, 1.9691365957260132, 1.6959689855575562, 11.421223640441895, -32.69472064736226, -32.401187907676885, -28.7983328954182, -32.460776161436875, -24.296178974865715, 0.11888403445482254, 0.2043481469154358, 1.9636681079864502, 13.03501033782959, -0.20641132286931957, 0.8761118965705166, -0.5769393381912701, -0.5206692007414471, -0.48581125202855335, -0.9999990850071675]",[1],J1018.8+5913,bll,J1018.8+5913,bll,bll,J1018.8+5913,bll,J1018.8+5913,bll
779,J1019.7+6321,"[2.1856958866119385, 1.9401826858520508, 1.6312952041625977, 33.141014099121094, -31.421468214319237, -31.099211522086602, -28.56881868485522, -31.181187232357825, -23.97240055515255, 0.19848088920116425, 0.386913537979126, 3.4807400703430176, 20.47525405883789, 0.9664856575897643, -0.23213269678028092, -0.4734801177518258, -0.5507433440260232, -0.7061035411413078, -0.9999999989980051]",[1],J1020.0+6323,bll,J1019.7+6321,bll,bll,J1019.7+6321,bll,J1019.7+6321,bll
780,J1019.8-5749,"[2.5306479930877686, 2.5844578742980957, 1.6041407585144043, 5.193653583526611, -31.46618767102424, -31.24154828114217, -26.564728579828095, -31.200045162744637, -22.067613999336526, 0.28762367367744446, 0.0, 4.966767311096191, 15.747475624084473, 0.9849944315088325, -0.7719723007701603, -0.622792568555583, -0.6202121057981095, -0.8821505854489651, -0.8465904929971788]",[0],J1020.0-5749,PSR,J1019.8-5749,PSR,PSR,J1019.8-5749,PSR,J1019.8-5749,PSR
781,J1021.4+8021,"[2.3579459190368652, 2.182784080505371, 2.0222887992858887, 5.912982940673828, -31.446539478466075, -31.107115941649965, -28.594002008716753, -31.21178859125333, -24.191732534070564, 0.167963445186615, 0.0, 2.1869077682495117, 17.40660285949707, -0.41740603900298195, -0.48971268129191187, -0.6059791190457284, -0.6164936795640896, -0.9534995783800876, 0.24703769475166676]",[1],J1021.8+8023,bcu,J1021.4+8021,bcu,bcu,J1021.4+8021,bcu,J1021.4+8021,bcu
782,J1022.4-4231,"[2.1951904296875, 2.1341142654418945, 1.9458400011062622, 6.788238525390625, -32.001151789502295, -31.757795428334862, -28.369124911223793, -31.82225963728716, -23.900657500289615, 0.082089364528656, 0.0, 1.392153263092041, 9.679852485656738, -0.4495706986555057, -0.38892806069141833, -0.6353980830805881, -0.5313773840500692, -0.5840246361103199, -0.729703326532268]",[1],J1022.3-4234,bcu,J1022.4-4231,bll,bll,J1022.4-4231,bll,J1022.4-4231,bll
783,J1022.7-0112,"[1.949131965637207, 1.9065797328948975, 1.8133054971694946, 12.114928245544434, -32.48718813662789, -32.2587384455401, -28.095017354471512, -32.35605811874189, -23.653724947673336, 0.04132210463285446, 0.14446963369846344, 1.2176727056503296, 21.614368438720703, -0.6507903833010013, -0.5538773382724891, -0.46973867542664627, -0.41346532627301685, -0.5170144056559707, -0.49832159836726897]",[1],J1022.8-0113,bll,J1022.7-0112,bll,bll,J1022.7-0112,bll,J1022.7-0112,bll
784,J1023.0-5745,"[2.442904472351074, 2.6677377223968506, 1.4312478303909302, 4.063462734222412, -29.571590141577147, -29.19913669530558, -25.6137576447356, -29.291712343310333, -21.054947712855615, 0.3564581871032715, 0.0, 19.40988540649414, 28.843158721923828, -0.22012278257243884, -0.38479753812870515, -0.3328852190257751, -0.7500540791254575, -0.9305766367846486, -0.7184391154608735]",[0],J1023.1-5745,PSR,J1023.0-5745,PSR,PSR,J1023.0-5745,PSR,J1023.0-5745,PSR
785,J1023.0-5745,"[2.442904472351074, 2.6677377223968506, 1.4312478303909302, 4.063462734222412, -29.571590141577147, -29.19913669530558, -25.6137576447356, -29.291712343310333, -21.054947712855615, 0.3564581871032715, 0.0, 19.40988540649414, 28.843158721923828, -0.22012278257243884, -0.38479753812870515, -0.3328852190257751, -0.7500540791254575, -0.9305766367846486, -0.7184391154608735]",[0],J1023.1-5745,PSR,J1023.0-5745,PSR,PSR,J1023.3-5747e,SFR,J1023.0-5745,PSR
786,J1023.0-5745,"[2.442904472351074, 2.6677377223968506, 1.4312478303909302, 4.063462734222412, -29.571590141577147, -29.19913669530558, -25.6137576447356, -29.291712343310333, -21.054947712855615, 0.3564581871032715, 0.0, 19.40988540649414, 28.843158721923828, -0.22012278257243884, -0.38479753812870515, -0.3328852190257751, -0.7500540791254575, -0.9305766367846486, -0.7184391154608735]",[0],J1023.1-5745,PSR,J1023.3-5747e,SFR,PSR,J1023.0-5745,PSR,J1023.0-5745,PSR
787,J1023.0-5745,"[2.442904472351074, 2.6677377223968506, 1.4312478303909302, 4.063462734222412, -29.571590141577147, -29.19913669530558, -25.6137576447356, -29.291712343310333, -21.054947712855615, 0.3564581871032715, 0.0, 19.40988540649414, 28.843158721923828, -0.22012278257243884, -0.38479753812870515, -0.3328852190257751, -0.7500540791254575, -0.9305766367846486, -0.7184391154608735]",[0],J1023.1-5745,PSR,J1023.3-5747e,SFR,PSR,J1023.3-5747e,SFR,J1023.0-5745,PSR
788,J1023.1+3949,"[2.3742175102233887, 2.250476360321045, 2.068958282470703, 1801.3858642578125, -28.90606797952708, -28.677682359442713, -28.136244167928567, -28.756303012393403, -23.51711789573217, 0.10769310593605042, 1.625922679901123, 4.9733195304870605, 49.74982833862305, -0.22286908862233656, -0.5602728721205438, -0.6429257604668579, -0.7896602214673095, -0.6980619668437102, -0.9999970719000437]",[1],J1023.1+3952,fsrq,J1023.1+3949,fsrq,fsrq,J1023.1+3949,fsrq,J1023.1+3949,fsrq
789,J1023.8+3002,"[1.8604847192764282, 1.8566762208938599, 1.7624835968017578, 16.654067993164062, -34.366265438491666, -34.17589540200471, -28.70852922444644, -34.26028864839708, -24.19477568877436, 0.0037450199015438557, 0.47142741084098816, 0.09266387671232224, 7.391269207000732, 0.8696614786204772, -0.7406419661820359, -0.6880377829215051, -0.29452470548002574, -0.3140036353337032, -0.5204563530971987]",[1],J1023.7+3000,bll,J1023.8+3002,bll,bll,J1023.8+3002,bll,J1023.8+3002,bll
790,J1023.8-4335,"[1.7694342136383057, 1.6045912504196167, 1.3928865194320679, 35.9001350402832, -32.615977107746424, -32.31653556692132, -27.72102768071203, -32.39499078775457, -23.405627278479415, 0.11278493702411652, 0.30482247471809387, 4.406961441040039, 32.686668395996094, 0.9989305231879687, -0.013616402355790917, -0.22800443625045308, -0.3684790832933095, -0.36059443224684185, -0.451059079739856]",[1],J1023.9-4335,bll,J1023.8-4335,bll,bll,J1023.8-4335,bll,J1023.8-4335,bll
791,J1024.5-0719,"[2.2155611515045166, 1.888325572013855, 0.8431613445281982, 10.188949584960938, -31.12394715921763, -30.66127713144076, -28.43280996554718, -30.675967001132307, -23.51534462925256, 0.4352606236934662, 0.11491125822067261, 5.70774507522583, 19.393186569213867, 0.8823447946536038, -0.5188822396615838, -0.3507553485762433, -0.6062762283505834, -0.9999999321458354, -0.34041775675661995]",[0],J1024.6-0718,PSR,J1024.5-0719,PSR,PSR,J1024.5-0719,MSP,J1024.5-0719,MSP
792,J1024.8+2332,"[2.442599296569824, 2.4373996257781982, 2.3591742515563965, 16.016748428344727, -30.6653952018467, -30.509089241633703, -28.51118263129417, -30.559603212068694, -24.086363468620483, 0.006494142115116119, 0.3116907775402069, 0.12392010539770126, 12.07162857055664, -0.030225780281325287, -0.733581710186568, -0.5810701640656571, -0.7278473712313844, -0.7616933352940232, -0.7304340063580915]",[1],J1025.1+2333,bll,J1024.8+2332,bll,bll,J1024.8+2332,bll,J1024.8+2332,bll
793,J1026.9+0608,"[1.688758134841919, 1.6602245569229126, 1.4694868326187134, 6.426463603973389, -35.07182097853983, -34.7797988032942, -28.5219296917094, -34.865368560273374, -24.098066328565917, 0.024525554850697517, 0.0, 0.29979729652404785, 7.984724998474121, -0.8116212505431654, -0.9872312491912577, 0.7748274021903858, -0.6808132447915327, 0.008326279845357042, -0.24781816099099854]",[1],J1027.0+0609,bll,J1026.9+0608,bll,bll,J1026.9+0608,bll,J1026.9+0608,bll
794,J1026.9-1749,"[1.9481019973754883, 1.9124869108200073, 1.8376617431640625, 104.91846466064453, -31.8987120685454, -31.69020046827515, -27.86916055841653, -31.783025666853234, -23.464321212340057, 0.03044835478067398, 0.548185408115387, 1.2990349531173706, 33.26112747192383, 0.9998845967276165, -0.5925831964335962, -0.4470785342729594, -0.44939341714856273, -0.49437020124012265, -0.5424717361383768]",[1],J1026.9-1750,bll,J1026.9-1749,bll,bll,J1026.9-1749,bll,J1026.9-1749,bll
795,J1027.0-8542,"[1.8659634590148926, 1.7274610996246338, 1.61454176902771, 2.3322479724884033, -32.26634306807202, -32.04596517808802, -27.89094436298428, -32.139561840144935, -23.50929932639957, 0.08141213655471802, 0.0, 2.9144699573516846, 30.35723876953125, -0.33326869173337376, -0.5028825804657482, -0.4268536008543085, -0.3243174367348405, -0.5025829350362007, -0.44705441224627174]",[1],J1026.4-8542,bll,J1027.0-8542,bll,bll,J1027.0-8542,bll,J1027.0-8542,bll
796,J1027.2+7427,"[2.419097661972046, 2.404088020324707, 2.1822023391723633, 199.39163208007812, -30.82656332289195, -30.629491306297897, -28.017205024249396, -30.558279700463327, -23.717186051830794, 0.08418695628643036, 0.8428429365158081, 2.67555570602417, 20.941242218017578, 0.869931575164744, -0.4111052969967803, -0.6915821993942556, -0.6544356288528768, -0.7662459353631875, -0.8530135193972149]",[1],J1026.5+7423,bcu,J1027.2+7427,bcu,bcu,J1027.2+7427,bcu,J1027.2+7427,bcu
797,J1027.6+6317,"[1.9627528190612793, 1.8954191207885742, 1.7051249742507935, 8.830326080322266, -33.10396705343102, -32.856103752287204, -28.634630519181137, -32.9210145497478, -24.174449558835104, 0.05211111530661583, 0.036876071244478226, 1.0584481954574585, 19.44748306274414, 0.99941921942019, 0.022040360734292285, -0.6476407336181996, -0.26600612454830114, -0.5342743850519436, -0.8742007652586018]",[1],J1027.7+6316,bll,J1027.6+6317,bll,bll,J1027.6+6317,bll,J1027.6+6317,bll
