,4fgldr2,4fgldr2_features,4fgldr2_labels,3fgl,3fgl-cls1,4fgldr1,4fgldr1-cls1,4fgldr2-cls1,4fgldr3,4fgldr3-cls1,4fgldr4,4fgldr4-cls1
704,J0917.3-0342,"[1.7702096700668335, 1.795697808265686, 1.7874553203582764, 6.9945573806762695, -34.83156415532172, -34.67981908112451, -28.59444948932005, -34.760399272369554, -24.08845105175383, -0.020629681646823883, 0.0, 0.2678928077220917, 6.450798511505127, -0.9994406928366951, 0.9535921568514094, -0.3611323713511788, -0.5888519692106433, -0.23576685869239972, -0.3271330344694962]",[1],J0917.3-0344,bcu,J0917.3-0342,bll,bll,J0917.3-0342,bll,J0917.3-0342,bll
705,J0920.9+4441,"[2.347851037979126, 2.26731014251709, 2.0257010459899902, 2143.87646484375, -29.261080178235552, -28.983749712555483, -27.01649291095077, -28.951625028628953, -22.855341352474994, 0.13629764318466187, 0.8922756910324097, 11.047897338867188, 66.23503112792969, -0.028222103744480448, -0.4710153121187716, -0.660918114455537, -0.7091049302569056, -0.833085317804331, -0.9348645209316278]",[1],J0920.9+4442,fsrq,J0920.9+4441,fsrq,fsrq,J0920.9+4441,fsrq,J0920.9+4441,fsrq
706,J0920.9-2256,"[1.8113399744033813, 1.430405855178833, 0.8162012696266174, 4.395473957061768, -34.2186517732079, -33.63579373882573, -28.501395720101566, -33.73040009679661, -24.04211675567243, 0.343791127204895, 0.0, 1.9993648529052734, 8.173443794250488, -0.7021778511083205, -0.5096205824601246, -0.23666882100514505, -0.10872230832290276, -0.5188778771573649, -0.5299170437772208]",[1],J0921.0-2258,bcu,J0920.9-2256,bll,bll,J0920.9-2256,bll,J0920.9-2256,bll
707,J0921.6+6216,"[2.320723533630371, 2.222618341445923, 2.0795516967773438, 2177.545654296875, -29.06211276954135, -28.859737940638766, -27.91631199061248, -28.933068779849375, -23.346116376410553, 0.08311265707015991, 1.0306689739227295, 6.299713611602783, 79.72225952148438, -0.1758357884618291, -0.5564780151765187, -0.6207362584080004, -0.6732587717062881, -0.7784946613505059, -0.8804670904553034]",[1],J0921.8+6215,fsrq,J0921.6+6216,fsrq,fsrq,J0921.6+6216,fsrq,J0921.6+6216,fsrq
708,J0922.4-0528,"[2.1422762870788574, 2.044558048248291, 1.815556526184082, 12.219943046569824, -31.851255714743374, -31.52304939641476, -28.340856141623462, -31.625283064814546, -23.829140757557287, 0.14049522578716278, 0.16405561566352844, 2.593468427658081, 16.399097442626953, 0.9992969717842936, 0.06864655572356651, -0.5380251086177275, -0.6285817630832733, -0.470428756419389, -0.8246546680397835]",[1],J0922.4-0529,fsrq,J0922.4-0528,fsrq,fsrq,J0922.4-0528,fsrq,J0922.4-0528,fsrq
709,J0922.7-3959,"[2.606051445007324, 2.564225435256958, 2.2816267013549805, 203.85272216796875, -29.538378449804693, -29.254648723423877, -27.86608914979109, -29.27710424671225, -23.646120537884176, 0.12011431902647018, 1.2714875936508179, 2.4069900512695312, 13.515545845031738, -0.3890505158640595, -0.6982284994713527, -0.7922967388250086, -0.6097250024387879, -0.8766475555787537, -0.999940603674341]",[1],J0922.8-3959,bcu,J0922.7-3959,bcu,fsrq,J0922.7-3959,fsrq,J0922.7-3959,fsrq
710,J0923.5+3852,"[2.6854002475738525, 2.608978748321533, 2.006281852722168, 91.15252685546875, -29.23825465157629, -28.91568022111885, -28.13632898558593, -28.933832469648593, -24.027729729934467, 0.21488407254219055, 0.6378596425056458, 3.638535261154175, 16.933273315429688, -0.403435441259624, -0.66731130728165, -0.7689367182850952, -0.8172909676342051, -0.9999957387323345, -0.2065086905526692]",[1],J0923.1+3853,bcu,J0923.5+3852,bcu,bcu,J0923.5+3852,bcu,J0923.5+3852,bcu
711,J0923.5+4125,"[2.355332374572754, 2.3087193965911865, 2.1616291999816895, 29.025510787963867, -30.463287042396818, -30.20485939624602, -28.410943467575734, -30.270044636555884, -23.852613007804397, 0.07316576689481735, 0.24388498067855835, 2.0146312713623047, 25.559267044067383, -0.21796547135096878, -0.45430362590507933, -0.6825212285485466, -0.6373558265673369, -0.7186428869579427, -0.8988099112423212]",[1],J0923.3+4127,fsrq,J0923.5+4125,fsrq,fsrq,J0923.5+4125,fsrq,J0923.5+4125,fsrq
712,J0924.0+2816,"[2.5055525302886963, 2.5229458808898926, 2.562490940093994, 95.93836975097656, -29.995005984735602, -29.877822863390936, -28.480033307670357, -30.008783736399533, -24.00246837698541, -0.04326612502336502, 0.785735011100769, 1.1110987663269043, 16.671871185302734, 0.9395211609041197, -0.6506424971964968, -0.7754047194759658, -0.5262805213935126, -0.7264256273609482, -0.6303196873708881]",[1],J0924.0+2816,fsrq,J0924.0+2816,fsrq,fsrq,J0924.0+2816,fsrq,J0924.0+2816,fsrq
713,J0924.0+0534,"[2.0600531101226807, 2.1106066703796387, 2.0680439472198486, 9.5389986038208, -33.333387905731996, -33.286011471588836, -28.534836772130518, -33.30051605122529, -24.033984902631982, -0.04865371063351631, 0.0, 0.7411137223243713, 6.6952314376831055, 0.9878407931853042, -0.8087952844001409, -0.6469197107309967, -0.5018078418727261, -0.2712133657966716, -0.5590023206741184]",[1],J0924.2+0534,bll,J0924.0+0534,bll,bll,J0924.0+0534,bll,J0924.0+0534,bll
714,J0925.7+5959,"[1.9591342210769653, 1.8989784717559814, 1.7862920761108398, 12.962716102600098, -33.55729994987591, -33.30085999580265, -28.878606693081885, -33.411574477112865, -24.399076911610695, 0.04842618107795715, 0.28158050775527954, 0.6318865418434143, 9.496938705444336, 0.9983855099249993, -0.3452507386687516, -0.5532693934014521, -0.5424797842852336, -0.31734564916075664, -0.4306454786847297]",[1],J0925.6+5959,bll,J0925.7+5959,bll,bll,J0925.7+5959,bll,J0925.7+5959,bll
715,J0925.7+3126,"[2.213245153427124, 2.189316987991333, 2.047067403793335, 14.071393966674805, -31.8640389972913, -31.66733943282214, -28.67056280074345, -31.713664894833936, -24.164196403749834, 0.024905335158109665, 0.3027383089065552, 0.4181916415691376, 11.965672492980957, -0.2858157960993751, -0.5268607797406403, -0.6466671250205501, -0.38855560348689977, -0.7463167031663503, -0.6284597274271075]",[1],J0925.7+3129,bll,J0925.7+3126,bll,bll,J0925.7+3126,bll,J0925.7+3126,bll
716,J0926.4+5412,"[1.9239959716796875, 1.8656351566314697, 1.7731176614761353, 15.426739692687988, -33.668775934674805, -33.38138740133353, -28.845735626457934, -33.51218509884412, -24.38309473171735, 0.07365447282791138, 0.4577352702617645, 1.0473334789276123, 8.306035995483398, 0.6850133449722074, 0.365224773777616, -0.43308357408571674, -0.4756643969173588, -0.5977395721371856, -0.3296983450943403]",[1],J0926.3+5409,bll,J0926.4+5412,bll,bll,J0926.4+5412,bll,J0926.4+5412,bll
717,J0928.1-2035,"[2.4546432495117188, 2.390401840209961, 2.239212989807129, 108.02989959716797, -30.160941113236323, -29.844486961065293, -28.38727707318281, -29.93671002695659, -23.939000077580996, 0.12458989769220352, 0.8842286467552185, 2.227778434753418, 13.562912940979004, 0.989535776730772, -0.6879838089518556, -0.7267801650578949, -0.7344790331961857, -0.8416923705533469, -0.2841284692998751]",[1],J0927.9-2037,fsrq,J0928.1-2035,fsrq,fsrq,J0928.1-2035,fsrq,J0928.1-2035,fsrq
718,J0928.5+4048,"[2.0782384872436523, 1.9858843088150024, 1.7103002071380615, 10.922868728637695, -32.865573650952555, -32.60784822752217, -28.75932657310976, -32.64910450687027, -24.259454664811678, 0.09841542690992355, 0.13926002383232117, 1.1412897109985352, 9.34781551361084, -0.5280403953059946, -0.6898950530334634, -0.5957541535511026, -0.3890361637831057, -0.5553711565162989, -0.9999952392944363]",[1],J0928.5+4048,bll,J0928.5+4048,bll,bll,J0928.5+4048,bll,J0928.5+4048,bll
719,J0928.7-3529,"[2.235980272293091, 2.2360246181488037, 2.3076770305633545, 8.189194679260254, -31.933278561815563, -31.777704561193524, -28.189033371701758, -31.94587603041693, -23.77832941725045, -0.0023520730901509523, 0.0, 0.040306206792593, 9.04411506652832, 0.2741889782748662, -0.7592180252853394, -0.5660860291768754, -0.5062667583477631, -0.7245844956980589, -0.4091405934198494]",[1],J0928.9-3530,bcu,J0928.7-3529,bcu,bll,J0928.7-3529,bll,J0928.7-3529,bll
720,J0929.3+5014,"[2.125347375869751, 2.098686456680298, 2.036165475845337, 69.18594360351562, -31.28440153900644, -31.08546637014967, -28.14811363915601, -31.172172947339153, -23.614807635878535, 0.03701397031545639, 0.36384499073028564, 1.7437061071395874, 34.264671325683594, -0.360371197672226, -0.3963965942903744, -0.5960226397354109, -0.5541462427079827, -0.4906526539573972, -0.857235423758201]",[1],J0929.4+5013,bll,J0929.3+5014,bll,bll,J0929.3+5014,bll,J0929.3+5014,bll
721,J0930.3+8612,"[2.219447374343872, 2.1257755756378174, 1.9422240257263184, 80.1213150024414, -31.44856991413119, -31.183807628889195, -28.2713921585394, -31.235501503780743, -23.770861642658176, 0.09559917449951172, 0.469483345746994, 2.557229995727539, 25.166494369506836, 0.09359992052910672, -0.49556400681774865, -0.6005494246637875, -0.5529993195004694, -0.7889944962789491, -0.6058665654935365]",[1],J0930.2+8612,bll,J0930.3+8612,bll,bll,J0930.3+8612,bll,J0930.3+8612,bll
722,J0930.5+4951,"[1.8235418796539307, 1.8130652904510498, 1.7376922369003296, 15.57820987701416, -34.539493449937325, -34.381495911847516, -28.553843649719482, -34.44556060343559, -24.026083426743554, 0.009424399584531784, 0.27033698558807373, 0.17158520221710205, 9.17285442352295, -0.5260925184426611, -0.6324407922183964, -0.6073529931580827, -0.487486203355566, -0.45986496795003495, 0.05420733761306737]",[1],J0930.0+4951,bll,J0930.5+4951,bll,bll,J0930.5+4951,bll,J0930.5+4951,bll
723,J0931.2-1906,"[2.1300182342529297, 2.216063976287842, 6.146482974145329e-06, 4.585873126983643, -32.21407666835532, -31.495210837467734, -29.099340664641616, -31.676766107903607, -23.768028955406404, 0.9994256496429443, 0.0, 5.975120544433594, 10.818289756774902, -0.8791583064352168, 0.997966605809519, 0.08718220980739616, -0.7292571342243195, -0.9370813026619342, -0.9968433034965127]",[0],J0930.9-1904,PSR,J0931.2-1906,PSR,PSR,J0931.2-1906,MSP,J0931.2-1906,MSP
724,J0934.3+3926,"[2.439929723739624, 2.4263675212860107, 2.339240789413452, 17.256874084472656, -30.753524670623435, -30.590327817803857, -28.538767419548726, -30.641239359130196, -24.125741368026503, 0.014756985008716583, 0.27317818999290466, 0.29785120487213135, 14.326200485229492, 0.9996880979413134, -0.6362865201128406, -0.7121163537992353, -0.5851869431035851, -0.7175646236264306, -0.9999964792460387]",[1],J0934.1+3933,bll,J0934.3+3926,bll,bll,J0934.3+3926,bll,J0934.3+3926,bll
725,J0937.1+5008,"[2.3967831134796143, 2.250234365463257, 1.8983570337295532, 40.53605651855469, -30.88925266378225, -30.560528975826465, -28.62564301041505, -30.643799290807653, -24.161470040978724, 0.17634771764278412, 0.5588931441307068, 2.3961892127990723, 14.417920112609863, 0.9283059646343225, -0.5859832116777118, -0.6750764575405525, -0.6832910127786919, -0.9981837611613281, -0.9953189026752987]",[1],J0937.7+5008,fsrq,J0937.1+5008,fsrq,fsrq,J0937.1+5008,fsrq,J0937.1+5008,fsrq
726,J0939.3-1732,"[2.2631688117980957, 2.195871353149414, 1.8821989297866821, 67.54208374023438, -31.139732472700004, -30.8427705733413, -28.347731874352206, -30.858479568765425, -23.837365063722558, 0.11629772931337357, 0.8069965839385986, 1.9878194332122803, 13.158827781677246, 0.9996659102986564, -0.6769103067684072, -0.5568869685988357, -0.6342743883945834, -0.7018210421463551, -0.9971686956429928]",[1],J0939.2-1732,bcu,J0939.3-1732,bcu,bcu,J0939.3-1732,bcu,J0939.3-1732,bcu
727,J0940.0-2828,"[2.421311855316162, 2.3298611640930176, 1.9338730573654175, 96.33507537841797, -29.81056596696428, -29.44981780115414, -28.199322139192933, -29.525018549674677, -23.686743000837705, 0.17656844854354858, 0.775957465171814, 3.038050889968872, 14.393407821655273, 0.761474519140766, -0.6367278198914987, -0.6604728492776993, -0.6397853972775576, -0.9998279065611898, 0.14246304685634045]",[1],J0939.9-2831,bcu,J0940.0-2828,bcu,bcu,J0940.0-2828,bcu,J0940.0-2828,bcu
728,J0940.7-6105,"[2.54582142829895, 2.4874942302703857, 2.1539409160614014, 23.520925521850586, -30.235675322669003, -29.94422785157098, -27.854459495714377, -30.011295536555043, -23.684955758289945, 0.13973835110664368, 0.5453387498855591, 2.029064655303955, 8.111018180847168, -0.46529675216125066, -0.3011339894136091, -0.7028680370968512, -0.7401878487055142, -0.9816149802445767, -0.9999972934933735]",[1],J0940.7-6102,bcu,J0940.7-6105,bcu,bcu,J0940.7-6105,bcu,J0940.7-6105,bcu
729,J0940.9-1335,"[2.405179023742676, 2.3005428314208984, 2.096940517425537, 174.36215209960938, -29.50546816541002, -29.240363030863985, -28.153497643395845, -29.321453797345352, -23.644779782846157, 0.11488781869411469, 0.8693640232086182, 3.0671842098236084, 21.34132194519043, 0.2612677128078576, -0.5506736346656438, -0.6346381141979214, -0.7692070636852907, -0.7498693670717947, -0.9992630778455803]",[1],J0940.9-1337,fsrq,J0940.9-1335,fsrq,fsrq,J0940.9-1335,fsrq,J0940.9-1335,fsrq
730,J0941.9+2724,"[2.432943820953369, 2.3972513675689697, 2.2194173336029053, 22.846586227416992, -30.420004585608567, -30.10187739697652, -28.548336351164703, -30.144017099414096, -24.07389621183844, 0.09549129754304886, 0.4327358305454254, 1.5408892631530762, 12.643376350402832, 0.9258683008586345, -0.5164992342247037, -0.6634463694401285, -0.8011839771336774, -0.5022499945055142, -0.7856812092075537]",[1],J0941.6+2727,fsrq,J0941.9+2724,bll,bll,J0941.9+2724,bll,J0941.9+2724,bll
731,J0942.3-0800,"[2.1780683994293213, 2.008254289627075, 1.7858436107635498, 135.54685974121094, -30.34984090086211, -30.065100205226994, -28.09798225372298, -30.154529122553722, -23.48830698031606, 0.14421308040618896, 0.6331891417503357, 4.028568744659424, 26.699748992919922, -0.13596897500691862, -0.3434800726867978, -0.5346085433839551, -0.6015828790864831, -0.6683030222518752, -0.9993592955184141]",[1],J0942.1-0756,bll,J0942.3-0800,bll,bll,J0942.3-0800,bll,J0942.3-0800,bll
732,J0945.7+5759,"[2.0928397178649902, 1.8746479749679565, 1.3778760433197021, 40.058006286621094, -32.3571265537574, -32.0011210547334, -28.567056802557456, -32.03452045499778, -23.988141585536994, 0.22820137441158295, 0.6841946244239807, 3.123317003250122, 14.580010414123535, -0.09828644087082339, -0.11213952259384954, -0.380014292002209, -0.394256481186714, -0.7950287842948135, -0.4896819332631197]",[1],J0945.9+5756,bll,J0945.7+5759,bll,bll,J0945.7+5759,bll,J0945.7+5759,bll
733,J0946.2+0104,"[1.8907281160354614, 1.7840744256973267, 1.3406603336334229, 10.281201362609863, -34.238573967392, -33.89943670895492, -28.356451282448944, -33.91210357118324, -23.79901168502213, 0.1204531341791153, 0.2386370748281479, 1.2879668474197388, 8.017867088317871, -0.7948889269876803, -0.46612666676495523, -0.6384201599447684, -0.43079749004822926, -0.04098056789224512, -0.7998081855159095]",[1],J0946.2+0103,bll,J0946.2+0104,bll,bll,J0946.2+0104,bll,J0946.2+0104,bll
734,J0946.6+1016,"[2.426015853881836, 2.344146966934204, 2.2368099689483643, 291.9386901855469, -28.530157204306384, -28.299840607012076, -27.842399289222378, -28.390555576344653, -23.301901209264226, 0.0800633504986763, 0.4483317732810974, 4.092681407928467, 47.03663635253906, 0.9942314894435825, -0.5293827981170358, -0.7060216555124221, -0.732032579704648, -0.7409135428202752, -0.872471958580473]",[1],J0946.5+1017,fsrq,J0946.6+1016,fsrq,fsrq,J0946.6+1016,fsrq,J0946.6+1016,fsrq
735,J0947.1-2541,"[1.8694301843643188, 1.7507531642913818, 1.6524866819381714, 26.526744842529297, -31.97274414305574, -31.719579041325588, -27.86287497503545, -31.82376058587398, -23.47272910139545, 0.08621925860643387, 0.2728731036186218, 3.3138418197631836, 27.819290161132812, 0.9983005926884029, 0.25975799027773055, -0.3223805986152634, -0.475088828978745, -0.45055084890385116, -0.5195447176335539]",[1],J0947.1-2542,bcu,J0947.1-2541,bll,bll,J0947.1-2541,bll,J0947.1-2541,bll
736,J0948.9+0022,"[2.6377151012420654, 2.452965259552002, 2.1843361854553223, 435.7908630371094, -26.69778113659302, -26.44796013893843, -27.77246994976198, -26.53112408223868, -23.156071332429157, 0.16523098945617676, 0.3642103970050812, 10.365968704223633, 61.41170120239258, -0.26963642853635117, -0.6442235128478205, -0.8001637797286978, -0.8379153613597246, -0.9618796608990677, -0.9998964292523485]",[1],J0948.8+0021,NLSY1,J0948.9+0022,NLSY1,NLSY1,J0948.9+0022,NLSY1,J0948.9+0022,NLSY1
737,J0949.0+4038,"[2.607726573944092, 2.6178557872772217, 2.632380723953247, 31.628849029541016, -30.11092529868696, -29.966223601476543, -28.56594903670378, -30.09710618230485, -24.278633097331188, -0.018676651641726494, 0.5802478194236755, 0.2646738886833191, 9.779091835021973, 0.2417768335324564, -0.6047722274117606, -0.8484426526983294, -0.6213871094619688, -0.6088334238520955, -0.5485711401655927]",[1],J0948.6+4041,fsrq,J0949.0+4038,fsrq,fsrq,J0949.0+4038,fsrq,J0949.0+4038,fsrq
738,J0950.2+4553,"[1.9874199628829956, 1.9674259424209595, 1.8704025745391846, 11.070892333984375, -32.65365009622621, -32.46611520139457, -28.520769614780498, -32.54879559938229, -24.064206718693832, 0.015197152271866798, 0.12835800647735596, 0.3840225040912628, 18.91156578063965, 0.8197382843529579, -0.27764077488258726, -0.6599373252115808, -0.28263617174762456, -0.5686852998160005, -0.5340319593812867]",[1],J0950.1+4554,bll,J0950.2+4553,bll,bll,J0950.2+4553,bll,J0950.2+4553,bll
739,J0953.0-0840,"[1.8916586637496948, 1.8026386499404907, 1.726105809211731, 39.754276275634766, -30.804253409037177, -30.649680776241755, -27.432336979158755, -30.71723853883248, -23.093599061368778, 0.04647102952003479, 0.1928887963294983, 2.8273398876190186, 56.45620346069336, -0.2101544980542583, -0.44504964397029423, -0.40774915220352903, -0.4471712367146268, -0.42402055717000475, -0.6034646402906265]",[1],J0953.0-0839,bll,J0953.0-0840,bll,bll,J0953.0-0840,bll,J0953.0-0840,bll
740,J0953.4-7659,"[1.9798474311828613, 1.917763352394104, 1.7323241233825684, 5.881867408752441, -33.96390469227512, -33.731489173987896, -28.376829583547593, -33.81192577144174, -23.821367577667075, 0.0346057191491127, 0.0, 0.28011301159858704, 7.050224781036377, 0.9523970824538044, -0.6883178781433283, -0.6208581919607331, -0.19726667691881197, -0.6244222513191019, -0.1824412436326598]",[1],J0953.1-7657c,bcu,J0953.4-7659,bcu,bcu,J0953.4-7659,bll,J0953.4-7659,bll
741,J0954.2+4913,"[1.5906217098236084, 1.1609548330307007, 0.5514642000198364, 6.5803093910217285, -34.743280667455515, -34.13374579958486, -28.411456206972538, -34.23318271062914, -24.336818429059957, 0.3250579535961151, 0.0, 3.6450393199920654, 13.5316743850708, -0.9973728216494028, 0.9996346530723125, -0.4030021699409188, 0.2961050990148516, -0.42293325213226013, -0.25708651021342765]",[1],J0954.2+4913,bll,J0954.2+4913,bll,bll,J0954.2+4913,bll,J0954.2+4913,bll
742,J0955.4-6151,"[2.3740131855010986, 2.2033092975616455, 1.3675072193145752, 11.967398643493652, -30.709251354528405, -30.281091686892708, -27.94500171477838, -30.329680601222126, -23.34034000924985, 0.3252100348472595, 0.1333429366350174, 5.433277606964111, 18.09028434753418, 0.9798205466165157, -0.2666731673971179, -0.5369977177949643, -0.6883822481150377, -0.9315133011231715, -0.43037337395045505]",[0],J0955.6-6148,psr,J0955.4-6151,PSR,PSR,J0955.4-6151,MSP,J0955.4-6151,MSP
743,J0956.7+2516,"[2.5470032691955566, 2.4878103733062744, 2.2268240451812744, 91.27332305908203, -29.219464301113383, -28.946839552698137, -28.27527112612294, -28.995697023369072, -23.764959909040513, 0.09527304023504257, 0.4740678071975708, 2.8116259574890137, 25.45714569091797, -0.2653549785593168, -0.6450261421045808, -0.7196512924558842, -0.7807268897278643, -0.908027978638386, -0.9993609343102097]",[1],J0956.6+2515,fsrq,J0956.7+2516,fsrq,fsrq,J0956.7+2516,fsrq,J0956.7+2516,fsrq
744,J0957.3-1348,"[2.4667234420776367, 2.3099782466888428, 1.9837214946746826, 115.00164794921875, -29.10023867654237, -28.804430265665562, -28.167850172941943, -28.869643623425585, -23.65295806037474, 0.1552741825580597, 0.6916934251785278, 3.523458242416382, 20.11581039428711, -0.21102971266759832, -0.5476098720026878, -0.6423588945304572, -0.7639055215161575, -0.910646711732043, -0.9972740954778695]",[1],J0957.5-1351,fsrq,J0957.3-1348,fsrq,fsrq,J0957.3-1348,fsrq,J0957.3-1348,fsrq
745,J0957.6+5523,"[2.014448881149292, 1.900240421295166, 1.8133864402770996, 38.208839416503906, -29.347681566639157, -29.126305412551275, -27.168053326679736, -29.22740309990171, -22.66185214034446, 0.0782867819070816, 0.061180610209703445, 10.87868881225586, 180.7342529296875, -0.06901360799176988, -0.38102829582230185, -0.5182263048689592, -0.5111132964157264, -0.6352087297048863, -0.666545653984531]",[1],J0957.6+5523,fsrq,J0957.6+5523,fsrq,fsrq,J0957.6+5523,fsrq,J0957.6+5523,fsrq
746,J0958.0+4728,"[2.590306282043457, 2.365307092666626, 1.94389808177948, 243.12782287597656, -28.88928821226911, -28.55669958241286, -28.191876892305874, -28.622391123500137, -23.873476577781396, 0.2538478374481201, 0.8481609225273132, 4.8509721755981445, 26.661643981933594, 0.22654807194928284, -0.47964595902472795, -0.7915957903329995, -0.7353188346697485, -0.9664978082889638, -0.9999545861646407]",[1],J0957.4+4728,fsrq,J0958.0+4728,fsrq,fsrq,J0958.0+4728,fsrq,J0958.0+4728,fsrq
747,J0958.0-0319,"[1.6356701850891113, 0.5182172060012817, 0.002038411796092987, 12.330302238464355, -35.77671850126258, -34.98556755921086, -28.79049423480652, -35.221852412960295, -24.36832013363736, 0.8029049634933472, 0.0, 1.7551171779632568, 5.150301456451416, -0.9996811276923279, 0.9860971592205411, -0.34493000409332786, -0.9219835559495266, 0.8349475993038127, -0.5830729811281634]",[1],J0958.3-0318,bll,J0958.0-0319,bll,bll,J0958.0-0319,bll,J0958.0-0319,bll
748,J0958.1-6753,"[2.2341012954711914, 2.2467362880706787, 2.3610341548919678, 12.727877616882324, -33.09683937116502, -33.11138782360235, -28.264627013333385, -33.12662937922546, -23.991652364039517, -0.07913278043270111, 0.4621824026107788, 1.479811429977417, 5.117689609527588, 0.3214405685097224, -0.648430140316334, -0.7588138867232053, -0.5507811511572297, -0.6783191021320788, 0.028263698641663684]",[1],J0958.4-6752,bcu,J0958.1-6753,bcu,bcu,J0958.1-6753,bcu,J0958.1-6753,bcu
749,J0958.4-2441,"[2.1912007331848145, 2.0046679973602295, 1.5604220628738403, 14.089286804199219, -31.260093928178144, -30.918395430023534, -28.342944149682587, -30.970615604488778, -23.717009861477163, 0.20022495090961456, 0.2568189799785614, 3.097766399383545, 13.319379806518555, 0.29790090285028764, -0.4268189417575809, -0.4816439873184493, -0.5724068401110609, -0.7481775371416712, -0.9999999999970612]",[1],J0958.6-2447,bcu,J0958.4-2441,bcu,bcu,J0958.4-2441,bcu,J0958.4-2441,bcu
750,J0958.7+6534,"[2.2155821323394775, 2.161846399307251, 2.125189781188965, 2127.6767578125, -29.197397828634596, -29.054759473763664, -27.705053634453563, -29.139790441061304, -23.203975587469785, 0.037104129791259766, 0.9302629828453064, 3.4072606563568115, 87.44822692871094, -0.09046573236213788, -0.5280592399374456, -0.6098630315650897, -0.593499331596763, -0.7024837774694507, -0.5498948299625129]",[1],J0958.6+6534,bll,J0958.7+6534,BLL,BLL,J0958.7+6534,BLL,J0958.7+6534,BLL
751,J0959.4+2120,"[2.1803042888641357, 2.1896023750305176, 2.1385653018951416, 14.51876449584961, -32.37061171731765, -32.24282223012806, -28.52047073506258, -32.305507319674845, -24.06319394353697, -0.013471960090100765, 0.3274921178817749, 0.20302529633045197, 8.473209381103516, -0.011842607032375814, -0.4912477405300717, -0.5597680555322118, -0.6063631716836333, -0.4925660221916059, -0.5538345318419601]",[1],J0959.7+2124,bll,J0959.4+2120,bll,bll,J0959.4+2120,bll,J0959.4+2120,bll
752,J1001.1+2911,"[2.2687718868255615, 2.236396312713623, 2.175536632537842, 211.57781982421875, -30.52279531406094, -30.264699672271867, -28.37047080751629, -30.38199541635385, -23.766229156059136, 0.06037376448512077, 0.9467960000038147, 1.9170432090759277, 26.134288787841797, 0.1355870336132221, -0.5581268242186835, -0.6482062046949734, -0.6500746891466903, -0.6095697972305538, -0.49572530393749287]",[1],J1001.0+2913,bll,J1001.1+2911,bll,bll,J1001.1+2911,bll,J1001.1+2911,bll
753,J1002.5+2215,"[1.9066331386566162, 1.8682024478912354, 1.738113284111023, 2.853029727935791, -33.67166391619807, -33.44648699866113, -28.46620080424718, -33.54439842826727, -23.96904516672265, 0.02694767154753208, 0.0, 0.3836052119731903, 11.142135620117188, -0.41937651309957, -0.7516785615905249, -0.6258766514983372, -0.32158739139398906, -0.5473593946022026, -0.3416648411599472]",[1],J1002.3+2220,bll,J1002.5+2215,bll,bll,J1002.5+2215,bll,J1002.5+2215,bll
754,J1003.6+2605,"[2.280276298522949, 2.1973018646240234, 1.934096336364746, 6.54890251159668, -31.62079465865568, -31.264994948404226, -28.56433072986901, -31.3392537948207, -24.105565075778983, 0.14220091700553894, 0.0, 1.456952691078186, 8.83937931060791, -0.8588011887381949, -0.393734254040317, -0.607709012590557, -0.7299722220631992, -0.5256174180776942, -0.9995605294359416]",[1],J1003.6+2608,bcu,J1003.6+2605,bll,bll,J1003.6+2605,bll,J1003.6+2605,bll
755,J1006.7-2159,"[2.3508946895599365, 2.2939612865448, 2.2471258640289307, 1322.4129638671875, -28.51874551161375, -28.35178210229082, -27.79215567834117, -28.445855842488484, -23.228936809597982, 0.04599111154675484, 1.1629893779754639, 2.727304458618164, 50.4411506652832, -0.14485863195854284, -0.5778004801079285, -0.6944067156053016, -0.6286436061848193, -0.6539045782354769, -0.764571013706351]",[1],J1006.7-2159,fsrq,J1006.7-2159,fsrq,fsrq,J1006.7-2159,fsrq,J1006.7-2159,fsrq
756,J1007.0+3455,"[1.8178863525390625, 1.6858857870101929, 1.4140390157699585, 9.977836608886719, -33.66512544963068, -33.29253323376925, -28.54171902431047, -33.40969258569987, -24.188324428343304, 0.1328480988740921, 0.16109518706798553, 2.102572441101074, 12.200237274169922, 0.9948452245970527, -0.5789741962688728, -0.21795218288802023, -0.3272494883190076, -0.5003048045191478, -0.4702923819793936]",[1],J1006.7+3453,bll,J1007.0+3455,bll,bll,J1007.0+3455,bll,J1007.0+3455,bll
757,J1007.6-3332,"[2.440488815307617, 2.2797532081604004, 1.8658655881881714, 311.4648132324219, -29.127197060623903, -28.780593440530993, -27.98166758325079, -28.834690429839938, -23.420189946699384, 0.20302288234233856, 0.7894150614738464, 5.999959468841553, 31.126094818115234, 0.2515676018143241, -0.4805375211934196, -0.6910946906942312, -0.7631264395822048, -0.805214177060439, -0.9999696612621951]",[1],J1007.4-3334,fsrq,J1007.6-3332,fsrq,fsrq,J1007.6-3332,fsrq,J1007.6-3332,fsrq
758,J1008.0+0620,"[2.189497709274292, 2.1573095321655273, 2.0692594051361084, 84.11471557617188, -31.011470308840966, -30.805681685876834, -28.084901419361803, -30.8943505189375, -23.536227047332464, 0.047021206468343735, 0.45681238174438477, 1.7939618825912476, 28.83765411376953, 0.999799648864758, -0.23640797379357006, -0.6227821934725777, -0.5952800085822493, -0.5228004090751409, -0.7610477707768252]",[1],J1007.9+0621,bll,J1008.0+0620,bll,bll,J1008.0+0620,bll,J1008.0+0620,bll
