,4fgldr1,4fgldr1-cls1_x,4fgldr1-3fgl,4fgldr1_features,4fgldr1_labels,3fgl,3fgl-cls1,4fgldr1-cls1_y,4fgldr2,4fgldr2-cls1,4fgldr3,4fgldr3-cls1,4fgldr4,4fgldr4-cls1,predict_lr_dr1,predict_nn_dr1,predict_dnn_dr1,predict_rf_dr1
761,J1010.2-3119,bll,J1010.2-3120,"[1.7540262937545776, 1.7271941900253296, 1.7204622030258179, 34.16292953491211, -33.766229224761965, -33.55302045698124, -27.835154323822707, -33.673493360584715, -23.426823206785592, 0.023142563179135323, 0.5673802495002747, 0.6367570161819458, 20.72964096069336, -0.40153385911968287, 0.1666819941868027, -0.699037345632319, 0.02912506361378181, -0.6337996526328081, -0.2552074734458913]",[1],J1010.2-3120,bll,bll,J1010.2-3119,bll,J1010.2-3119,bll,J1010.2-3119,bll,AGN,AGN,AGN,AGN
762,J1010.8-0158,fsrq,J1010.8-0158,"[2.4513747692108154, 2.417698383331299, 2.284369468688965, 23.782255172729492, -30.0622462678302, -29.836439073577996, -28.256584641081805, -29.91574960812056, -23.79207938936718, 0.05116669088602066, 0.4675501883029938, 0.8743610978126526, 10.278613090515137, -0.319565911229726, -0.6732500597474781, -0.7137536553310632, -0.5071578061639799, -0.9999997005583324, 0.9983239338535194]",[1],J1010.8-0158,fsrq,fsrq,J1010.8-0158,fsrq,J1010.8-0158,fsrq,J1010.8-0158,fsrq,AGN,AGN,AGN,AGN
763,J1012.1-4235,PSR,J1012.0-4235,"[2.214402198791504, 2.100212335586548, 1.2934880256652832, 9.748080253601074, -31.62754959270475, -31.13366820065143, -28.311408331982854, -31.235297127525214, -23.374484509310875, 0.29861465096473694, 0.14128749072551727, 4.327661037445068, 15.296304702758789, 0.9999355655646811, -0.5484139642997359, -0.4867354138104251, -0.5368559550249064, -0.934431433569304, -0.9999398430311883]",[0],J1012.0-4235,psr,PSR,J1012.1-4235,PSR,J1012.1-4235,MSP,J1012.1-4235,MSP,AGN,AGN,AGN,AGN
764,J1012.3+0629,bll,J1012.2+0631,"[2.089876413345337, 2.00854754447937, 1.8190758228302002, 14.80876636505127, -31.559299666460532, -31.297716675717176, -27.960510841837646, -31.36985003581358, -23.449243356030063, 0.09601881355047226, 0.2317277491092682, 2.451122760772705, 21.756549835205078, 0.9530287963948156, -0.611719766684664, -0.5330836451526874, -0.5422598268081754, -0.48962497410099715, -0.8579353975879617]",[1],J1012.2+0631,bll,bll,J1012.3+0629,bll,J1012.3+0629,bll,J1012.3+0629,bll,AGN,AGN,AGN,AGN
765,J1012.7+4228,agn,J1012.7+4229,"[1.7636054754257202, 1.7050796747207642, 1.638975739479065, 15.244550704956055, -33.72964921511677, -33.437136348245765, -28.302968500826882, -33.57822194754605, -24.00214864579638, 0.04696210101246834, 0.3981751501560211, 0.8129415512084961, 14.256799697875977, 0.19562421959680565, -0.5899980606721752, -0.44475411643196194, -0.2566734473253213, -0.4974258579466745, -0.4388162421227606]",[1],J1012.7+4229,bll,agn,J1012.7+4228,agn,J1012.7+4228,bll,J1012.7+4228,bll,AGN,AGN,AGN,AGN
766,J1013.7+3444,fsrq,J1013.5+3440,"[2.60042405128479, 2.5407626628875732, 2.215463876724243, 35.775291442871094, -29.80441853869561, -29.527011859419343, -28.340319944946685, -29.52267294680503, -24.048330517599652, 0.13775348663330078, 0.5949139595031738, 1.8703527450561523, 11.011012077331543, -0.335606078480846, -0.6548308617781994, -0.7408053583079747, -0.81515350110363, -0.9107700599458224, -0.9974985035759675]",[1],J1013.5+3440,fsrq,fsrq,J1013.7+3444,fsrq,J1013.7+3444,fsrq,J1013.7+3444,fsrq,AGN,AGN,AGN,AGN
767,J1014.3+4112,bcu,J1014.2+4115,"[2.4023890495300293, 2.4185891151428223, 2.3095428943634033, 20.316829681396484, -31.085342022439008, -30.942302193001478, -28.563056071597373, -30.97320990627271, -24.155178571563884, -0.02019072324037552, 0.5582835078239441, 0.30348238348960876, 8.811638832092285, -0.4447669562798778, -0.5695674981713296, -0.7275072209523054, -0.49886333808846667, -0.5574289928532679, -0.9999100085716583]",[1],J1014.2+4115,bcu,bcu,J1014.3+4112,bcu,J1014.3+4112,bcu,J1014.3+4112,bcu,AGN,AGN,AGN,AGN
768,J1014.9-4508,bcu,J1015.2-4512,"[2.260756731033325, 2.2351908683776855, 2.1850242614746094, 8.328439712524414, -31.438818265970216, -31.188796023799753, -28.108870899569123, -31.352088057790418, -23.671454866017072, 0.05999321490526199, 0.2083607017993927, 1.1152414083480835, 10.04475212097168, 0.9889930577046729, -0.05779221479417335, -0.5583922462561457, -0.7792918720146923, -0.3487357078670338, -0.6102882169068633]",[1],J1015.2-4512,bcu,bcu,J1014.9-4508,bcu,J1014.9-4508,bcu,J1014.9-4508,bcu,AGN,AGN,AGN,AGN
769,J1015.0+4926,bll,J1015.0+4925,"[1.8432412147521973, 1.7587569952011108, 1.740448236465454, 195.5973358154297, -29.8181847417709, -29.67723023950678, -26.85180342374419, -29.767094113480574, -22.57185404354976, 0.041362933814525604, 0.21063750982284546, 4.504727840423584, 145.56991577148438, -0.09977328119764675, -0.32882954082066346, -0.431985248577617, -0.41088728369619437, -0.5219851306191952, -0.41196464892739015]",[1],J1015.0+4925,bll,bll,J1015.0+4926,bll,J1015.0+4926,bll,J1015.0+4926,bll,AGN,AGN,AGN,AGN
770,J1015.6+5553,fsrq,J1016.1+5555,"[2.52299165725708, 2.4613125324249268, 2.1319408416748047, 44.911319732666016, -30.280666475719183, -29.9962498272383, -28.557836861060167, -30.05793284632388, -24.18554850441421, 0.12298157811164856, 0.5998485088348389, 1.969372272491455, 12.61402702331543, 0.9104898809803065, -0.15666362734000672, -0.757068698197757, -0.627831035062114, -0.9999999930439305, 0.9957287780286315]",[1],J1016.1+5555,bcu,fsrq,J1015.6+5553,fsrq,J1015.6+5553,fsrq,J1015.6+5553,fsrq,AGN,AGN,AGN,AGN
771,J1016.0+0512,fsrq,J1016.0+0513,"[2.181419849395752, 2.16947078704834, 2.1215171813964844, 413.7868347167969, -30.94186982137324, -30.78138167901474, -27.79368064843974, -30.84998708671369, -23.263304729545634, 0.022959904745221138, 1.5950084924697876, 0.9562318325042725, 31.216106414794922, 0.9960679651329054, -0.5957323343784687, -0.68200815923138, -0.5059111957730634, -0.5689781475039054, -0.8360471782728893]",[1],J1016.0+0513,fsrq,fsrq,J1016.0+0512,fsrq,J1016.0+0512,fsrq,J1016.0+0512,fsrq,AGN,AGN,AGN,AGN
772,J1016.3-5857,PSR,J1016.3-5858,"[2.4705302715301514, 2.5314605236053467, 1.6145005226135254, 6.891140937805176, -30.767654698510082, -30.46918374842166, -26.082235281682614, -30.45353175127833, -21.723930426596144, 0.3234529495239258, 0.0, 9.073857307434082, 35.92726516723633, -0.19601478808315412, -0.21640239496276759, -0.553051808392964, -0.6674631982834495, -0.886109452911525, -0.9999991016131246]",[0],J1016.3-5858,PSR,PSR,J1016.3-5857,PSR,J1016.3-5857,PSR,J1016.3-5857,PSR,PSR,PSR,PSR,PSR
773,J1018.1+1905,bll,J1018.1+1904,"[2.0046989917755127, 2.039175033569336, 1.934079885482788, 15.389349937438965, -32.825988853594055, -32.687239241230905, -28.363910867867297, -32.74058912756265, -23.870764503367948, -0.026511410251259804, 0.43925759196281433, 0.5179928541183472, 11.157291412353516, -0.7463608291617048, -0.6589887345722515, -0.5363054261067601, -0.6107639034176109, -0.2731333487033267, -0.5108444207970755]",[1],J1018.1+1904,bll,bll,J1018.1+1905,bll,J1018.1+1905,bll,J1018.1+1905,bll,AGN,AGN,AGN,AGN
774,J1018.3-3124,fsrq,J1018.4-3119,"[2.6096558570861816, 2.5643413066864014, 2.1253061294555664, 122.50316619873047, -28.871600057087207, -28.52160015112819, -27.8500081690768, -28.51471486767871, -23.469572854502328, 0.20162057876586914, 0.5964120626449585, 4.650420188903809, 24.131366729736328, -0.05955498286570899, -0.5681793745214757, -0.7967609736772043, -0.7836766897026564, -0.8021819711642595, -0.9997722414611772]",[1],J1018.4-3119,fsrq,fsrq,J1018.3-3124,fsrq,J1018.3-3124,fsrq,J1018.3-3124,fsrq,AGN,AGN,AGN,AGN
775,J1018.4+3540,fsrq,J1018.3+3542,"[2.5449657440185547, 2.487008810043335, 2.1650643348693848, 121.73164367675781, -29.752062096303064, -29.477551556128567, -28.307358446368166, -29.51063550585455, -23.896334031503912, 0.12187004089355469, 0.8560689091682434, 2.113306760787964, 17.48630142211914, -0.2481257112064292, -0.5712462412537167, -0.7532794179673945, -0.6968567415383311, -0.9775973019225269, -0.9856064303602801]",[1],J1018.3+3542,fsrq,fsrq,J1018.4+3540,fsrq,J1018.4+3540,fsrq,J1018.4+3540,fsrq,AGN,AGN,AGN,AGN
776,J1018.4+0528,fsrq,J1018.5+0530,"[2.2606048583984375, 2.2096149921417236, 1.8111684322357178, 37.295406341552734, -31.935215641362586, -31.65227407438584, -27.99016301568926, -31.66772642393941, -23.631302871625852, 0.15693530440330505, 0.9018576145172119, 1.7983124256134033, 9.0138578414917, -0.9854962145826069, 0.9927423686596206, -0.5097592686541323, -0.6649855293033797, -0.6188636386691397, -0.9993563052951128]",[1],J1018.5+0530,fsrq,fsrq,J1018.4+0528,fsrq,J1018.4+0528,fsrq,J1018.4+0528,fsrq,AGN,AGN,AGN,AGN
777,J1018.8+5913,bll,J1018.8+5913,"[2.0657589435577393, 1.9574494361877441, 1.5839041471481323, 9.486964225769043, -32.58246952626658, -32.227168891560154, -28.654754596749818, -32.2893813758794, -24.153887688903147, 0.15364716947078705, 0.2070429027080536, 2.263843297958374, 12.787899017333984, -0.06457099800190833, -0.5344035590509879, -0.5719301084217969, -0.46956123069220035, -0.5932153732971839, -0.9997554821524024]",[1],J1018.8+5913,bll,bll,J1018.8+5913,bll,J1018.8+5913,bll,J1018.8+5913,bll,AGN,AGN,AGN,AGN
778,J1019.7+6321,bll,J1020.0+6323,"[2.21832275390625, 2.0936014652252197, 1.8219199180603027, 19.759124755859375, -31.64524573639077, -31.30539979444032, -28.584295578802674, -31.396821278245973, -24.063729979323384, 0.1390383392572403, 0.30315205454826355, 2.2583529949188232, 17.649118423461914, 0.986037393574, -0.57609621590579, -0.5440781976631256, -0.6072282144624309, -0.5877584580451214, -0.9999897990737434]",[1],J1020.0+6323,bll,bll,J1019.7+6321,bll,J1019.7+6321,bll,J1019.7+6321,bll,AGN,AGN,AGN,AGN
779,J1019.8-5749,PSR,J1020.0-5749,"[2.5174901485443115, 2.568434000015259, 1.500278115272522, 1.5681884288787842, -31.389921728960434, -31.143248168020616, -26.557066368714327, -31.1035725052481, -21.964345267426623, 0.32760941982269287, 0.0, 4.472161769866943, 13.578024864196777, 0.9565826966477957, -0.8181990510828775, -0.6311882505855737, -0.5960001347578916, -0.9032879436409689, -0.8090803672406386]",[0],J1020.0-5749,PSR,PSR,J1019.8-5749,PSR,J1019.8-5749,PSR,J1019.8-5749,PSR,AGN,PSR,PSR,PSR
780,J1021.4+8021,bcu,J1021.8+8023,"[2.3372764587402344, 2.194230079650879, 2.0780797004699707, 2.850280523300171, -31.390626731318136, -31.054629651143912, -28.48957092276942, -31.188797093655065, -24.068077631723813, 0.14368553459644318, 0.0, 1.912623643875122, 16.290193557739258, -0.31557647741345296, -0.5006067222633459, -0.6352503624846714, -0.5893020739864028, -0.9475404741091508, 0.27856012448831624]",[1],J1021.8+8023,bcu,bcu,J1021.4+8021,bcu,J1021.4+8021,bcu,J1021.4+8021,bcu,AGN,AGN,AGN,AGN
781,J1022.4-4231,bll,J1022.3-4234,"[2.163320302963257, 2.1141884326934814, 1.9514236450195312, 6.7243828773498535, -32.164296684071225, -31.937319486582492, -28.254126847101144, -31.99143346141536, -23.7839993969136, 0.06007756292819977, 0.06038234755396843, 0.9132565259933472, 8.818745613098145, -0.6111858421307256, -0.42796242779715055, -0.5889720795211407, -0.5525351555384356, -0.40860389369086814, -0.7910862897255846]",[1],J1022.3-4234,bcu,bll,J1022.4-4231,bll,J1022.4-4231,bll,J1022.4-4231,bll,AGN,AGN,AGN,AGN
782,J1022.7-0112,bll,J1022.8-0113,"[1.9410988092422485, 1.8794608116149902, 1.7399742603302002, 11.557767868041992, -32.43120437810082, -32.16497956193738, -27.977012747342986, -32.25164479648203, -23.538761119873993, 0.05904148891568184, 0.19347329437732697, 1.4704192876815796, 19.292984008789062, 0.9997830236302404, -0.5910984797961608, -0.4736213576640216, -0.35663272700558996, -0.5174590768754715, -0.5885328745457643]",[1],J1022.8-0113,bll,bll,J1022.7-0112,bll,J1022.7-0112,bll,J1022.7-0112,bll,AGN,AGN,AGN,AGN
783,J1023.0-5745,PSR,J1023.1-5745,"[2.4319379329681396, 2.622981309890747, 1.5094902515411377, 2.447157382965088, -29.25827294027273, -28.95880095151371, -25.401517003201857, -29.057393732018994, -21.008858277267326, 0.33201083540916443, 0.0, 17.23418617248535, 25.672595977783203, -0.30411567750531615, -0.28585848451179, -0.3484214519712713, -0.7566893262259875, -0.9132022776627353, -0.8547605411661724]",[0],J1023.1-5745,PSR,PSR,J1023.0-5745,PSR,J1023.0-5745,PSR,J1023.0-5745,PSR,PSR,PSR,PSR,PSR
784,J1023.0-5745,PSR,J1023.1-5745,"[2.4319379329681396, 2.622981309890747, 1.5094902515411377, 2.447157382965088, -29.25827294027273, -28.95880095151371, -25.401517003201857, -29.057393732018994, -21.008858277267326, 0.33201083540916443, 0.0, 17.23418617248535, 25.672595977783203, -0.30411567750531615, -0.28585848451179, -0.3484214519712713, -0.7566893262259875, -0.9132022776627353, -0.8547605411661724]",[0],J1023.1-5745,PSR,PSR,J1023.0-5745,PSR,J1023.3-5747e,SFR,J1023.0-5745,PSR,PSR,PSR,PSR,PSR
785,J1023.0-5745,PSR,J1023.1-5745,"[2.4319379329681396, 2.622981309890747, 1.5094902515411377, 2.447157382965088, -29.25827294027273, -28.95880095151371, -25.401517003201857, -29.057393732018994, -21.008858277267326, 0.33201083540916443, 0.0, 17.23418617248535, 25.672595977783203, -0.30411567750531615, -0.28585848451179, -0.3484214519712713, -0.7566893262259875, -0.9132022776627353, -0.8547605411661724]",[0],J1023.1-5745,PSR,PSR,J1023.3-5747e,SFR,J1023.0-5745,PSR,J1023.0-5745,PSR,PSR,PSR,PSR,PSR
786,J1023.0-5745,PSR,J1023.1-5745,"[2.4319379329681396, 2.622981309890747, 1.5094902515411377, 2.447157382965088, -29.25827294027273, -28.95880095151371, -25.401517003201857, -29.057393732018994, -21.008858277267326, 0.33201083540916443, 0.0, 17.23418617248535, 25.672595977783203, -0.30411567750531615, -0.28585848451179, -0.3484214519712713, -0.7566893262259875, -0.9132022776627353, -0.8547605411661724]",[0],J1023.1-5745,PSR,PSR,J1023.3-5747e,SFR,J1023.3-5747e,SFR,J1023.0-5745,PSR,PSR,PSR,PSR,PSR
787,J1023.1+3949,fsrq,J1023.1+3952,"[2.3718619346618652, 2.263986587524414, 2.1066534519195557, 1768.7808837890625, -28.772744430534367, -28.563203877595903, -27.922301040447053, -28.637835126457727, -23.353250158931548, 0.09212831407785416, 1.5966813564300537, 4.149071216583252, 49.307456970214844, -0.3152272365126381, -0.5466548317495595, -0.6445680446182982, -0.7798480673967347, -0.6846355326622879, -0.9999552672251761]",[1],J1023.1+3952,fsrq,fsrq,J1023.1+3949,fsrq,J1023.1+3949,fsrq,J1023.1+3949,fsrq,AGN,AGN,AGN,AGN
788,J1023.8+3002,bll,J1023.7+3000,"[1.9281564950942993, 1.9426169395446777, 1.9102307558059692, 8.548805236816406, -33.81197511504388, -33.68306137685669, -28.535154503912484, -33.7436119260526, -24.016208132230176, -0.018761949613690376, 0.23426027595996857, 0.2930387854576111, 7.567594051361084, 0.9400108632059071, -0.4573149855861061, -0.689829784652143, -0.4270843951621418, -0.3493295451626269, -0.43119390583031425]",[1],J1023.7+3000,bll,bll,J1023.8+3002,bll,J1023.8+3002,bll,J1023.8+3002,bll,AGN,AGN,AGN,AGN
789,J1023.8-4335,bll,J1023.9-4335,"[1.7790085077285767, 1.6087498664855957, 1.3961734771728516, 23.655731201171875, -32.382334069294544, -32.09330366286228, -27.587570227836256, -32.1709385335261, -23.269771825480234, 0.11277648061513901, 0.2837648093700409, 3.9861254692077637, 29.385583877563477, 0.9689527126550003, -0.2746851013886502, -0.2263906639995011, -0.3926624421167349, -0.301599784533721, -0.5406063288046421]",[1],J1023.9-4335,bll,bll,J1023.8-4335,bll,J1023.8-4335,bll,J1023.8-4335,bll,AGN,AGN,AGN,AGN
790,J1024.5-0719,PSR,J1024.6-0718,"[2.2695164680480957, 1.9282833337783813, 1.0209652185440063, 7.778268814086914, -30.723871344842518, -30.261115374225138, -28.208775049415472, -30.32123521795523, -23.389502945211625, 0.3946264386177063, 0.11255712807178497, 4.633154392242432, 16.83905029296875, 0.5760438251216188, -0.5600817166438419, -0.37616656942048665, -0.6462770050519699, -0.9999059849383689, -0.9049590787005382]",[0],J1024.6-0718,PSR,PSR,J1024.5-0719,PSR,J1024.5-0719,MSP,J1024.5-0719,MSP,AGN,AGN,AGN,AGN
791,J1024.8+2332,bll,J1025.1+2333,"[2.4562318325042725, 2.454681873321533, 2.3248133659362793, 13.334369659423828, -30.485549587691875, -30.331129729849845, -28.391167863942844, -30.36694463264483, -23.972092080485808, -4.5496522943722084e-05, 0.30596426129341125, 0.0, 11.204119682312012, -0.2922689768128067, -0.7436846426770531, -0.5654582574502243, -0.7459187731001578, -0.7218290306051561, -0.9999996709640526]",[1],J1025.1+2333,bll,bll,J1024.8+2332,bll,J1024.8+2332,bll,J1024.8+2332,bll,AGN,AGN,AGN,AGN
792,J1026.9+0608,bll,J1027.0+0609,"[1.653853416442871, 1.6027977466583252, 1.4129856824874878, 7.623822212219238, -35.064016253837586, -34.70000033003081, -28.415135643796667, -34.81798793536135, -24.036940345782654, 0.055661849677562714, 0.0, 0.609915018081665, 7.771546363830566, -0.717985220497436, -0.999997405686504, 0.999920491273184, -0.6122425428166562, -0.02020990227731557, -0.43077770606309934]",[1],J1027.0+0609,bll,bll,J1026.9+0608,bll,J1026.9+0608,bll,J1026.9+0608,bll,AGN,AGN,AGN,AGN
793,J1026.9-1749,bll,J1026.9-1750,"[1.9243030548095703, 1.8817329406738281, 1.7997664213180542, 96.8650131225586, -31.817591903037293, -31.58691846104921, -27.706062875872426, -31.686698593613116, -23.325853151716547, 0.03966892138123512, 0.5734190344810486, 1.750916838645935, 30.924697875976562, 0.9974425249726904, -0.4586238414255503, -0.48762728223037666, -0.42611715847651477, -0.48925159225273074, -0.5512321556168415]",[1],J1026.9-1750,bll,bll,J1026.9-1749,bll,J1026.9-1749,bll,J1026.9-1749,bll,AGN,AGN,AGN,AGN
794,J1027.0-8542,bll,J1026.4-8542,"[1.8589413166046143, 1.8054757118225098, 1.668341040611267, 2.025768518447876, -32.877106422402555, -32.61610763708518, -27.859027344510928, -32.70321532894565, -23.4575573827672, 0.05458926409482956, 0.0, 1.9674330949783325, 27.50875473022461, -0.26864351336685355, -0.48582625373003757, -0.5580122053222222, -0.33476043746089024, -0.46921238971978513, -0.3852044647156021]",[1],J1026.4-8542,bll,bll,J1027.0-8542,bll,J1027.0-8542,bll,J1027.0-8542,bll,AGN,AGN,AGN,AGN
795,J1027.2+7427,bcu,J1026.5+7423,"[2.445225954055786, 2.4573652744293213, 2.1475279331207275, 165.22100830078125, -30.862139818675104, -30.6688166654908, -27.88801456294957, -30.600914899148094, -23.656662905920896, 0.10191560536623001, 0.9970811009407043, 2.7452902793884277, 16.90707778930664, 0.9875368816905331, -0.3265050339357057, -0.7005347480519504, -0.6339350945897436, -0.788121620619288, -0.9996190019264677]",[1],J1026.5+7423,bcu,bcu,J1027.2+7427,bcu,J1027.2+7427,bcu,J1027.2+7427,bcu,AGN,AGN,AGN,AGN
796,J1027.6+6317,bll,J1027.7+6316,"[1.9325275421142578, 1.8318997621536255, 1.6011452674865723, 5.75407075881958, -33.13144570294241, -32.84073799727506, -28.53674809846461, -32.92368557047533, -24.09431147654588, 0.09059484302997589, 0.0, 1.67747163772583, 15.85054874420166, -0.701798588397682, 0.9946429499869216, -0.6587382968216917, -0.25631657251816636, -0.4823685988344737, -0.8790055828828216]",[1],J1027.7+6316,bll,bll,J1027.6+6317,bll,J1027.6+6317,bll,J1027.6+6317,bll,AGN,AGN,AGN,AGN
797,J1027.6+1828,bcu,J1028.0+1829,"[2.571784734725952, 2.6142520904541016, 2.5854837894439697, 8.91007137298584, -29.9873158755382, -29.87764497618044, -28.356785815059222, -29.95737497342395, -24.02529380847549, -0.04605764523148537, 0.1869843304157257, 0.741420567035675, 7.414255619049072, -0.05772688212714196, -0.752106539169163, -0.728429489020069, -0.6107785409700011, -0.5707994826621723, -0.9985821425353121]",[1],J1028.0+1829,bcu,bcu,J1027.6+1828,bcu,J1027.6+1828,bcu,J1027.6+1828,bcu,AGN,AGN,AGN,AGN
798,J1028.4-0234,fsrq,J1028.5-0235,"[2.5785555839538574, 2.536121129989624, 2.3318932056427, 33.61402130126953, -29.51895321430116, -29.26072288667603, -28.211598809967157, -29.32402321816529, -23.856261013461953, 0.07733117043972015, 0.5981819033622742, 1.2613284587860107, 10.567368507385254, -0.3321117744345414, -0.6704921601092048, -0.7386017295233, -0.74003623023063, -0.857433917793373, -0.9999942152187615]",[1],J1028.5-0235,fsrq,fsrq,J1028.4-0234,fsrq,J1028.4-0234,fsrq,J1028.4-0234,fsrq,AGN,AGN,AGN,AGN
799,J1028.5-5819,PSR,J1028.4-5819,"[2.352837085723877, 2.2524521350860596, 1.598034143447876, 3.6641855239868164, -29.19645096481242, -28.76896245025255, -25.813648750160535, -28.82992157691255, -21.46819964043973, 0.26891791820526123, 0.0, 25.65254783630371, 117.94905090332031, 0.9778547325262708, -0.3582257045101013, -0.5540379973638294, -0.674852594987081, -0.8574449694828352, -0.9622039835014045]",[0],J1028.4-5819,PSR,PSR,J1028.5-5819,PSR,J1028.5-5819,PSR,J1028.5-5819,PSR,PSR,PSR,PSR,PSR
800,J1030.6-2028,bcu,J1030.4-2030,"[1.842086672782898, 1.6588386297225952, 1.3249444961547852, 8.792236328125, -33.079306720624395, -32.677105980186425, -28.019883117742914, -32.7518083660806, -23.640485459285003, 0.14621704816818237, 0.10395081341266632, 2.3915703296661377, 16.65461540222168, -0.6369511380680448, 0.5627928457917971, -0.3743984500489801, -0.2743041556587634, -0.34158257557412464, -0.8021700976431868]",[1],J1030.4-2030,bcu,bcu,J1030.6-2028,bll,J1030.6-2028,bll,J1030.6-2028,bll,AGN,AGN,AGN,AGN
801,J1031.1+7442,bll,J1031.0+7440,"[2.165025472640991, 2.171729326248169, 2.2251713275909424, 38.21162414550781, -32.55684435314375, -32.480412775749414, -28.09150983852148, -32.548493902013945, -23.67019748834678, -0.01744290255010128, 0.6430192589759827, 0.567298173904419, 16.76996612548828, -0.4081140795639608, -0.6439746239246966, -0.6794039125778669, -0.5786296497590844, -0.717758003038138, 0.026700765028057193]",[1],J1031.0+7440,bcu,bll,J1031.1+7442,bll,J1031.1+7442,bll,J1031.1+7442,bll,AGN,AGN,AGN,AGN
802,J1031.3+5053,bll,J1031.2+5053,"[1.7564854621887207, 1.7010632753372192, 1.6161723136901855, 10.011631965637207, -32.84213226091338, -32.57095196529052, -27.873809204539313, -32.69784569760531, -23.685801355193124, 0.042680755257606506, 0.10996654629707336, 1.842335820198059, 34.30219650268555, -0.7921331717915567, 0.03154283467892126, -0.4313332074260029, -0.26688689107373476, -0.5454536060009199, -0.10331350327904858]",[1],J1031.2+5053,bll,bll,J1031.3+5053,bll,J1031.3+5053,bll,J1031.3+5053,bll,AGN,AGN,AGN,AGN
803,J1031.6+6019,fsrq,J1031.6+6021,"[2.5768826007843018, 2.5738308429718018, 2.455735921859741, 102.47437286376953, -30.473717646978447, -30.3119525175526, -27.757519333132887, -30.309232333619622, -23.71796834057721, 0.03225863724946976, 0.6951321959495544, 0.8405800461769104, 17.347288131713867, -0.46021537705028853, -0.5992419554400179, -0.688164907024753, -0.7225301902432023, -0.7358613493724219, -0.9998316832927668]",[1],J1031.6+6021,fsrq,fsrq,J1031.6+6019,fsrq,J1031.6+6019,fsrq,J1031.6+6019,fsrq,AGN,AGN,AGN,AGN
804,J1032.6+3737,bll,J1032.7+3735,"[2.0639636516571045, 2.0432138442993164, 1.9356154203414917, 27.459714889526367, -32.565420040936345, -32.37763321197653, -28.218474719180165, -32.46090415004935, -23.71897887659783, 0.01354831550270319, 0.4922463595867157, 0.2562064826488495, 16.436689376831055, -0.9958216711524274, 0.9895123120791841, -0.6302194368320998, -0.48474063618613705, -0.5828610948412057, -0.5044290077678899]",[1],J1032.7+3735,bll,bll,J1032.6+3737,bll,J1032.6+3737,bll,J1032.6+3737,bll,AGN,AGN,AGN,AGN
805,J1032.7+6624,bll,J1032.5+6623,"[2.0856475830078125, 1.9672025442123413, 1.7706787586212158, 6.221217155456543, -32.44484010100976, -32.13538299087136, -28.71299374983609, -32.22546513574872, -24.2061020300754, 0.09941911697387695, 0.0, 1.4072173833847046, 12.695353507995605, 0.999718737007722, -0.5739928631247742, -0.4560822597739436, -0.4969585485492141, -0.6175248935238639, -0.7798923259577828]",[1],J1032.5+6623,bll,bll,J1032.7+6624,bll,J1032.7+6624,bll,J1032.7+6624,bll,AGN,AGN,AGN,AGN
806,J1033.1+4115,fsrq,J1033.2+4116,"[2.4090988636016846, 2.3872463703155518, 2.291285753250122, 110.44263458251953, -29.65814840749254, -29.450992195777747, -28.188257099148423, -29.529805058241262, -23.5679493191999, 0.03188495710492134, 0.4129728674888611, 1.231342077255249, 34.92266082763672, 0.7856871509443851, -0.4790583307458562, -0.7377385096346467, -0.5723732003938874, -0.8603856479946279, -0.9999450699716537]",[1],J1033.2+4116,fsrq,fsrq,J1033.1+4115,fsrq,J1033.1+4115,fsrq,J1033.1+4115,fsrq,AGN,AGN,AGN,AGN
807,J1033.9+6050,FSRQ,J1033.8+6051,"[2.21697998046875, 2.144028902053833, 1.956402063369751, 807.7493286132812, -30.054925891198003, -29.860220816610685, -27.17166741454104, -29.884579679308935, -22.904361731986786, 0.0949069932103157, 0.68463534116745, 7.403301239013672, 78.49653625488281, -0.2189331369560408, -0.4542338570235085, -0.6008360796044203, -0.5888324399909133, -0.7182015213575437, -0.8724377076322416]",[1],J1033.8+6051,FSRQ,FSRQ,J1033.9+6050,FSRQ,J1033.9+6050,FSRQ,J1033.9+6050,FSRQ,AGN,AGN,AGN,AGN
808,J1035.3+5541,bcu,J1035.2+5545,"[2.6356592178344727, 2.6350791454315186, 2.5849318504333496, 1.9906939268112183, -30.088353779585216, -29.9582996403548, -28.54132463200602, -29.97908645537398, -24.3075216872975, 0.00014334029401652515, 0.0, 0.008587530814111233, 7.9347825050354, 0.9993657918525741, -0.6673269890867883, -0.7777530119371457, -0.5441989246643552, -0.9999802227160559, 0.9994946950203756]",[1],J1035.2+5545,bcu,bcu,J1035.3+5541,bcu,J1035.3+5541,bcu,J1035.3+5541,bcu,AGN,AGN,AGN,AGN
809,J1036.5-8318,PSR,J1036.0-8317,"[2.1272213459014893, 2.0697083473205566, 0.4082402288913727, 2.094708204269409, -31.997135490917586, -31.456973643928105, -28.621034556043767, -31.511911709282078, -23.42094791475737, 0.582086980342865, 0.0, 6.4293999671936035, 14.808073043823242, 0.8036473676927292, 0.9616977640773361, -0.059140694087454995, -0.7102818738196297, -0.8418227484187188, -0.9988722051299894]",[0],J1036.0-8317,psr,PSR,J1036.5-8318,PSR,J1036.5-8318,MSP,J1036.5-8318,MSP,PSR,PSR,PSR,PSR
