,4fgldr1,4fgldr1-cls1_x,4fgldr1-3fgl,4fgldr1_features,4fgldr1_labels,3fgl,3fgl-cls1,4fgldr1-cls1_y,4fgldr2,4fgldr2-cls1,4fgldr3,4fgldr3-cls1,4fgldr4,4fgldr4-cls1,predict_lr_dr1,predict_nn_dr1,predict_dnn_dr1,predict_rf_dr1
149,J0146.9-5202,bll,J0147.0-5204,"[2.075545072555542, 1.9640170335769653, 1.7397077083587646, 5.719954490661621, -32.27124188572073, -31.996051651725463, -28.5134451420185, -32.066278184964084, -24.008711464519887, 0.08665912598371506, 0.0, 1.2503681182861328, 11.779996871948242, 0.9635788748973683, -0.3988844418141776, -0.5172319975328726, -0.5364777330040004, -0.3777253478843921, -0.9994813614791282]",[1],J0147.0-5204,bcu,bll,J0146.9-5202,bll,J0146.9-5202,bll,J0146.9-5202,bll,AGN,AGN,AGN,AGN
150,J0148.2+5201,bll,J0148.3+5200,"[1.8166112899780273, 1.7566124200820923, 1.6023578643798828, 14.522006034851074, -33.59998187274509, -33.30797243081675, -28.05860231380531, -33.40554568868019, -23.629200510741146, 0.06600072979927063, 0.2763742208480835, 1.7287724018096924, 17.682518005371094, -0.9965716840034687, 0.9994120239541712, -0.32663062446793123, -0.47454346953292276, -0.3098640431577896, -0.41202303013826636]",[1],J0148.3+5200,bcu,bll,J0148.2+5201,bll,J0148.2+5201,bll,J0148.2+5201,bll,AGN,AGN,AGN,AGN
151,J0148.6+0127,bll,J0148.6+0128,"[2.196918249130249, 2.23541522026062, 2.1773030757904053, 13.2481689453125, -32.11949778502975, -32.083075232484525, -28.32838823314344, -32.0749951398207, -23.883868821835716, -0.046164486557245255, 0.37586382031440735, 0.9673975706100464, 9.368369102478027, 0.9945478819112349, -0.6346568894802144, -0.716337850492277, -0.43462030393665335, -0.32805725010774484, -0.9999978759272437]",[1],J0148.6+0128,bll,bll,J0148.6+0127,bll,J0148.6+0127,bll,J0148.6+0127,bll,AGN,AGN,AGN,AGN
152,J0150.6-5448,bcu,J0150.5-5447,"[2.0253849029541016, 1.9211100339889526, 1.7519950866699219, 4.6880998611450195, -33.23231440462069, -32.81045406242772, -28.738308250212114, -33.047436289720316, -24.236448016917443, 0.05469775199890137, 0.0, 0.2643797993659973, 6.959935188293457, 0.7167473005746204, -0.8112439056214266, -0.561116674575091, -0.16019272960054845, -0.8090536049019904, 0.034209615438770664]",[1],J0150.5-5447,bcu,bcu,J0150.6-5448,bcu,J0150.6-5448,bcu,J0150.6-5448,bcu,AGN,AGN,AGN,AGN
153,J0151.0+0539,bcu,J0151.0+0537,"[2.386561870574951, 2.4510209560394287, 2.489715337753296, 6.22806978225708, -31.60728457146029, -31.677706596933227, -28.221001709263692, -31.621689245203108, -24.021330632461712, -0.10664427280426025, 0.0, 2.460996150970459, 7.266014099121094, 0.602441720667215, -0.8915545166398097, -0.7730018722464482, -0.17002025378064467, -0.28461132546260914, -0.9998765198222036]",[1],J0151.0+0537,bcu,bcu,J0151.0+0539,bcu,J0151.0+0539,bcu,J0151.0+0539,bcu,AGN,AGN,AGN,AGN
154,J0151.3+8601,bll,J0145.6+8600,"[2.2180256843566895, 2.199141502380371, 2.205306053161621, 9.504444122314453, -32.06735871238456, -31.875554630575273, -28.379360604593938, -32.018894855330835, -23.940766455706456, 0.02335057221353054, 0.18805336952209473, 0.43055036664009094, 11.232145309448242, -0.7505497454892772, -0.3812616649829368, -0.7429848372010122, -0.5422048092329511, -0.6450485462036322, -0.30731005269356854]",[1],J0145.6+8600,bcu,bll,J0151.3+8601,bll,J0151.3+8601,bll,J0151.3+8601,bll,AGN,AGN,AGN,AGN
155,J0151.4-3607,bcu,J0151.0-3609,"[2.2127742767333984, 2.161776065826416, 1.9287192821502686, 8.227295875549316, -31.94776316230904, -31.70824903644175, -28.655085041443165, -31.75021331547595, -24.16288896784765, 0.07066578418016434, 0.14042778313159943, 0.9153300523757935, 8.382390975952148, -0.892434711116796, 0.1890619380464464, -0.7052783514907909, -0.4833631737635214, -0.8025571578491211, -0.9994818927938607]",[1],J0151.0-3609,bcu,bcu,J0151.4-3607,bcu,J0151.4-3607,bcu,J0151.4-3607,bcu,AGN,AGN,AGN,AGN
156,J0152.2+3714,bcu,J0152.2+3707,"[2.3947479724884033, 2.3301713466644287, 2.0482215881347656, 22.871896743774414, -30.644657532047898, -30.342476948006283, -28.402014055864992, -30.41750467938359, -23.958301419965924, 0.12756727635860443, 0.6286837458610535, 1.5312856435775757, 7.611622333526611, 0.9999986359657407, -0.4953197904123096, -0.7662819151893439, -0.5230319649606602, -0.8935764822877988, -0.9959725811539154]",[1],J0152.2+3707,bcu,bcu,J0152.2+3714,bcu,J0152.2+3714,bcu,J0152.2+3714,bcu,AGN,AGN,AGN,AGN
157,J0152.2+2206,fsrq,J0151.6+2205,"[2.70941162109375, 2.646530866622925, 2.3956921100616455, 36.986419677734375, -28.401620349859627, -28.115103352332547, -28.12723483650791, -28.18329739130459, -23.79201429680098, 0.10684531927108765, 0.4646327793598175, 1.9732338190078735, 13.695157051086426, 0.04878404122940702, -0.7028080296563132, -0.7509540713813916, -0.7977970765598311, -0.9999999900349403, 0.9997771066468577]",[1],J0151.6+2205,fsrq,fsrq,J0152.2+2206,fsrq,J0152.2+2206,fsrq,J0152.2+2206,fsrq,AGN,AGN,AGN,AGN
158,J0152.6+0147,bll,J0152.6+0148,"[1.9550901651382446, 1.9800834655761719, 1.9167935848236084, 15.229206085205078, -32.242513526617685, -32.11891403388812, -27.91694017222703, -32.17745393287048, -23.482289600409036, -0.01923108659684658, 0.19387520849704742, 0.6845850348472595, 24.94210433959961, -0.2893648726541278, -0.4633479050226459, -0.5121882449991484, -0.4380714366089167, -0.5001418276968775, -0.25949660766039273]",[1],J0152.6+0148,bll,bll,J0152.6+0147,bll,J0152.6+0147,bll,J0152.6+0147,bll,AGN,AGN,AGN,AGN
159,J0153.0+7517,bll,J0152.8+7517,"[2.0319437980651855, 1.983725905418396, 1.8518341779708862, 7.004396438598633, -33.00722681474228, -32.74457110796372, -28.180594957532115, -32.83247519066427, -23.67095794181676, 0.06945794075727463, 0.0, 1.4939197301864624, 14.077804565429688, -0.819845149909502, -0.27766466960819924, -0.42567523125440127, -0.540179154676585, -0.5077655397153334, -0.6209242893104558]",[1],J0152.8+7517,bll,bll,J0153.0+7517,bll,J0153.0+7517,bll,J0153.0+7517,bll,AGN,AGN,AGN,AGN
160,J0153.4+7114,rdg,J0153.4+7114,"[1.8987863063812256, 1.9188586473464966, 2.0348076820373535, 7.7974653244018555, -34.35182985842062, -34.258372667356994, -28.146531006662464, -34.34359212810685, -23.551165019490927, -0.03091052733361721, 0.24562059342861176, 0.7439292669296265, 10.68677043914795, -0.9270859638624, 0.9984461376284769, -0.762798137594345, -0.38600619019674826, -0.39815308512701514, -0.5365882351169344]",[1],J0153.4+7114,bcu,rdg,J0153.4+7114,rdg,J0153.4+7114,rdg,J0153.4+7114,rdg,AGN,AGN,AGN,AGN
161,J0153.9+0823,bll,J0154.0+0824,"[1.938360333442688, 1.8061968088150024, 1.6296168565750122, 35.617401123046875, -31.008208381182474, -30.79079750063599, -27.539855670112253, -30.852173747062565, -23.126087035157703, 0.08228128403425217, 0.30383309721946716, 3.50525164604187, 35.95888137817383, -0.1826918660688973, -0.3223432438516252, -0.47783716430366346, -0.32377911251972274, -0.5748518483313694, -0.8104233025374967]",[1],J0154.0+0824,bll,bll,J0153.9+0823,bll,J0153.9+0823,bll,J0153.9+0823,bll,AGN,AGN,AGN,AGN
162,J0155.0+4433,bll,J0154.9+4433,"[2.1793875694274902, 1.9751873016357422, 1.6170635223388672, 19.130857467651367, -31.300539039524345, -30.859178658285387, -28.442291806472593, -30.98677051362086, -23.611931147527653, 0.26038283109664917, 0.358185738325119, 3.6190929412841797, 13.936826705932617, 0.9866379828293527, -0.10959548271406147, -0.4778110746270891, -0.7236006693833169, -0.6549254316252437, -0.3975263531350035]",[1],J0154.9+4433,bll,bll,J0155.0+4433,bll,J0155.0+4433,bll,J0155.0+4433,bll,AGN,AGN,AGN,AGN
163,J0156.5+3914,bcu,J0156.3+3913,"[2.4185914993286133, 2.40407133102417, 2.3789587020874023, 57.493125915527344, -30.0782958015611, -29.88005799122897, -28.255699365984025, -29.99125700922969, -23.736957713363072, 0.024493977427482605, 0.5900343060493469, 0.5943436026573181, 17.51325035095215, -0.0778110426574672, -0.5814409209025664, -0.7482967018896671, -0.6088203579080342, -0.7131420251105968, -0.6517663633071576]",[1],J0156.3+3913,bcu,bcu,J0156.5+3914,bcu,J0156.5+3914,fsrq,J0156.5+3914,fsrq,AGN,AGN,AGN,AGN
164,J0156.8-4744,bll,J0156.9-4742,"[2.310091733932495, 2.38199520111084, 2.32096791267395, 3.117746591567993, -31.54679581567393, -31.490112729252044, -28.532697874447717, -31.522176255958087, -24.096051161424626, -0.06351403146982193, 0.0, 1.2222541570663452, 9.642062187194824, -0.7153295948520947, -0.6075687749200189, -0.7966421296582408, -0.3679007402083671, -0.3690240694418512, -0.999580894758259]",[1],J0156.9-4742,bcu,bll,J0156.8-4744,bll,J0156.8-4744,bll,J0156.8-4744,bll,AGN,AGN,AGN,AGN
165,J0156.9-5301,bll,J0157.0-5301,"[1.7387460470199585, 1.6254193782806396, 1.5147380828857422, 43.41682052612305, -33.35473959441447, -32.97764420247758, -28.03678285552757, -33.136843886195365, -23.809108848562712, 0.09686428308486938, 0.5268844366073608, 2.3530352115631104, 21.779499053955078, -0.766253010256591, -0.5970962957385116, -0.04770536074027621, -0.3376276083138256, -0.5924328550379708, -0.09848862606947587]",[1],J0157.0-5301,bll,bll,J0156.9-5301,bll,J0156.9-5301,bll,J0156.9-5301,bll,AGN,AGN,AGN,AGN
166,J0157.7-4614,fsrq,J0157.9-4615,"[2.4165122509002686, 2.217942953109741, 1.7387986183166504, 83.59921264648438, -29.87052356487101, -29.532939114572226, -27.94569407583397, -29.569443251122042, -23.618082578627135, 0.24512945115566254, 0.6497080326080322, 4.152400016784668, 20.141904830932617, 0.9956906259343191, -0.44055653313739107, -0.6660970080717773, -0.7986193761859552, -0.8659881026612506, -0.9990581544370939]",[1],J0157.9-4615,fsrq,fsrq,J0157.7-4614,fsrq,J0157.7-4614,fsrq,J0157.7-4614,fsrq,AGN,AGN,AGN,AGN
167,J0158.5-3932,bll,J0158.6-3931,"[2.0406055450439453, 1.9760384559631348, 1.8950203657150269, 40.75382614135742, -31.41960954938848, -31.14465083969126, -28.12513215275775, -31.277567498264403, -23.643258051860986, 0.07123588770627975, 0.4233286380767822, 2.1958415508270264, 23.848915100097656, 0.9955967601954242, -0.36838969679044814, -0.5343089848867383, -0.60953199217125, -0.5347049525766738, -0.5164907539604758]",[1],J0158.6-3931,bll,bll,J0158.5-3932,bll,J0158.5-3932,bll,J0158.5-3932,bll,AGN,AGN,AGN,AGN
168,J0159.5+1046,bll,J0159.4+1046,"[2.0457382202148438, 2.0079665184020996, 1.9200483560562134, 19.945430755615234, -31.77022971563581, -31.555879598605095, -27.95846621724877, -31.646785065705956, -23.466034428682445, 0.038706667721271515, 0.2956552803516388, 1.1724271774291992, 21.2680721282959, 0.758549110926994, -0.4680020830116533, -0.49607626769993396, -0.6471576541453822, -0.3295180516850922, -0.5749500124846967]",[1],J0159.4+1046,bll,bll,J0159.5+1046,bll,J0159.5+1046,bll,J0159.5+1046,bll,AGN,AGN,AGN,AGN
169,J0159.7-2740,bll,J0159.8-2741,"[2.0574631690979004, 1.9909007549285889, 1.845116376876831, 9.156908988952637, -31.78719174204204, -31.478294734091367, -28.349828074258692, -31.595121308345277, -23.852795750747926, 0.08459386974573135, 0.1615278571844101, 1.6192973852157593, 16.152484893798828, 0.9988482899872054, -0.41777179257495123, -0.46841996491848725, -0.5716387998259923, -0.544801716133517, -0.6902519275488298]",[1],J0159.8-2741,bll,bll,J0159.7-2740,bll,J0159.7-2740,bll,J0159.7-2740,bll,AGN,AGN,AGN,AGN
170,J0200.6-6637,bcu,J0200.9-6635,"[2.5122482776641846, 2.503977060317993, 2.437129259109497, 43.338218688964844, -30.177772687052666, -30.000215317147294, -28.416125758179085, -30.073587198285832, -24.02514970018347, 0.024364138022065163, 0.5147587656974792, 0.5443211197853088, 13.89359188079834, -0.4642208347205035, -0.618839910493965, -0.7658425857410407, -0.5730435469788149, -0.7948814946710976, -0.9986592816008943]",[1],J0200.9-6635,bcu,bcu,J0200.6-6637,fsrq,J0200.6-6637,fsrq,J0200.6-6637,fsrq,AGN,AGN,AGN,AGN
171,J0202.4+0849,fsrq,J0202.3+0851,"[1.8276981115341187, 1.7018097639083862, 1.1384820938110352, 13.444212913513184, -34.00324992479609, -33.48572122821742, -28.380765561200196, -33.52168868601157, -23.92772762773638, 0.22294892370700836, 0.375896155834198, 1.9993724822998047, 6.790362358093262, 0.9885506884917744, -0.9550647391745345, 0.28824245506089347, -0.18060521488340153, -0.48382743053743216, -0.7298237229810824]",[1],J0202.3+0851,fsrq,fsrq,J0202.4+0849,fsrq,J0202.4+0849,fsrq,J0202.4+0849,bll,AGN,AGN,AGN,AGN
172,J0202.7+4204,bll,J0202.5+4206,"[2.19282865524292, 2.058882713317871, 1.7181804180145264, 28.121320724487305, -32.02001555655296, -31.708896321042573, -28.42958107605257, -31.768893467387358, -23.95520706300837, 0.12665365636348724, 0.8137991428375244, 1.3246880769729614, 6.832756042480469, -0.8802297657618443, 0.801974928332111, -0.6680455060449697, -0.4152237336707695, -0.7823630286562855, -0.9994933079558723]",[1],J0202.5+4206,bll,bll,J0202.7+4204,bll,J0202.7+4204,bll,J0202.7+4204,bll,AGN,AGN,AGN,AGN
173,J0202.9-0225,bcu,J0203.1-0227,"[1.9459309577941895, 1.881209135055542, 1.6820367574691772, 3.719968557357788, -33.42254673505188, -33.196593742767156, -28.39230361059962, -33.261914311833856, -23.887668022083087, 0.05380530282855034, 0.0, 0.6402552127838135, 6.701873302459717, -0.9903741918269378, 0.9963498688315042, -0.4334385903066226, -0.3756790439313707, -0.8597839490219324, 0.3741112882105719]",[1],J0203.1-0227,bcu,bcu,J0202.9-0225,bcu,J0202.9-0225,bcu,J0202.9-0225,bcu,AGN,AGN,AGN,AGN
174,J0203.6+7233,bll,J0204.0+7234,"[2.243953227996826, 2.2208147048950195, 2.070601463317871, 29.505813598632812, -32.56984464314502, -32.39002844861737, -27.69793559203601, -32.480115666239996, -23.413220384593412, 0.04595206677913666, 0.5914025902748108, 0.882571280002594, 10.957914352416992, 0.8991029597660263, -0.18839642600170223, -0.6357715868401682, -0.5717117247774562, -0.5683154888630656, -0.7346259995611009]",[1],J0204.0+7234,bll,bll,J0203.6+7233,bll,J0203.6+7233,bll,J0203.6+7233,bll,AGN,AGN,AGN,AGN
175,J0203.7+3042,bll,J0203.6+3043,"[2.223970890045166, 2.1348938941955566, 1.9533637762069702, 784.1946411132812, -29.92989296041493, -29.688395389241474, -27.580780065901102, -29.75602855965465, -23.09839024835395, 0.1007835865020752, 1.2147835493087769, 4.9991230964660645, 44.76860427856445, -0.33935907689561456, -0.41781686949341773, -0.6014998524735483, -0.5995400358847841, -0.7663550689190245, -0.7561672097378728]",[1],J0203.6+3043,bll,bll,J0203.7+3042,bll,J0203.7+3042,bll,J0203.7+3042,bll,AGN,AGN,AGN,AGN
176,J0204.3+2417,bcu,J0204.2+2420,"[1.9130173921585083, 1.6949505805969238, 1.152503252029419, 13.894061088562012, -33.92303667432517, -33.55431301681478, -28.512633915288145, -33.55202633816959, -23.997563553521086, 0.19186435639858246, 0.7621272802352905, 1.3155255317687988, 5.961608409881592, 0.9928466740805778, -0.6520674919546688, -0.6171426917355246, -0.3676936805786555, -0.08946128825787021, -0.9998909648678843]",[1],J0204.2+2420,bcu,bcu,J0204.3+2417,bll,J0204.3+2417,bll,J0204.3+2417,bll,AGN,AGN,AGN,AGN
177,J0204.8+1513,bcu,J0205.0+1510,"[2.3740837574005127, 2.2341268062591553, 1.911508560180664, 39.411251068115234, -29.642138619532172, -29.369325067785407, -28.008987705597452, -29.427038221775668, -23.479306173482644, 0.14189504086971283, 0.42912453413009644, 3.116670608520508, 18.39463996887207, 0.15352781654432487, -0.5821346500544831, -0.5914371160469973, -0.6917733681933393, -0.8765886603508667, -0.9999999992281124]",[1],J0205.0+1510,bcu,bcu,J0204.8+1513,bcu,J0204.8+1513,bcu,J0204.8+1513,bcu,AGN,AGN,AGN,AGN
178,J0205.0-1700,fsrq,J0205.2-1700,"[2.698188304901123, 2.576251745223999, 2.3719449043273926, 136.06594848632812, -27.18602796901636, -26.975161040120053, -28.19340085885227, -27.0446655170811, -23.667321817946064, 0.10512076318264008, 0.5035516023635864, 3.012495279312134, 28.368080139160156, -0.3486681501212523, -0.6738487433694862, -0.7846356542774292, -0.8761486167989548, -0.9998294486485721, -0.9694479352691198]",[1],J0205.2-1700,fsrq,fsrq,J0205.0-1700,fsrq,J0205.0-1700,fsrq,J0205.0-1700,fsrq,AGN,AGN,AGN,AGN
179,J0205.2+3212,fsrq,J0204.8+3212,"[2.669656276702881, 2.6433322429656982, 2.4273762702941895, 251.07223510742188, -28.72349504855973, -28.456038836272327, -27.95322236170764, -28.49569829471991, -23.630479751244238, 0.09515191614627838, 0.8246268033981323, 2.585728406906128, 22.609275817871094, -0.07815929343649847, -0.6976435232252316, -0.7868864518562168, -0.7432869163363587, -0.9026025218788686, -0.3550580719686936]",[1],J0204.8+3212,fsrq,fsrq,J0205.2+3212,fsrq,J0205.2+3212,fsrq,J0205.2+3212,fsrq,AGN,AGN,AGN,AGN
180,J0205.7+6449,PSR,J0205.5+6448,"[2.4665019512176514, 2.428987503051758, 1.983994722366333, 5.4596052169799805, -29.296992417251452, -29.018619433417058, -27.07588001105917, -29.013625925352024, -22.63040342296229, 0.15659067034721375, 0.0, 9.544778823852539, 66.27400207519531, -0.11874862244448979, -0.4892147650172424, -0.6905684594121207, -0.7584386218872747, -0.8789692508988386, -0.47519603612591094]",[0],J0205.5+6448,PSR,PSR,J0205.7+6449,PSR,J0205.7+6449,PSR,J0205.6+6449e,PWN,PSR,PSR,PSR,AGN
181,J0205.7+6449,PSR,J0205.5+6448,"[2.4665019512176514, 2.428987503051758, 1.983994722366333, 5.4596052169799805, -29.296992417251452, -29.018619433417058, -27.07588001105917, -29.013625925352024, -22.63040342296229, 0.15659067034721375, 0.0, 9.544778823852539, 66.27400207519531, -0.11874862244448979, -0.4892147650172424, -0.6905684594121207, -0.7584386218872747, -0.8789692508988386, -0.47519603612591094]",[0],J0205.5+6448,PSR,PSR,J0205.7+6449,PSR,J0205.7+6449,PSR,J0205.7+6449,PSR,PSR,PSR,PSR,AGN
182,J0206.4-1151,fsrq,J0206.4-1150,"[2.4183433055877686, 2.399733543395996, 2.2687301635742188, 138.3014678955078, -29.5515796574981, -29.336382096140444, -28.1003701053813, -29.38910083833849, -23.52006631711333, 0.04121536761522293, 0.6169430613517761, 1.4464302062988281, 27.151046752929688, -0.4028432027632587, -0.626035885654266, -0.6848641625867118, -0.5981190419214164, -0.8371119266314507, -0.999735030654592]",[1],J0206.4-1150,fsrq,fsrq,J0206.4-1151,fsrq,J0206.4-1151,fsrq,J0206.4-1151,fsrq,AGN,AGN,AGN,AGN
183,J0207.4-3855,bcu,J0207.9-3846,"[2.3687331676483154, 2.1143481731414795, 1.2797662019729614, 4.730271816253662, -30.662965492835728, -30.153973841488835, -28.58915930946643, -30.238908238734048, -24.068854521430875, 0.362453430891037, 0.0, 2.392061710357666, 8.858854293823242, -0.40961364882011986, -0.3494857354014908, -0.648920576150761, -0.8221111450419096, -0.6459501703244058, -0.9999997802212732]",[1],J0207.9-3846,bcu,bcu,J0207.4-3855,bcu,J0207.4-3855,bll,J0207.4-3855,bll,AGN,AGN,AGN,AGN
184,J0208.3-6838,bll,J0208.0-6838,"[2.2343811988830566, 2.2303104400634766, 2.1981427669525146, 18.60085105895996, -31.922250614775525, -31.77707990246557, -28.552864272063395, -31.85414500345904, -24.090368354683307, 0.007066347170621157, 0.29524534940719604, 0.16036006808280945, 11.266610145568848, 0.9803293070830147, -0.6138951807585058, -0.7046345879774437, -0.626727328354887, -0.3859134400934832, -0.7700190696581265]",[1],J0208.0-6838,bll,bll,J0208.3-6838,bll,J0208.3-6838,bll,J0208.3-6838,bll,AGN,AGN,AGN,AGN
185,J0208.6+3523,bll,J0208.6+3522,"[1.8795127868652344, 1.8274719715118408, 1.6394954919815063, 5.395402908325195, -33.658881798017255, -33.37971177342156, -28.34703899720997, -33.444543344004465, -23.86995358825328, 0.06784850358963013, 0.0, 1.031149983406067, 9.656116485595703, -0.5138144605112066, -0.689150637449644, -0.493963507691749, -0.30170782370569166, -0.5687862074676706, -0.26182527522338783]",[1],J0208.6+3522,bll,bll,J0208.6+3523,bll,J0208.6+3523,bll,J0208.6+3523,bll,AGN,AGN,AGN,AGN
186,J0209.3+4449,bll,J0209.5+4449,"[1.9396365880966187, 1.8057695627212524, 1.5942585468292236, 15.192359924316406, -33.210467533698456, -32.913428023502, -28.37798896843626, -33.01018468705624, -23.899514825888325, 0.08806168287992477, 0.39536812901496887, 1.040195107460022, 10.688108444213867, -0.45737471211005115, -0.6839081876304165, -0.3779202301254769, -0.5182278177060151, -0.4228118247839738, -0.468646128954725]",[1],J0209.5+4449,bll,bll,J0209.3+4449,bll,J0209.3+4449,bll,J0209.3+4449,bll,AGN,AGN,AGN,AGN
187,J0209.3-5228,bll,J0209.4-5229,"[1.8494272232055664, 1.8159229755401611, 1.742280125617981, 48.726837158203125, -32.19455156108861, -31.964445921172867, -27.66208160771241, -32.076861712999516, -23.37459622199227, 0.02422206476330757, 0.31180548667907715, 1.1696351766586304, 44.42600631713867, 0.9971850526663549, -0.48059551040449605, -0.5365986806837035, -0.32454599763038555, -0.5120989807827895, -0.3506201437184372]",[1],J0209.4-5229,bll,bll,J0209.3-5228,bll,J0209.3-5228,bll,J0209.3-5228,bll,AGN,AGN,AGN,AGN
