,3fgl,3fgl_features,3fgl_labels
371,J1112.0-6135,"[2.6534743309020996, 4.020319111280923, -25.92207942607483, -26.26254933071577, 2.2086945078866553, -0.840069488887389]",[1]
372,J1112.1+0500,"[2.093238115310669, 3.778524309674209, -30.359554334995355, -27.752694151718384, -3.112803746999108, -0.38609855243904645]",[1]
373,J1112.1+1034,"[2.4849390983581543, 3.7314326153157027, -28.507192320013317, -27.79312669668582, -0.0807816759071814, -0.719833554057662]",[1]
374,J1113.1-4515,"[2.3235700130462646, 3.706934190069358, -29.585389345646025, -27.523732086445275, 0.22696780681965256, -0.8334463581380731]",[1]
375,J1115.0-0701,"[2.1085550785064697, 4.464618182451281, -29.402845468372547, -27.64704958447174, -2.8687856399896843, -0.768692297149246]",[1]
376,J1116.7-4854,"[2.4596140384674072, 4.147869829185825, -27.870040311316675, -27.462486960818108, 0.676228843894364, -0.8555092921924812]",[1]
377,J1117.2-5338,"[2.002666473388672, 4.207270193501997, -29.87679820307908, -27.38001032639201, 0.24704909619735296, -0.7040247471821091]",[1]
378,J1117.7+0217,"[2.15327525138855, 4.014583133014835, -29.54647535354476, -27.791573226797176, 0.37250958124092237, -0.7318561715729444]",[1]
379,J1119.8-2647,"[1.8328776359558105, 3.9903480710554224, -31.930890346370585, -27.764431275117854, -0.17835606493008657, -0.626833556740907]",[1]
380,J1119.9-2204,"[1.8113669157028198, 4.137113634564844, -25.76472812681654, -27.599438084483065, 2.2676848746607123, -0.7649850827899005]",[1]
381,J1120.6+0713,"[2.0271332263946533, 4.248311683769417, -27.761686585196653, -27.89837101657046, 1.6817069411968548, -0.2996627321858357]",[1]
382,J1123.3-2529,"[2.287562370300293, 3.8026634833418376, -28.75939844681111, -27.78392208927945, -0.05405102880621044, -0.45200109169498787]",[1]
383,J1123.6-4558,"[2.1941184997558594, 3.4659963411803756, -29.917302605119087, -27.60333153973513, -0.003582928133069502, -0.0072369474119960055]",[1]
384,J1125.1-5803,"[1.8770670890808105, 3.633244557530555, -32.664227096933736, -27.223331897123497, 0.6705578260625736, -0.3275308979614267]",[1]
385,J1126.8-5001,"[2.4260032176971436, 3.70360246120964, -27.34441976765897, -27.549161639691004, 0.5825095827119594, -0.8617626382430472]",[1]
386,J1128.6-5434,"[2.555413246154785, 3.6629068688841246, -24.25926443825151, -27.390050249459087, 1.4414614421936185, -0.9348337595326063]",[1]
387,J1128.7-6232,"[2.708350896835327, 3.8106762169214377, -26.610262595163167, -26.714569071778456, 1.7468590395266093, -0.17567882642944696]",[1]
388,J1129.0+3758,"[2.2883708477020264, 3.8011106245790476, -28.83602204133473, -27.484564373691978, 0.944145190576881, -0.7617515358705458]",[1]
389,J1130.7-7800,"[1.740262508392334, 3.8425270668375204, -31.86554392451965, -27.51466345216207, 0.8561008552678195, -0.2797164013449894]",[1]
390,J1132.0-4736,"[2.1137707233428955, 3.461744629448992, -30.084545950544133, -27.70334107406231, -0.6223347495284817, -0.3090532300532236]",[1]
391,J1139.0-6244,"[2.274595260620117, 3.382675089020219, -27.265008458833297, -26.521551086486525, 0.9341028562865595, -0.7980749366827464]",[1]
392,J1142.1-6941,"[2.6594715118408203, 3.9830791562320815, -27.37613846282033, -27.22698630178302, -0.4169225214509174, -0.8585206483289326]",[1]
393,J1146.1-0640,"[1.9208452701568604, 3.5155818853543837, -31.31735460096426, -27.73469427053295, 0.6825495460012045, -0.5918762678654941]",[1]
394,J1149.1+2815,"[2.5828683376312256, 3.832385965734885, -27.934287982427925, -27.809132314921044, -0.24214343559480764, -0.8195002544733766]",[1]
395,J1150.7-4816,"[2.3295881748199463, 3.4969865958071473, -29.187729236731183, -27.736820327714096, -0.14104637975912387, -0.6276457551806572]",[1]
396,J1151.5+0957,"[2.221489429473877, 3.7625706041690044, -29.762357743698576, -27.885943000188387, -1.4173463201068428, -0.7968533980635183]",[1]
397,J1151.8-6108,"[2.4333627223968506, 3.8676329176743534, -27.443364403040377, -26.82138666573839, 0.8235445724915215, -0.753610819255914]",[1]
398,J1155.3-1112,"[1.5344934463500977, 3.5473606411666627, -33.05572180961314, -27.63746694017981, 1.0032994067829044, 0.7098963671169605]",[1]
399,J1200.4+0202,"[2.035517692565918, 4.021621324553269, -29.73821768792108, -27.722385508007935, 0.48497978098194827, -0.7262024913852795]",[1]
400,J1200.9-1432,"[2.2530088424682617, 3.9961779877222674, -29.565767418754, -27.71358722762043, 0.15208346505759035, -0.7338158732436899]",[1]
401,J1203.9-1745,"[2.1690831184387207, 3.871943488549897, -29.6950735805957, -27.842393931632376, 0.8106348514538044, -0.5001739473846976]",[1]
402,J1205.9+3315,"[2.7144649028778076, 3.749401118683075, -27.22355578131168, -27.90958848134429, 0.6484088682474283, -0.7882595495557669]",[1]
403,J1206.4-7123,"[2.680323839187622, 3.7683808564853223, -26.00328022457101, -27.418825356221358, 0.8173210915007963, -0.9158767453536327]",[1]
404,J1208.0-6901,"[2.4838180541992188, 3.6405009540853017, -27.247369638746104, -27.407396385367036, 0.7365740786264707, -0.8844686602973736]",[1]
405,J1208.4-6239,"[2.3879847526550293, 4.165737200888863, -27.24383782781099, -26.03892865393875, 1.7572167277948993, -0.4251800184566806]",[1]
406,J1209.9+7607,"[2.397963285446167, 3.7200466533297236, -28.540879965097336, -28.11373940349157, -0.3000802442493672, -0.8323271149918803]",[1]
407,J1210.1-2742,"[2.593153238296509, 4.479639452287525, -27.006066471133973, -27.50085984174644, -2.728621273966265, -0.8535254575207271]",[1]
408,J1211.8+6413,"[2.433651924133301, 3.6303846446216754, -29.172870230222756, -28.201702038340855, -0.021586838007042645, -0.7814701308421553]",[1]
409,J1213.9-4412,"[2.269362211227417, 3.8732131453631746, -28.128290334428403, -27.58074490681267, 0.03947602685618167, -0.7967289315420516]",[1]
410,J1214.4-2315,"[2.382582902908325, 3.6317653907560525, -28.499028807200386, -27.605242493972046, -0.46815616236458985, -0.810448998808719]",[1]
411,J1215.9-1926,"[2.4142911434173584, 3.503434356539115, -28.253105589952845, -27.730146448839026, -2.7974040578930994, -0.84934602013051]",[1]
412,J1216.6-0557,"[2.4830029010772705, 4.001938759211215, -27.97716814491473, -27.59125125072198, 0.22791587139665462, -0.8819729800745663]",[1]
413,J1220.0-2502,"[2.252659559249878, 3.942524889309333, -29.968402002076942, -27.67418299670512, -0.08614399634274428, -0.6475412380770873]",[1]
414,J1220.1-3715,"[2.04681396484375, 3.736763944292881, -30.248671753077662, -27.741986653684517, -0.23646333830710425, -0.4875002622414309]",[1]
415,J1220.3+6055,"[2.5170960426330566, 3.9028677594122185, -28.915605885617232, -28.12744953400855, 0.10989916726332614, -0.7320139897525388]",[1]
416,J1221.5-0632,"[2.2497928142547607, 3.9615904117607017, -28.13364499691285, -27.569538356866893, 0.7176262170787437, -0.8002278715146565]",[1]
417,J1222.7+7952,"[1.737262487411499, 3.8462244948736504, -33.096615163517555, -28.004475286282815, -0.7525014474369156, 0.0766270123518166]",[1]
418,J1223.0-5622,"[2.7757954597473145, 3.766646396095434, -25.268976669973075, -27.2555199815267, 0.765482635071296, -0.8992626971239475]",[1]
419,J1223.2+1215,"[2.213142156600952, 3.670978212465342, -29.465777515490732, -27.82998838322156, 0.5906881514578074, -0.7708587882996998]",[1]
420,J1223.3+0818,"[1.9848448038101196, 3.695785237890264, -30.43284787067713, -27.793197589467596, 0.5411057592890886, -0.6750667656379066]",[1]
421,J1225.4-3448,"[1.7596994638442993, 3.524079878469234, -32.943216170198085, -27.879167993287226, -1.2934448466586834, -0.45591041773718305]",[1]
422,J1225.9+2953,"[1.940499186515808, 4.0611768073927115, -28.224607062912035, -27.65841426353109, 1.6443147180194828, -0.5925791530012392]",[1]
423,J1228.4-0317,"[2.271963357925415, 3.943172196987055, -29.18138253517937, -27.683793949197668, -6.159318768574355, -0.711616210202284]",[1]
424,J1231.6-5113,"[2.276258707046509, 3.8459516532039824, -24.863114845170376, -27.46062125294953, 1.725285363625425, -0.8952122717693243]",[1]
425,J1231.6+4825,"[2.5151476860046387, 3.7928471316316053, -28.148592346988686, -27.732541942065314, -0.10355377037396707, -0.8412280323990986]",[1]
426,J1231.7-6513,"[2.4243836402893066, 3.873511873226416, -26.545193515961028, -26.956838055905973, 1.2464098193765947, -0.8730607110199751]",[1]
427,J1232.3+1701,"[1.8371741771697998, 3.716371389184417, -31.216091399149843, -27.717487350976395, 0.08329132528444197, -0.2525396619635581]",[1]
428,J1232.5-3720,"[1.9247106313705444, 4.034229835411524, -31.408858034764556, -27.762504292336764, -0.2177023066999128, -0.6694356949139665]",[1]
429,J1232.8+1332,"[2.6706228256225586, 3.929670551380228, -27.177629513900964, -27.510845440355055, 0.3528655648521636, -0.9054223780560777]",[1]
430,J1234.7-0437,"[1.6491081714630127, 3.8643974536668613, -33.17724623548202, -27.701478449606498, 0.3921482557326515, -0.41360317288987014]",[1]
431,J1236.5-6154,"[2.367539167404175, 3.9807113057984402, -28.708049169234453, -26.622755526541123, 0.19192089672751836, -0.8511594757874066]",[1]
432,J1236.6-7050,"[2.2077085971832275, 3.945249626427112, -29.631720373879503, -27.393770418899603, -0.9626705118708428, -0.3531847851755012]",[1]
433,J1239.1-1158,"[3.0667128562927246, 3.908514584551278, -24.528206106603417, -27.61381303923293, 1.066453159563654, -0.8642383187958126]",[1]
434,J1240.3-7149,"[1.9647562503814697, 4.249966414506107, -30.310576929244593, -27.313725237693912, -1.262893463165315, -0.7337572323865684]",[1]
435,J1244.2-6227,"[2.32393479347229, 3.7110156528937477, -28.05230131212654, -26.492638823129916, 1.084500529903615, -0.1147048165529895]",[1]
436,J1244.3-5515,"[2.620091199874878, 3.833724559133829, -26.101936355972743, -27.311136359556095, -0.08343750410891851, -0.8530713960552472]",[1]
437,J1249.1-2808,"[2.0666720867156982, 3.908716611489222, -29.861728649458893, -27.66769315801608, -0.7370601241566249, -0.753040716949927]",[1]
438,J1249.5-0546,"[2.4129111766815186, 3.962599757454958, -29.10163244425566, -27.427028551229668, -0.5079840001861807, -0.2822702071390615]",[1]
439,J1250.2-0233,"[1.0975341796875, 3.2759363275904136, -35.1643388742566, -27.538466062568922, -0.31440008796586366, -0.07584176010477968]",[1]
440,J1251.0-4943,"[2.0301764011383057, 3.590714106996277, -30.27918942385717, -27.55255936054291, 0.5385347362938964, -0.3217067596660109]",[1]
441,J1256.1-5703,"[2.692498207092285, 3.9332998609836305, -25.98950880825694, -27.10084344998542, 1.1860140594720805, -0.911887232937457]",[1]
442,J1257.0-6338,"[2.243342876434326, 4.749456590611618, -28.469475726503614, -26.528061464456627, -0.03949588605015364, -0.7862667929627465]",[1]
443,J1258.4+2123,"[2.6436984539031982, 3.7684422457616567, -28.03419173613642, -27.567716246369987, 1.0638075778705425, -0.5318597994375424]",[1]
444,J1259.3-8151,"[2.438915491104126, 3.7821659715386184, -28.099664610533466, -27.500320176556997, 0.5902264567221599, -0.8632179114331698]",[1]
445,J1259.5-3231,"[2.714160680770874, 4.120455545969162, -25.77585765863509, -27.439804458487178, -3.299476021451219, -0.9178312285281848]",[1]
446,J1301.5+3333,"[2.3971707820892334, 4.142459963432439, -28.351197353085656, -27.836757669899452, 0.9986343686822006, -0.8348671018006628]",[1]
447,J1304.6+1200,"[2.3732213973999023, 3.9635537403439454, -28.275621605479845, -27.74589359912534, 0.8169165955347909, -0.8506974334836437]",[1]
448,J1306.4-6043,"[1.9560455083847046, 3.5748209035210303, -26.62735703256379, -26.712971105424465, 1.9695424848254088, -0.6740841749769497]",[1]
449,J1306.8-4031,"[2.540673017501831, 3.77914229740734, -25.783604610045373, -27.499691236118263, -1.1478072055734214, -0.8843876844372179]",[1]
450,J1308.7-5738,"[2.6785476207733154, 3.5211710996074363, -26.531270705480775, -27.076485278435033, -2.046367302869273, -0.875510344677307]",[1]
451,J1309.0+0347,"[2.0854721069335938, 3.7597302888659945, -30.32756655344907, -27.938286830475672, 1.0058030495028805, -0.6805765337014764]",[1]
452,J1311.8-6230,"[2.4584250450134277, 3.832719192236166, -26.613649968881553, -26.173276046008784, -0.25067908285821877, -0.8562812336777418]",[1]
453,J1312.3+8513,"[2.568401336669922, 3.365570032719976, -27.726387490085138, -27.869433058686607, 0.29965142384211824, -0.8081421715690054]",[1]
454,J1315.7-0732,"[2.019185781478882, 4.283317234276515, -29.280657620896438, -27.509005318849095, -1.6368272522400715, -0.6607206249171457]",[1]
455,J1316.2-6446,"[2.7886390686035156, 4.664243527640846, -24.328644335243514, -26.771072881117675, 0.507264230092364, -0.8896548487850197]",[1]
456,J1317.6-6315,"[2.4874305725097656, 3.9226413272249196, -27.27675215879922, -26.404367985212485, 1.5766425042429315, -0.25101029298749056]",[1]
457,J1323.2-3901,"[2.522632360458374, 3.5705811346978114, -27.7750819514725, -27.44335541613753, -0.40563129966685024, -0.8586670144340427]",[1]
458,J1325.2-5411,"[2.4746484756469727, 3.455899588535829, -27.428128043918722, -27.128544740583084, 0.9357413540020375, -0.8448111599850548]",[1]
459,J1326.2-4651,"[2.69462513923645, 3.7122363100597093, -26.273315717169094, -27.190021234512724, -1.5486364277223807, -0.19049437883110729]",[1]
460,J1329.1-0536,"[2.351588249206543, 3.92453677258975, -29.295892726669994, -27.250776824549916, -0.33674603823490734, -0.7948995383989433]",[1]
461,J1329.8-6109,"[2.106318712234497, 4.019309521600976, -27.411403357379314, -26.75977389397214, 1.5162276913943173, -0.7127650862689636]",[1]
462,J1330.4+5641,"[2.9955639839172363, 3.913824665155535, -25.94620588915407, -27.968848659913682, -0.04749411759902243, -0.7870356975074004]",[1]
463,J1333.8-4417,"[2.686521530151367, 3.8672036534984247, -26.712523308143716, -27.321789425510573, -1.6632427065387092, -0.8441802964658367]",[1]
464,J1334.3-4152,"[2.006373643875122, 3.6506221744146434, -32.434277802942475, -27.56534335845642, -0.05092947108583476, -0.45537286158202284]",[1]
465,J1335.1-5655,"[2.337999105453491, 4.192567121979605, -28.342426265921393, -26.99330733285085, 0.5545741028241151, -0.8244690631599978]",[1]
466,J1335.2-4056,"[2.6798620223999023, 3.920543200112662, -26.145140298099484, -27.31040443993068, 0.19731062654918932, -0.8427971588609215]",[1]
467,J1342.4-6904,"[2.6378023624420166, 3.5057529011562836, -27.493112598256573, -27.12847311063439, -0.8777786273706067, -0.8492115231940524]",[1]
468,J1345.1+1949,"[2.6026272773742676, 3.80327592279027, -27.540110162596374, -27.812301387492408, -0.38318039015912836, -0.8410963804073175]",[1]
469,J1346.2-2608,"[2.325758695602417, 3.8181831415792624, -28.083906575372655, -27.699777221943688, 0.7508684217209967, -0.8446136618873641]",[1]
470,J1348.5-7150,"[2.637740135192871, 4.062645872107694, -27.00498410921041, -27.351803848641236, 0.4185367479301735, -0.8206648222105188]",[1]
471,J1348.5-5833,"[2.7931129932403564, 3.8759211905410385, -25.347856706372447, -26.89879062491574, 0.08103722540683851, -0.8642167532173038]",[1]
472,J1350.4-6224,"[2.1646053791046143, 4.064596405277353, -27.661915202674784, -26.45285219779332, 1.8208090247978184, -0.25617185724513314]",[1]
473,J1351.1-2743,"[2.382025957107544, 3.8914475560833854, -29.079292006722255, -27.60259001408758, -1.4219149569495235, -0.7711281051345449]",[1]
474,J1351.8-1524,"[2.4004218578338623, 3.971006086489882, -29.210633297802442, -27.58219869867899, -0.21856032548395937, -0.7988337758810848]",[1]
475,J1358.5-6025,"[2.3573315143585205, 3.973339526498952, -25.16310409654662, -26.326431057844978, 1.7054628323951233, -0.8366443286045829]",[1]
476,J1400.2-2413,"[2.156654119491577, 3.9166165496486376, -28.813242547921146, -27.644304123882968, 1.1896139205807237, -0.8140735863353201]",[1]
477,J1402.7-3240,"[2.443047046661377, 3.8207023468197145, -28.11368678510073, -27.7066958065977, -0.36669592411847285, -0.8554614890526716]",[1]
478,J1403.1+1304,"[2.2657086849212646, 3.8461571063182634, -29.327473681672732, -27.933934255992618, 0.8120506853970635, -0.8558567357536111]",[1]
479,J1404.3-5241,"[2.351574182510376, 4.00670842012781, -28.203039142641348, -27.288027944604377, 0.8336399508390997, -0.8430312445124535]",[1]
480,J1404.7-5844,"[2.041682481765747, 3.6688146502710928, -31.683156221295288, -26.80119179605853, 0.2500930325376202, -0.2670396478506743]",[1]
481,J1405.4-6119,"[2.4550364017486572, 3.7827082612930436, -26.55527867753093, -25.794687541037558, 1.9448461000539263, -0.8037285655736793]",[1]
482,J1408.0-2924,"[2.6859099864959717, 3.764375638759616, -25.764984908320475, -27.691599054374418, 1.1995124551768137, -0.9225411530791691]",[1]
483,J1409.2-3743,"[2.698871612548828, 3.774222871121618, -26.103454937294334, -27.583572610760683, -0.9957392932074809, -0.8995689351924874]",[1]
484,J1410.9+7406,"[2.1646029949188232, 3.7724636983133126, -28.649045045759937, -27.982853355434585, 1.0724547154578696, -0.7509355460258692]",[1]
485,J1411.1+3717,"[2.4779751300811768, 3.718086742448675, -28.48266956688483, -27.984869581971935, 0.4040038861919453, -0.8115529705513571]",[1]
486,J1411.4-0724,"[1.8979145288467407, 3.6178127124308124, -32.10124520772264, -27.700731394213022, -0.7097723333603221, -0.10084030367385595]",[1]
487,J1411.8-5743,"[2.542962074279785, 3.761507462086318, -24.980446260735405, -27.112521586130015, 1.5455480862846303, -0.8347642160975421]",[1]
488,J1412.3-6635,"[2.4101507663726807, 3.8684872279389793, -27.48892491099223, -27.25364785047008, 1.4584283068879136, -0.8393062801518539]",[1]
489,J1417.5-4402,"[2.3688080310821533, 4.006981408278322, -27.412102117737263, -27.40851788653511, 0.3841058270448792, -0.8504393787761512]",[1]
490,J1417.7-5026,"[2.485524892807007, 3.7096535904657153, -27.66934997587709, -27.21590748394087, -0.9227951712725733, -0.8442449124311594]",[1]
491,J1419.1-5534,"[2.8162686824798584, 4.011532936018198, -24.645885843983745, -27.046714806206598, -0.8082345372778317, -0.8998369660086775]",[1]
492,J1420.9-4615,"[2.700998544692993, 3.7195675096174825, -26.310203424640875, -27.411145570643235, 0.25243327009113176, -0.8844753524925204]",[1]
493,J1421.0-2431,"[2.200565814971924, 3.7878028991205848, -29.107978407423694, -27.697528552141062, 0.8942036387275387, -0.6417285840722566]",[1]
494,J1421.8-7920,"[2.143589496612549, 3.7738185843804732, -29.816065983697882, -27.65945735805292, 1.0374153630989738, -0.39182592519128834]",[1]
495,J1424.3-1753,"[2.1735172271728516, 3.8991454926385805, -29.340068139446327, -27.64195402210586, -0.412974510212161, -0.7743009261879452]",[1]
496,J1427.2+1610,"[3.0104050636291504, 3.9039988784028377, -25.246432543326293, -27.7726937219582, -2.073163818742146, -0.9212642555325807]",[1]
497,J1430.8-4434,"[2.3501553535461426, 3.8714534643141167, -28.407806879497546, -27.433509599948206, -2.5522583626753055, -0.8193246982521663]",[1]
498,J1431.1-6425,"[2.5913498401641846, 4.151569738099817, -26.48401786394899, -26.995019546945347, 0.718100019335528, -0.9058740671054041]",[1]
499,J1438.6-4209,"[2.321152448654175, 3.5210834651407783, -29.709042606566626, -27.402281425799913, 0.6261027629872078, -0.7517176245823729]",[1]
500,J1444.0-7033,"[2.4485723972320557, 3.634989499888159, -27.974237744596227, -27.50624233034206, -2.940545493058329, -0.8352540316393962]",[1]
501,J1445.7-5925,"[2.341421127319336, 3.686737211350979, -29.04533517589711, -26.125463413679334, 0.2901391139553861, -0.7861755903816702]",[1]
502,J1447.3-5800,"[2.3891756534576416, 3.9458198687018244, -23.223479560549954, -26.522713415583524, 1.477083043010823, -0.902860294869221]",[1]
503,J1456.7-6046,"[2.7192766666412354, 3.885507487160861, -24.243594244222347, -26.10617625492593, 1.7039793954607179, -0.8644221823820578]",[1]
504,J1457.6-6249,"[2.449843406677246, 3.50916622515634, -27.688767637615662, -26.85176462778378, 0.8865215498383179, -0.2860312775139052]",[1]
505,J1457.6-5355,"[2.4186365604400635, 3.648994641100618, -28.610253534552758, -27.037185686753897, 0.4263833761667156, -0.8313173368898493]",[1]
506,J1458.7-2120,"[2.3416848182678223, 3.565469699122172, -27.7697032001443, -27.58508716406072, 0.5784980246636537, -0.8595314174197395]",[1]
507,J1502.2+5553,"[2.5833189487457275, 4.6319298270324465, -26.124959771401898, -27.931022881085536, -3.2472652895696346, -0.8670372324089197]",[1]
508,J1503.5-5801,"[2.4994966983795166, 4.211767538671139, -26.618506387206505, -26.209415646765866, 1.603420565438036, -0.8552901813629556]",[1]
509,J1506.4-0340,"[2.333240270614624, 3.712167924053286, -29.430156937889546, -27.489852947751196, -0.39096748102748824, -0.81317402449131]",[1]
510,J1506.6-6219,"[1.8567168712615967, 3.7802879197947212, -31.536357703150145, -27.07708923007597, -0.3179936220720466, -0.4828939123341317]",[1]
511,J1510.2-5754,"[2.5192601680755615, 4.149609182425773, -26.381402505556334, -25.96460700440214, 0.5798097404843946, -0.8306536620943428]",[1]
512,J1512.3+6622,"[2.228527307510376, 3.9436818325894145, -30.17966802958988, -28.17250660533933, -2.135972480452406, -0.7837537069816634]",[1]
513,J1512.8-5639,"[2.462413787841797, 4.336443569156235, -26.986485253274378, -26.47330144866458, 0.004329000018312382, -0.8509877934959809]",[1]
514,J1513.3-3719,"[1.6849688291549683, 3.3841104581858534, -33.09246953336205, -27.684537374967885, 0.01759140450412219, -0.3768376593708269]",[1]
515,J1513.8-6250c,"[2.5821967124938965, 4.061672691359062, -25.468370081695884, -26.86224150244898, 0.44151299887869233, -0.8375247255998449]",[1]
516,J1517.0+2637,"[2.0013506412506104, 3.3462160450137817, -31.757595434244784, -28.01047258678055, -1.284322118932131, 0.04047850721660553]",[1]
517,J1517.6-4442,"[2.5701637268066406, 3.9081873812297068, -26.78673642462647, -27.239731778073665, 0.4848525736211904, -0.8973331498213157]",[1]
518,J1518.2-5232,"[2.2412147521972656, 4.13566893297169, -27.797941787625522, -27.04656763722827, 1.3068775496882041, -0.8108435861937016]",[1]
519,J1525.8-0834,"[1.6438883543014526, 3.7537853108059362, -33.47757661742876, -27.696664026310994, 0.05156327890021331, -0.0820717631120038]",[1]
520,J1526.3-4505,"[2.517378091812134, 3.955732258467199, -28.04978458643747, -27.114349770798228, 0.4073193970168119, -0.7451442197883789]",[1]
521,J1527.0-3804,"[2.329066038131714, 3.7510797848196367, -29.215440027697515, -27.502535314953114, 0.04382186966446102, -0.7634542717838884]",[1]
522,J1528.1-2904,"[1.6967689990997314, 3.698432788812534, -33.11180860355162, -27.630583631637744, -0.8509586653830741, -0.724009955781257]",[1]
523,J1528.3-5836,"[2.28411602973938, 4.230030747548712, -27.681084362000092, -27.374483838702236, 1.8431791015869798, -0.7074494787010794]",[1]
524,J1528.7-2247,"[2.2422311305999756, 3.732204508432996, -29.170883960218934, -27.602909791523523, 0.7736547330854003, -0.8138338136842785]",[1]
525,J1529.5+6733,"[2.2368366718292236, 3.90396226923896, -29.989900709144425, -28.200958717692465, -0.8447377233785425, -0.7701822785322412]",[1]
526,J1532.0-2618,"[2.182582139968872, 3.8724055705247906, -29.96889753866122, -27.524427109575903, -0.38187004986253786, -0.767186845932893]",[1]
527,J1533.8-5231,"[1.965571641921997, 3.9119150436678676, -30.893637562414643, -27.052107579558903, 0.5876776884282727, -0.13328590350464725]",[1]
528,J1538.4-4656,"[2.849412441253662, 4.1989032886373145, -23.930912935587113, -27.06401915044428, 0.8977430502940871, -0.9397064076296491]",[1]
529,J1539.2-3324,"[1.5535093545913696, 4.058269956889219, -28.07776717915913, -27.603004036815413, 2.26993315879122, 0.20295915580707455]",[1]
530,J1541.6+1414,"[1.975111722946167, 3.642485460869455, -31.65992798759379, -27.687193727488424, -0.4952111105337873, -0.3581888337108211]",[1]
531,J1542.4-5911,"[2.601935625076294, 4.02558408778369, -26.682457520516124, -26.90868500898494, -0.8622088887502898, -0.8839757832365587]",[1]
532,J1543.5-0244,"[2.3925745487213135, 4.173487065779982, -26.990605965968058, -27.565129562874436, 1.405452096680197, -0.8452894376021447]",[1]
533,J1544.1-2555,"[2.3585762977600098, 3.930560222888354, -26.88180954766717, -27.34766576862865, 1.3483427169305906, -0.8596031237905806]",[1]
534,J1544.6-1125,"[2.412781238555908, 3.8601519588532143, -26.649810598593987, -27.292108134602948, 1.3146313694946703, -0.8219401710727334]",[1]
535,J1545.0-6641,"[1.6718508005142212, 3.9979425988439266, -32.800905392215185, -27.615023773045547, 0.26614508419738103, -0.6142375354393087]",[1]
536,J1548.4+1455,"[2.112147092819214, 4.211069887187835, -28.180324505080424, -27.403199310959415, 0.4405648136411943, -0.7034524936772938]",[1]
537,J1549.4-4832,"[2.7419934272766113, 3.4366484109541653, -25.012553786412006, -26.818192558065128, -0.7873123671629413, -0.851914607299587]",[1]
538,J1549.9-3044,"[1.4396121501922607, 3.562710181045399, -33.434453192405115, -27.51844872309284, 0.8084099786714949, 0.5070271180378463]",[1]
539,J1550.4+6027,"[1.8446274995803833, 3.8022341777967554, -31.468974816402206, -27.93714093436515, 0.05469045395974275, -0.4197239798211562]",[1]
540,J1552.8-5330,"[2.4749271869659424, 3.8381551308384205, -26.964777239798615, -25.97442888247524, 1.9996174548452197, -0.13817684791166623]",[1]
541,J1553.1+5437,"[2.255077362060547, 4.029878941530526, -28.820090365900878, -28.072164497059138, -0.6673139729232861, -0.8042708681192433]",[1]
542,J1553.3-0322c,"[2.562553644180298, 3.794247913847264, -26.111293897906847, -27.318623830844484, -3.387865933158123, -0.8250410010693063]",[1]
543,J1554.4-5315c,"[2.1313488483428955, 3.901959799705094, -29.04309072679545, -25.845503980372968, 1.1830309160479826, -0.5890733881559853]",[1]
544,J1557.0-4225,"[2.3266663551330566, 3.8745060646394567, -24.06811314645001, -27.053900268263895, 1.486166144019881, -0.9160050817063551]",[1]
545,J1601.9+2306,"[2.1477549076080322, 3.8510074867182396, -28.62438471024595, -28.252415811283065, 1.4507218400898725, -0.7390469723917408]",[1]
546,J1602.8-1924,"[2.3129682540893555, 3.8030244578953494, -28.902238561873016, -27.398098075379384, -0.699681602211017, -0.8250613082501548]",[1]
547,J1603.7-6011,"[1.9624006748199463, 3.9259402964920267, -30.708142526924114, -27.420861507283952, 1.306856641329732, -0.38178352845789776]",[1]
548,J1611.9+1404,"[2.2094810009002686, 4.052472219539079, -28.867697731376694, -27.66003076519991, 0.5779179056387379, -0.7830331801184486]",[1]
549,J1613.4-4222,"[2.434790849685669, 3.7985908235546204, -28.218749738326654, -26.951297916432168, -1.7407987495493833, -0.8364103429246178]",[1]
550,J1615.6-4450,"[2.56198787689209, 4.193558448901363, -26.57954137807188, -26.702320391334457, -0.8828768576374698, -0.8644698079133193]",[1]
551,J1616.8-5343,"[2.530057668685913, 3.9207845594989035, -25.840365688617357, -26.66768768703668, 0.6251107657770136, -0.8833633273681469]",[1]
552,J1616.8+5846,"[3.1169867515563965, 3.847443060906597, -25.07889818345917, -27.99640187574067, 0.24722711557214086, -0.7293209484152715]",[1]
553,J1618.8+5520,"[2.326195240020752, 3.5537114166945787, -29.2818310713523, -28.158346745506975, 0.42886129475900253, -0.8525157176673485]",[1]
554,J1619.0-5014c,"[2.431389093399048, 4.147298175540515, -27.260266511016948, -25.662039947899174, 1.065614953924808, -0.8537563830091637]",[1]
555,J1619.1+7538,"[1.712669849395752, 3.8901681822650285, -32.97007459144607, -28.145917832083743, 0.5860566080269486, -0.18397253153699084]",[1]
556,J1620.0-5101,"[2.2599401473999023, 3.92164249820744, -28.755564278931583, -25.786662077647925, 1.1149892099954304, -0.7522809110414325]",[1]
557,J1620.8-5149,"[2.0917153358459473, 3.9497454013473643, -30.887468226324497, -26.4371673725184, 0.5226038175334223, -0.7564135337086981]",[1]
558,J1622.9-5004,"[2.126441478729248, 3.9954259855987915, -27.16169678427467, -25.93664360868704, 2.015786495519737, -0.019011872159459375]",[1]
559,J1624.1-4700,"[2.5741312503814697, 3.924799918640528, -23.39703468928457, -26.51525915289036, 2.1012211857686856, -0.8675977368585576]",[1]
